INPUT_TABLE
Variable ID
AgTech

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,apply.to,from.year,to.year,interpolation.function,CO2,share.weight
Korea,Rice,RiceAEZ14,RiceAEZ14,share-weight,2005,9999,fixed,CO2,1
India,Rice,RiceAEZ14,RiceAEZ14,share-weight,2005,9999,fixed,CO2,1
USA,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Canada,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Western Europe,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Japan,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
China,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Middle East,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Africa,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Latin America,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
Korea,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
India,Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,share-weight,2005,9999,fixed,CO2,1
USA,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Canada,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Western Europe,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Japan,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
China,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Middle East,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Africa,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Latin America,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
Korea,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
India,SugarCrop,SugarCropAEZ14,SugarCropAEZ14,share-weight,2005,9999,fixed,CO2,1
USA,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Canada,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Western Europe,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Japan,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
China,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Middle East,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Africa,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Latin America,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
Korea,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
India,Wheat,WheatAEZ14,WheatAEZ14,share-weight,2005,9999,fixed,CO2,1
USA,biomass,willowAEZ15,willowAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,biomass,willowAEZ15,willowAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
China,biomass,willowAEZ15,willowAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,biomass,willowAEZ15,willowAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
India,biomass,biomassAEZ15,biomassAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
China,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
India,Corn,CornAEZ15,CornAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
China,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
India,FiberCrop,FiberCropAEZ15,FiberCropAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
China,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
India,FodderGrass,FodderGrassAEZ15,FodderGrassAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
China,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
India,FodderHerb,FodderHerbAEZ15,FodderHerbAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
China,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
India,Forest,ForestAEZ15,ForestAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
China,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
India,MiscCrop,MiscCropAEZ15,MiscCropAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
China,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
India,OilCrop,OilCropAEZ15,OilCropAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
China,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
India,OtherGrain,OtherGrainAEZ15,OtherGrainAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
China,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
India,PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
China,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
India,Pasture,PastureAEZ15,PastureAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
China,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
India,Rice,RiceAEZ15,RiceAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
China,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
India,Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
China,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
India,SugarCrop,SugarCropAEZ15,SugarCropAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Canada,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Western Europe,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Japan,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
China,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Middle East,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Africa,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Latin America,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
Korea,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
India,Wheat,WheatAEZ15,WheatAEZ15,share-weight,2005,9999,fixed,CO2,1
USA,biomass,willowAEZ16,willowAEZ16,share-weight,2005,9999,fixed,CO2,1
Canada,biomass,biomassAEZ16,biomassAEZ16,share-weight,2005,9999,fixed,CO2,1
Western Europe,biomass,willowAEZ16,willowAEZ16,share-weight,2005,9999,fixed,CO2,1
Japan,biomass,biomassAEZ16,biomassAEZ16,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,biomass,biomassAEZ16,biomassAEZ16,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,biomass,biomassAEZ16,biomassAEZ16,share-weight,2005,9999,fixed,CO2,1
China,biomass,willowAEZ16,willowAEZ16,share-weight,2005,9999,fixed,CO2,1
Middle East,biomass,biomassAEZ16,biomassAEZ16,share-weight,2005,9999,fixed,CO2,1
Africa,biomass,biomassAEZ16,biomassAEZ16,share-weight,2005,9999,fixed,CO2,1
