INPUT_TABLE
Variable ID
LN3_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,UnmanagedLandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Australia_NZ,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,4.6,6.9,4.6,6.9,28,0,0,Shrubland,AEZ08,Shrubland
Former Soviet Union,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,4.1,6.9,4.1,6.9,34,0,0,Shrubland,AEZ08,Shrubland
China,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,3.5,6.9,3.5,6.9,41,0,0,Shrubland,AEZ08,Shrubland
Middle East,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,2.8,6.9,2.8,6.9,49,0,0,Shrubland,AEZ08,Shrubland
Africa,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,3.2,6.9,3.2,6.9,44,0,0,Shrubland,AEZ08,Shrubland
Latin America,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,4.9,6.9,4.9,6.9,24,0,0,Shrubland,AEZ08,Shrubland
Southeast Asia,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ08,Shrubland
Eastern Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ08,Shrubland
Korea,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,0,0,0,0,0,0,0,Shrubland,AEZ08,Shrubland
India,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,3.2,6.9,3.2,6.9,44,0,0,Shrubland,AEZ08,Shrubland
USA,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,15.3,13.7,15.3,13.7,50,0,0,UnmanagedForest,AEZ08,Forest
Canada,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,13,14.1,13,14.1,50,0,0,UnmanagedForest,AEZ08,Forest
Western Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,13.9,11.9,13.9,11.9,50,0,0,UnmanagedForest,AEZ08,Forest
Japan,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,0,0,0,0,0,0,0,UnmanagedForest,AEZ08,Forest
Australia_NZ,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,15.7,7.5,15.7,7.5,49,0,0,UnmanagedForest,AEZ08,Forest
Former Soviet Union,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,12.7,12.4,12.7,12.4,50,0,0,UnmanagedForest,AEZ08,Forest
China,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,11.9,12.3,11.9,12.3,50,0,0,UnmanagedForest,AEZ08,Forest
Middle East,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,13.4,11.1,13.4,11.1,50,0,0,UnmanagedForest,AEZ08,Forest
Africa,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,14.9,9.7,14.9,9.7,36,0,0,UnmanagedForest,AEZ08,Forest
Latin America,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,14.4,10.7,14.4,10.7,42,0,0,UnmanagedForest,AEZ08,Forest
Southeast Asia,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,15.6,13.2,15.6,13.2,50,0,0,UnmanagedForest,AEZ08,Forest
Eastern Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,13.5,13.4,13.5,13.4,50,0,0,UnmanagedForest,AEZ08,Forest
Korea,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,0,0,0,0,0,0,0,UnmanagedForest,AEZ08,Forest
India,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,UnmanagedForestAEZ08,14,9.8,14,9.8,35,0,0,UnmanagedForest,AEZ08,Forest
USA,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,1.1,11,1.1,11,14,0,0,Grassland,AEZ09,Grassland
Canada,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,2,10,2,10,24,0,0,Grassland,AEZ09,Grassland
Western Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,2,10.1,2,10.1,24,0,0,Grassland,AEZ09,Grassland
Japan,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ09,Grassland
Australia_NZ,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,2.4,9.6,2.4,9.6,28,0,0,Grassland,AEZ09,Grassland
Former Soviet Union,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,1.7,10.4,1.7,10.4,21,0,0,Grassland,AEZ09,Grassland
China,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,1.7,10.3,1.7,10.3,21,0,0,Grassland,AEZ09,Grassland
Middle East,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,2.2,9.8,2.2,9.8,26,0,0,Grassland,AEZ09,Grassland
Africa,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,2.3,9.7,2.3,9.7,27,0,0,Grassland,AEZ09,Grassland
Latin America,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,0.9,11.3,0.9,11.3,12,0,0,Grassland,AEZ09,Grassland
Southeast Asia,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,0.8,11.4,0.8,11.4,11,0,0,Grassland,AEZ09,Grassland
Eastern Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,2.2,9.9,2.2,9.9,25,0,0,Grassland,AEZ09,Grassland
Korea,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,0,0,0,0,0,0,0,Grassland,AEZ09,Grassland
India,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,GrasslandAEZ09,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ09,Grassland
USA,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Canada,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Western Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Japan,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Australia_NZ,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Former Soviet Union,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
China,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Middle East,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Africa,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Latin America,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Southeast Asia,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Eastern Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
Korea,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
India,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,OtherArableLandAEZ09,0.3,8,0.3,8,1,0,0,OtherArableLand,AEZ09,Cropland
USA,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,4,6.9,4,6.9,36,0,0,Shrubland,AEZ09,Shrubland
Canada,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,0,0,0,0,0,0,0,Shrubland,AEZ09,Shrubland
Western Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,4.8,6.9,4.8,6.9,26,0,0,Shrubland,AEZ09,Shrubland
Japan,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,0,0,0,0,0,0,0,Shrubland,AEZ09,Shrubland
Australia_NZ,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,5.1,6.9,5.1,6.9,23,0,0,Shrubland,AEZ09,Shrubland
Former Soviet Union,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,3.2,6.9,3.2,6.9,45,0,0,Shrubland,AEZ09,Shrubland
China,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,4.3,6.9,4.3,6.9,32,0,0,Shrubland,AEZ09,Shrubland
Middle East,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,3.2,6.9,3.2,6.9,45,0,0,Shrubland,AEZ09,Shrubland
Africa,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,4.4,6.9,4.4,6.9,30,0,0,Shrubland,AEZ09,Shrubland
Latin America,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,5.2,6.9,5.2,6.9,21,0,0,Shrubland,AEZ09,Shrubland
Southeast Asia,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ09,Shrubland
Eastern Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,4.2,6.9,4.2,6.9,33,0,0,Shrubland,AEZ09,Shrubland
Korea,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,0,0,0,0,0,0,0,Shrubland,AEZ09,Shrubland
India,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,ShrublandAEZ09,4.7,6.9,4.7,6.9,28,0,0,Shrubland,AEZ09,Shrubland
USA,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,13.6,12.8,13.6,12.8,50,0,0,UnmanagedForest,AEZ09,Forest
Canada,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,11.8,11.9,11.8,11.9,50,0,0,UnmanagedForest,AEZ09,Forest
Western Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,13.9,11.6,13.9,11.6,49,0,0,UnmanagedForest,AEZ09,Forest
Japan,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,13.1,13.1,13.1,13.1,50,0,0,UnmanagedForest,AEZ09,Forest
Australia_NZ,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,15.8,7.6,15.8,7.6,49,0,0,UnmanagedForest,AEZ09,Forest
Former Soviet Union,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,14.1,13,14.1,13,50,0,0,UnmanagedForest,AEZ09,Forest
China,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,11.5,12,11.5,12,50,0,0,UnmanagedForest,AEZ09,Forest
Middle East,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,14.8,7.9,14.8,7.9,50,0,0,UnmanagedForest,AEZ09,Forest
Africa,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,14.4,9.6,14.4,9.6,37,0,0,UnmanagedForest,AEZ09,Forest
Latin America,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,15.1,10.7,15.1,10.7,41,0,0,UnmanagedForest,AEZ09,Forest
Southeast Asia,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,12.5,10.3,12.5,10.3,41,0,0,UnmanagedForest,AEZ09,Forest
Eastern Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,12.7,12.7,12.7,12.7,50,0,0,UnmanagedForest,AEZ09,Forest
Korea,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,0,0,0,0,0,0,0,UnmanagedForest,AEZ09,Forest
India,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,UnmanagedForestAEZ09,13.9,9.8,13.9,9.8,36,0,0,UnmanagedForest,AEZ09,Forest
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,1.9,10.7,1.9,10.7,23,0,0,Grassland,AEZ10,Grassland
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.4,9.7,2.4,9.7,28,0,0,Grassland,AEZ10,Grassland
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.5,9.6,2.5,9.6,28,0,0,Grassland,AEZ10,Grassland
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.2,10.1,2.2,10.1,26,0,0,Grassland,AEZ10,Grassland
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.4,9.7,2.4,9.7,28,0,0,Grassland,AEZ10,Grassland
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.2,10.1,2.2,10.1,26,0,0,Grassland,AEZ10,Grassland
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,1.1,12.2,1.1,12.2,15,0,0,Grassland,AEZ10,Grassland
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.2,10.1,2.2,10.1,26,0,0,Grassland,AEZ10,Grassland
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.2,10.1,2.2,10.1,26,0,0,Grassland,AEZ10,Grassland
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,1.2,12,1.2,12,16,0,0,Grassland,AEZ10,Grassland
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.1,10.2,2.1,10.2,25,0,0,Grassland,AEZ10,Grassland
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ10,Grassland
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ10,Grassland
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,GrasslandAEZ10,0.9,12.6,0.9,12.6,12,0,0,Grassland,AEZ10,Grassland
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,OtherArableLandAEZ10,0.3,9,0.3,9,1,0,0,OtherArableLand,AEZ10,Cropland
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,4.6,6.9,4.6,6.9,28,0,0,Shrubland,AEZ10,Shrubland
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,0,0,0,0,0,0,0,Shrubland,AEZ10,Shrubland
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ10,Shrubland
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ10,Shrubland
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ10,Shrubland
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,0,0,0,0,0,0,0,Shrubland,AEZ10,Shrubland
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ10,Shrubland
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,3.1,6.9,3.1,6.9,45,0,0,Shrubland,AEZ10,Shrubland
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,5.1,6.9,5.1,6.9,23,0,0,Shrubland,AEZ10,Shrubland
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ10,Shrubland
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ10,Shrubland
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,0,0,0,0,0,0,0,Shrubland,AEZ10,Shrubland
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,0,0,0,0,0,0,0,Shrubland,AEZ10,Shrubland
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,ShrublandAEZ10,3.7,6.9,3.7,6.9,38,0,0,Shrubland,AEZ10,Shrubland
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,12.8,12.5,12.8,12.5,50,0,0,UnmanagedForest,AEZ10,Forest
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,12.5,12.4,12.5,12.4,50,0,0,UnmanagedForest,AEZ10,Forest
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,13.5,12.8,13.5,12.8,50,0,0,UnmanagedForest,AEZ10,Forest
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,12.8,12.7,12.8,12.7,50,0,0,UnmanagedForest,AEZ10,Forest
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,16.2,8.5,16.2,8.5,47,0,0,UnmanagedForest,AEZ10,Forest
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,13.7,12.7,13.7,12.7,50,0,0,UnmanagedForest,AEZ10,Forest
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,11.3,11.7,11.3,11.7,50,0,0,UnmanagedForest,AEZ10,Forest
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,11.9,12.3,11.9,12.3,50,0,0,UnmanagedForest,AEZ10,Forest
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,15.6,9.7,15.6,9.7,37,0,0,UnmanagedForest,AEZ10,Forest
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,15.2,10.6,15.2,10.6,43,0,0,UnmanagedForest,AEZ10,Forest
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,13.3,10.3,13.3,10.3,41,0,0,UnmanagedForest,AEZ10,Forest
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,13.5,13.2,13.5,13.2,50,0,0,UnmanagedForest,AEZ10,Forest
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,11.4,11.7,11.4,11.7,50,0,0,UnmanagedForest,AEZ10,Forest
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,UnmanagedForestAEZ10,14.8,11,14.8,11,48,0,0,UnmanagedForest,AEZ10,Forest
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,2.2,10.3,2.2,10.3,26,0,0,Grassland,AEZ11,Grassland
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,GrasslandAEZ11,0,0,0,0,0,0,0,Grassland,AEZ11,Grassland
