INPUT_TABLE
Variable ID
LN3_LogitShare

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,logit.exponent,default.share.2020,default.share.2025,default.share.2035,ID_AEZ,ID_LN3
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,GrassShrubLandAEZ13,0.05,0.02,0.1,0.25,AEZ13,GrassShrubLand
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,AllForestLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,AllForestLand
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,1.75,0.02,0.1,0.25,AEZ14,CropLand
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,GrassShrubLandAEZ14,0.05,0.02,0.1,0.25,AEZ14,GrassShrubLand
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,AllForestLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,AllForestLand
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,1.75,0.02,0.1,0.25,AEZ15,CropLand
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,GrassShrubLandAEZ15,0.05,0.02,0.1,0.25,AEZ15,GrassShrubLand
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,AllForestLand
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,1.75,0.02,0.1,0.25,AEZ16,CropLand
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,0.05,0.02,0.1,0.25,AEZ16,GrassShrubLand
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,AllForestLand
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,1.75,0.02,0.1,0.25,AEZ17,CropLand
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,0.05,0.02,0.1,0.25,AEZ17,GrassShrubLand
