model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA GDP,SSP3_v5_120502,SYR,GDP|PPP,billion US$2005/yr,,,86.94502315,105.5438868,135.1791901,168.5020361,202.8050141,234.8261518,264.2979762,291.9676977,318.6670096,347.1253033,377.7314955,409.3735644,440.3633086,470.9530198,499.9818531,527.8793386,555.1345475,582.9919664,611.6869588
IIASA GDP,SSP3_v5_120502,TCD,GDP|PPP,billion US$2005/yr,,,13.17841408,19.0939647,21.75086875,24.91335999,28.39371791,32.50296735,37.02572384,41.80679522,46.63756246,51.68542949,56.88946926,62.2823493,67.72825987,73.22639812,78.53841734,83.6496255,88.53065479,93.39938344,98.36529186
IIASA GDP,SSP3_v5_120502,TGO,GDP|PPP,billion US$2005/yr,,,4.698078787,5.182666447,6.419065059,8.016407059,9.765712221,11.53675678,13.26403206,14.97973351,16.70290656,18.51131898,20.37319117,22.21944569,23.97303172,25.67342272,27.3339915,28.99024695,30.65698875,32.32701523,33.9810569
IIASA GDP,SSP3_v5_120502,THA,GDP|PPP,billion US$2005/yr,,,514.2965058,648.488324,746.1147075,836.3814273,919.3260084,1003.423146,1096.329789,1214.502942,1348.764888,1486.858594,1614.48275,1730.648282,1838.233209,1945.685172,2055.008281,2170.237704,2295.059889,2434.376962,2589.659656
IIASA GDP,SSP3_v5_120502,TJK,GDP|PPP,billion US$2005/yr,,,13.76761329,25.59372578,54.92353813,110.8030358,184.2892919,257.6072488,318.9949847,368.8551108,412.4344854,452.450104,490.3928617,528.0274644,567.3121519,609.2487372,653.4197112,698.7397963,744.8772731,792.5096877,842.1180587
IIASA GDP,SSP3_v5_120502,TKM,GDP|PPP,billion US$2005/yr,,,33.88200361,55.13944892,86.31129043,122.9384084,157.8239108,186.2842396,209.5210061,230.0900352,250.0668609,269.6152896,288.6280775,307.1651416,326.0571024,345.9290771,366.816233,388.407682,410.4877426,433.0886804,456.4504741
IIASA GDP,SSP3_v5_120502,TLS,GDP|PPP,billion US$2005/yr,,,1.307465723,2.118340703,3.87358311,6.885516387,11.02781014,16.15984138,21.87818631,27.92559488,34.08596827,40.54087719,47.40998483,54.81316017,62.86356902,71.57650397,81.10086734,91.40667283,102.51438,114.478644,127.2531215
IIASA GDP,SSP3_v5_120502,TON,GDP|PPP,billion US$2005/yr,,,0.825562582,0.932668989,1.114917469,1.40316615,1.768670311,2.160893567,2.549620575,2.924591651,3.29116666,3.647315045,3.993493805,4.326397212,4.656144973,4.991463326,5.332705757,5.675802482,6.015017022,6.350802897,6.689019542
IIASA GDP,SSP3_v5_120502,TTO,GDP|PPP,billion US$2005/yr,,,38.20089293,53.45774556,58.14236645,59.59473119,62.20471334,66.55559117,72.00438662,77.81241332,83.33467083,88.27088057,92.67827178,96.82818938,101.0166604,105.4260957,110.1758196,115.3809149,121.141393,127.4779225,134.3104066
IIASA GDP,SSP3_v5_120502,TUN,GDP|PPP,billion US$2005/yr,,,65.64803849,77.74582455,85.25810177,89.10652737,92.77486075,97.38265508,102.9059198,109.1312566,116.0223775,124.0019541,132.6255366,141.3748959,149.2711716,155.918843,161.4592187,167.0018926,173.5465143,181.5758949,190.6436236
IIASA GDP,SSP3_v5_120502,TUR,GDP|PPP,billion US$2005/yr,,,761.9397491,849.9106302,988.5743433,1143.111119,1286.221606,1422.04248,1554.090904,1689.078163,1826.682046,1970.687832,2109.128268,2233.919394,2343.688834,2442.073718,2532.292405,2619.166134,2709.267545,2810.35062,2924.798206
IIASA GDP,SSP3_v5_120502,TZA,GDP|PPP,billion US$2005/yr,,,48.82249629,74.78899172,95.90670444,116.2571991,139.2416907,167.003406,201.6488029,244.9525948,298.1890372,363.3888225,441.4630386,531.567755,631.8566672,742.2861557,862.8645893,994.0221678,1135.975067,1289.11528,1452.649316
IIASA GDP,SSP3_v5_120502,UGA,GDP|PPP,billion US$2005/yr,,,37.29677228,52.94768037,68.05529827,83.98374445,101.7520213,121.7245623,144.0341533,169.0281999,196.4386994,226.6376958,259.2748096,293.9721681,329.7423267,366.1855696,402.543921,438.5613057,473.9139719,508.3782145,542.1852953
IIASA GDP,SSP3_v5_120502,UKR,GDP|PPP,billion US$2005/yr,,,293.1671778,395.1689539,544.8941371,735.5356521,890.2629677,983.4164323,1028.981122,1052.683463,1069.300413,1085.342792,1104.591672,1129.65962,1163.348519,1206.828781,1260.024007,1321.435958,1389.93094,1464.807314,1545.895247
IIASA GDP,SSP3_v5_120502,URY,GDP|PPP,billion US$2005/yr,,,36.45568279,46.53597243,57.54575345,67.91643869,77.52136299,86.65873557,95.53523491,104.3357475,113.1044363,122.1103794,131.0916283,140.0425266,148.968973,158.0421964,167.1656981,176.2636281,185.4917846,195.2491394,205.7058245
IIASA GDP,SSP3_v5_120502,USA,GDP|PPP,billion US$2005/yr,,,12632.33745,13746.71788,14836.14826,16013.30802,16934.46664,17615.92354,18139.47102,18541.26998,18823.75308,19055.5889,19251.30267,19412.34829,19519.22256,19567.32538,19554.58972,19492.65459,19398.87941,19287.20572,19165.38821
IIASA GDP,SSP3_v5_120502,UZB,GDP|PPP,billion US$2005/yr,,,65.80447607,126.7177984,270.787716,524.9896004,823.7035135,1078.041594,1260.960284,1400.425124,1526.248476,1646.16908,1761.535495,1877.145576,2000.406564,2135.409075,2281.540398,2434.016121,2590.200261,2751.454384,2921.021222
IIASA GDP,SSP3_v5_120502,VCT,GDP|PPP,billion US$2005/yr,,,0.772478239,1.132287849,1.49461869,1.791492642,2.03496084,2.256301875,2.478556201,2.702722699,2.918553134,3.126612682,3.3184366,3.493008314,3.658068461,3.821574688,3.987534689,4.156759725,4.335498617,4.532287198,4.750131406
IIASA GDP,SSP3_v5_120502,VEN,GDP|PPP,billion US$2005/yr,,,248.0733416,335.4567143,448.3646579,589.9848994,730.5630599,858.8742162,975.201638,1081.745439,1182.254898,1285.122846,1392.63948,1503.254944,1616.023802,1732.102032,1846.0452,1956.375733,2063.95839,2174.41402,2290.904151
IIASA GDP,SSP3_v5_120502,VNM,GDP|PPP,billion US$2005/yr,,,254.2954935,410.4387192,659.5581798,981.6192627,1287.259568,1520.706566,1685.644566,1811.132288,1930.87571,2073.831017,2252.741782,2454.785179,2647.655609,2811.473627,2938.08024,3051.049388,3173.883606,3320.008583,3482.207204
IIASA GDP,SSP3_v5_120502,VUT,GDP|PPP,billion US$2005/yr,,,1.430281348,2.089427988,2.846435142,3.693277694,4.554551064,5.405218748,6.278741904,7.195235641,8.152117217,9.184067584,10.27854118,11.40819647,12.5474756,13.72677608,14.9642165,16.30333957,17.78618087,19.45652144,21.31984518
IIASA GDP,SSP3_v5_120502,WSM,GDP|PPP,billion US$2005/yr,,,1.250486743,1.446932146,1.881170723,2.576890116,3.453451062,4.437584485,5.463865552,6.498563317,7.493452707,8.435678197,9.257784716,9.959377338,10.5868344,11.22671616,11.87421255,12.5326013,13.18659066,13.85472438,14.54755647
IIASA GDP,SSP3_v5_120502,YEM,GDP|PPP,billion US$2005/yr,,,54.8908071,83.36241736,133.5676135,218.6573554,328.1332561,444.721212,552.6714379,648.9366002,738.4946394,830.9677536,929.9007521,1036.368599,1147.729822,1263.391487,1380.30915,1500.340887,1627.124693,1763.551164,1907.136487
IIASA GDP,SSP3_v5_120502,ZAF,GDP|PPP,billion US$2005/yr,,,372.1792827,453.1803839,527.0676712,604.1207517,682.6549615,766.2087373,860.7792862,962.0624871,1063.377784,1157.920716,1244.465293,1325.780877,1406.990714,1491.94297,1581.20291,1673.637386,1769.05906,1869.418021,1976.477126
IIASA GDP,SSP3_v5_120502,ZMB,GDP|PPP,billion US$2005/yr,,,23.04999175,35.76742042,46.85432277,57.73829947,70.56732624,86.87718788,108.3974229,136.4895634,172.493599,219.0582995,277.5810244,347.9274091,429.2992599,522.762332,629.6341342,751.6991009,889.9011503,1046.345509,1222.856146
IIASA GDP,SSP3_v5_120502,ZWE,GDP|PPP,billion US$2005/yr,,,1.623210106,1.812785814,2.361712728,3.501802368,5.121310344,7.008471062,8.793408624,10.20582691,11.22118059,12.05228744,12.8328571,13.60288574,14.33437481,15.00874363,15.60610021,16.14697341,16.67229479,17.24135967,17.85909681
IIASA GDP,SSP4_v5_120502,ARG,GDP|PPP,billion US$2005/yr,,,489.320172,602.374333,730.6205498,845.7437353,956.2903819,1068.321017,1185.02885,1302.294177,1425.710182,1556.027508,1685.84252,1810.630662,1931.128047,2047.552568,2160.812271,2274.68597,2391.328028,2508.572304,2623.812847
IIASA GDP,SSP4_v5_120502,ARM,GDP|PPP,billion US$2005/yr,,,15.94963687,26.29192745,39.82769932,56.63656167,70.32842471,78.78584049,83.32751561,85.68734942,86.96031958,88.33898789,90.35443568,92.99472623,95.73796667,98.08577975,99.90762095,101.502699,103.305083,105.5518809,108.2676478
IIASA GDP,SSP4_v5_120502,AUS,GDP|PPP,billion US$2005/yr,,,877.882883,1100.774841,1293.227492,1490.224177,1672.832992,1836.56495,1982.352386,2115.327239,2236.729722,2353.070144,2468.73372,2585.815409,2702.70483,2817.441502,2928.073474,3032.607486,3129.639676,3217.741754,3293.494861
IIASA GDP,SSP4_v5_120502,AUT,GDP|PPP,billion US$2005/yr,,,307.1688648,326.1505708,333.5866819,340.0869151,349.5453672,360.9152633,373.7678145,387.4919642,401.585315,415.4030029,428.8650013,441.9662208,454.7209541,467.0671046,478.7287011,489.3743792,498.9199838,507.4037677,514.8610709
IIASA GDP,SSP4_v5_120502,AZE,GDP|PPP,billion US$2005/yr,,,79.24812066,183.0764578,301.7069939,386.8252459,451.4703973,490.7197073,518.0558905,538.5282734,551.6816819,560.7405568,568.6029915,577.0012943,584.1100763,587.6022681,586.9629958,584.2299205,581.7053143,579.8196805,577.3886321
IIASA GDP,SSP4_v5_120502,BDI,GDP|PPP,billion US$2005/yr,,,3.500702787,3.529646088,4.08257997,4.886731684,5.951681717,7.270302965,8.846301738,10.72469819,12.87818992,15.39367351,18.35232877,21.90782316,26.19014275,31.3257833,37.40542546,44.47863506,52.65831139,62.02828777,72.74862198
IIASA GDP,SSP4_v5_120502,BEL,GDP|PPP,billion US$2005/yr,,,360.5734843,417.4522281,486.0051335,568.9856566,646.873132,713.0899628,766.6518904,810.1699775,846.3839114,878.5415341,908.9577865,938.8743539,968.4939718,997.7728411,1026.358276,1053.593399,1078.657747,1100.672162,1118.796874
IIASA GDP,SSP4_v5_120502,BEN,GDP|PPP,billion US$2005/yr,,,9.811909845,11.50657122,13.82507325,17.17536904,21.72941126,27.93978057,35.74323604,45.16248264,56.38412777,69.67175369,85.12114004,103.6791819,126.5599301,155.107124,190.2753342,232.8033411,283.274654,342.2760738,410.2491894
IIASA GDP,SSP4_v5_120502,BFA,GDP|PPP,billion US$2005/yr,,,14.1713325,15.82326294,15.67332601,17.4343283,21.70828105,27.05665664,33.20590076,41.19018675,52.66884322,68.9749754,91.5617019,122.2875124,163.6079283,218.7245299,291.614664,386.9416276,509.8807831,665.6979176,859.2684005
IIASA GDP,SSP4_v5_120502,BGD,GDP|PPP,billion US$2005/yr,,,214.7591938,265.0323007,322.6062614,380.5847171,442.8120008,512.5329531,592.7194527,682.2846285,777.3556467,876.6504658,976.9223785,1075.469633,1170.683096,1263.893615,1354.406378,1441.81433,1526.471216,1609.171738,1691.122693
IIASA GDP,SSP4_v5_120502,BGR,GDP|PPP,billion US$2005/yr,,,78.69659984,99.8809119,113.5334741,123.4648541,129.3299131,132.7252522,135.037736,136.7165482,137.446207,137.6006671,137.3990015,137.365896,137.6233017,138.2160904,139.1925198,140.7962851,143.2224416,146.3852382,150.0243677
IIASA GDP,SSP4_v5_120502,BHR,GDP|PPP,billion US$2005/yr,,,26.92824172,40.69150872,48.78860994,53.31098298,58.71919432,63.32269754,67.54641541,71.31647324,74.64330462,78.12394088,82.13057018,85.66951882,88.26346684,89.61147188,90.62984367,91.84619985,93.29569273,94.3931425,94.65391042
IIASA GDP,SSP4_v5_120502,BHS,GDP|PPP,billion US$2005/yr,,,8.741564909,11.05019354,12.45597192,14.03687313,15.62952712,17.15523968,18.59234707,19.98740661,21.2864297,22.51962294,23.66246943,24.71440302,25.65228464,26.48142099,27.22209638,27.90909132,28.59222776,29.31146245,30.08442672
IIASA GDP,SSP4_v5_120502,BIH,GDP|PPP,billion US$2005/yr,,,32.83001294,37.60885388,51.93261233,64.02933197,74.00069443,81.56383529,87.00745394,90.90591202,93.59355936,95.4721137,96.85516824,97.86526932,98.40425648,98.43283971,98.06010092,97.51277006,97.03533559,96.78662485,96.77281867
IIASA GDP,SSP4_v5_120502,BLR,GDP|PPP,billion US$2005/yr,,,124.87734,167.2386834,200.1752547,217.24915,225.7036001,229.96033,233.5155752,237.1037665,240.0439684,243.2443018,247.5204162,253.0181211,259.0093836,264.7769655,270.0503111,275.1680478,280.7310724,287.0013536,293.653782
IIASA GDP,SSP4_v5_120502,BLZ,GDP|PPP,billion US$2005/yr,,,2.600618301,3.158500722,3.887912683,4.943529843,6.138622614,7.46898987,8.867650586,10.2905266,11.64693362,13.03282276,14.45121056,15.98660034,17.65617125,19.46768542,21.29735846,23.11982931,24.9776914,26.93023763,29.0314934
IIASA GDP,SSP4_v5_120502,BOL,GDP|PPP,billion US$2005/yr,,,37.06350627,44.92245174,53.17373997,63.32898695,77.2668091,97.21269941,122.7424071,151.8737647,181.1786177,208.1519089,231.89148,255.810287,283.4170546,317.1405984,358.1551185,407.5383535,466.3712873,535.6330131,616.2474778
IIASA GDP,SSP4_v5_120502,BRA,GDP|PPP,billion US$2005/yr,,,1859.340487,2132.646234,2417.879022,2659.061308,2888.676942,3127.804113,3392.552984,3682.288247,3979.747613,4283.106034,4573.718042,4826.876963,5030.957002,5204.532575,5357.798342,5492.149706,5610.299118,5716.733783,5821.392961
IIASA GDP,SSP4_v5_120502,BRB,GDP|PPP,billion US$2005/yr,,,6.527509235,6.099318468,5.953134001,5.994281882,6.267697959,6.67469768,7.121532445,7.55806739,7.935147234,8.247924704,8.526872274,8.804435968,9.087538415,9.364492782,9.625631712,9.870131769,10.10799639,10.34915592,10.60045032
IIASA GDP,SSP4_v5_120502,BRN,GDP|PPP,billion US$2005/yr,,,17.92855659,16.58557136,14.0893737,12.42126627,11.93873813,12.29682406,13.19250994,14.36625583,15.6298663,16.93998369,18.2740209,19.63557635,21.00187857,22.3656758,23.73254358,25.12183039,26.54185999,27.99431021,29.47705142
IIASA GDP,SSP4_v5_120502,BTN,GDP|PPP,billion US$2005/yr,,,3.154970879,5.057828103,7.386251155,9.865666294,12.24354415,14.28857681,15.98184401,17.39666532,18.72798928,20.04389865,21.34277743,22.62939489,23.83701016,24.94928772,25.83941495,26.6043279,27.35897449,28.15412787,28.94265015
IIASA GDP,SSP4_v5_120502,BWA,GDP|PPP,billion US$2005/yr,,,17.65540107,21.51129949,27.2239539,35.25856177,44.62841198,55.49997671,67.16945796,79.23434963,91.30679297,103.3942487,115.7130606,128.5322174,141.9576705,155.9116819,170.2386146,184.815449,199.5804293,214.4206935,229.08709
IIASA GDP,SSP4_v5_120502,CAF,GDP|PPP,billion US$2005/yr,,,3.069067313,3.416443608,4.127802734,4.895163901,5.877869169,7.134764163,8.65914592,10.48297224,12.62353829,15.13745641,18.07628681,21.55778928,25.6602334,30.44344749,36.01683886,42.51149708,50.00445784,58.51105224,68.05352247
IIASA GDP,SSP4_v5_120502,CAN,GDP|PPP,billion US$2005/yr,,,1213.424765,1355.872312,1507.238906,1689.718534,1872.25658,2047.795419,2217.839701,2388.475596,2562.850768,2737.778982,2909.992131,3078.579864,3242.406045,3399.120048,3546.090171,3681.93934,3806.508658,3919.575091,4017.656693
IIASA GDP,SSP4_v5_120502,CHE,GDP|PPP,billion US$2005/yr,,,301.3640932,320.6735638,332.8426601,342.0194478,351.8061424,361.2918874,370.9002969,381.4276023,392.72224,404.2604469,415.4914578,426.3335717,436.6071543,446.4337985,455.6704161,464.082929,471.6233074,478.5674887,485.1423799
IIASA GDP,SSP4_v5_120502,CHL,GDP|PPP,billion US$2005/yr,,,199.3332189,238.6367488,268.8704757,299.6870504,336.9511466,380.5461206,428.5297168,476.4072684,520.8825182,560.0237073,593.6075109,624.011801,653.5099695,683.1891158,712.5022955,740.5055546,766.8496611,791.8782073,816.0085889
IIASA GDP,SSP4_v5_120502,CHN,GDP|PPP,billion US$2005/yr,,,9110.603778,16440.82808,25276.6365,34253.06505,41957.91399,47886.20564,52527.44568,56499.13658,59907.00365,62821.77692,65164.7245,66938.14049,68173.88426,68867.30612,69021.2944,68731.38379,68216.02827,67607.11317,67042.49818
IIASA GDP,SSP4_v5_120502,CIV,GDP|PPP,billion US$2005/yr,,,27.71242031,28.29178969,30.97914615,35.10797056,41.55796373,50.9966714,63.11043418,77.83873369,95.16818326,115.2760277,138.1434616,164.8513375,196.68852,234.7305135,279.4555611,331.2114688,391.0259294,459.9640005,538.9000725
IIASA GDP,SSP4_v5_120502,CMR,GDP|PPP,billion US$2005/yr,,,34.11799352,41.01828676,48.42459638,59.07890831,72.9935865,90.46225074,110.8284093,133.5212666,158.1781535,185.5307444,216.120494,251.2655756,292.0088548,339.2338442,393.3400282,454.3140995,522.6772308,599.6732239,686.0632348
IIASA GDP,SSP4_v5_120502,COD,GDP|PPP,billion US$2005/yr,,,15.96203488,30.49999908,61.01615882,120.9865379,206.1726055,309.9935772,418.2814344,521.3455226,615.1944771,705.8598168,796.7764657,896.7315651,1013.041653,1150.944841,1311.507259,1494.012884,1702.796385,1942.308619,2216.328595
IIASA GDP,SSP4_v5_120502,COG,GDP|PPP,billion US$2005/yr,,,8.921229847,11.70891783,16.43325198,23.41566352,31.68749507,40.76721135,50.10155691,59.8046524,70.00004217,81.28607082,94.01687922,108.8171991,126.1466917,146.4728703,170.0716531,197.0768409,227.5126691,261.2656685,297.9461919
IIASA GDP,SSP4_v5_120502,COL,GDP|PPP,billion US$2005/yr,,,328.7857651,423.9716768,498.6710176,571.8310496,646.8224295,730.0695617,826.9437757,939.4314427,1062.909861,1187.758892,1304.305745,1409.620964,1506.641684,1597.912808,1692.756237,1789.149314,1889.728459,1993.910798,2105.387995
IIASA GDP,SSP4_v5_120502,COM,GDP|PPP,billion US$2005/yr,,,0.687843296,0.763954074,0.905665809,1.103291336,1.335695765,1.609891762,1.934443661,2.330200041,2.812899352,3.441484241,4.2559793,5.30724099,6.63950376,8.308558693,10.33483831,12.76911014,15.67130707,19.11002967,23.13671119
IIASA GDP,SSP4_v5_120502,CPV,GDP|PPP,billion US$2005/yr,,,1.889015026,2.515794105,3.053663282,3.402104214,3.71305581,4.050481625,4.45688741,4.937962365,5.465159351,6.005211499,6.552075861,7.092318886,7.616748344,8.104754565,8.55948745,8.980530493,9.378967788,9.744526765,10.09522237
IIASA GDP,SSP4_v5_120502,CRI,GDP|PPP,billion US$2005/yr,,,50.01794204,61.8384367,69.49876183,75.35948749,80.93074625,86.9002006,93.73922659,101.3272408,109.188968,116.7666342,123.7122659,129.8496332,135.119704,139.5779739,143.27757,146.1612511,148.5601173,150.908294,153.5490391
IIASA GDP,SSP4_v5_120502,CUB,GDP|PPP,billion US$2005/yr,,,127.9603339,159.2185021,190.1669472,215.5601056,237.2925333,255.6701124,271.5357084,285.2467032,297.2699547,306.9867098,314.8122039,321.4403147,327.7929832,334.2612724,340.7752805,346.8087424,352.0087517,356.5318537,360.6615785
IIASA GDP,SSP4_v5_120502,CYP,GDP|PPP,billion US$2005/yr,,,20.61223245,25.81497991,32.14312932,38.9390836,44.54890469,48.82112938,52.08553242,54.71758911,56.7915425,58.58242861,60.27904743,61.94196544,63.46484402,64.74840643,65.7708794,66.60700199,67.37227436,68.15738947,69.00479465
IIASA GDP,SSP4_v5_120502,CZE,GDP|PPP,billion US$2005/yr,,,235.475817,264.0456277,269.9643282,271.8329123,277.5824287,287.1295851,299.6560312,313.8883415,328.26098,342.8060983,357.9550353,373.3833204,388.131901,402.1180352,415.8274216,429.7788935,444.1357419,458.6574046,472.5284516
IIASA GDP,SSP4_v5_120502,DEU,GDP|PPP,billion US$2005/yr,,,2659.215423,2658.355564,2616.069408,2588.535537,2602.913712,2650.71285,2717.531513,2794.336537,2870.464887,2942.236286,3011.613821,3085.218426,3165.280259,3249.251328,3331.790656,3408.672031,3478.460495,3542.122809,3599.505837
IIASA GDP,SSP4_v5_120502,DJI,GDP|PPP,billion US$2005/yr,,,1.68877572,2.18918561,2.709054742,3.413365297,4.332150506,5.44398604,6.719232615,8.146675093,9.732558043,11.3983091,13.1383394,14.96469585,16.96174017,19.2253476,21.8467242,24.89093486,28.38959894,32.37524329,36.88407296
IIASA GDP,SSP4_v5_120502,DNK,GDP|PPP,billion US$2005/yr,,,186.6386911,192.0710393,197.2224404,206.2397562,217.2387416,228.95452,240.7763306,252.8513459,264.9832719,277.3687116,289.9279929,302.6609748,315.5360532,328.6924624,342.0930046,355.4062023,368.2554143,380.5923359,392.705564
IIASA GDP,SSP4_v5_120502,DOM,GDP|PPP,billion US$2005/yr,,,96.12335752,123.4170676,144.2977922,158.7323175,173.7438947,191.586825,212.5475589,236.5574012,262.1239598,288.4804515,313.5001751,336.5948096,357.4647035,376.0936583,393.2673203,409.9647668,426.5418353,442.2690742,456.7950721
IIASA GDP,SSP4_v5_120502,DZA,GDP|PPP,billion US$2005/yr,,,207.6111551,242.9891941,268.9833888,304.2074267,352.3107748,413.7141278,488.8935169,575.2090669,667.7330727,760.0473302,850.1947777,939.2421049,1029.078203,1120.597068,1213.92188,1309.287982,1407.549286,1509.534374,1618.431765
IIASA GDP,SSP4_v5_120502,ECU,GDP|PPP,billion US$2005/yr,,,89.92403178,109.7486814,131.1822171,154.392282,177.9372415,201.9681218,226.7525607,251.9228258,277.623366,304.3889166,330.9192055,355.7511625,378.3634387,399.0726798,418.0847661,435.8056907,452.4262585,467.5321314,480.9368475
IIASA GDP,SSP4_v5_120502,EGY,GDP|PPP,billion US$2005/yr,,,390.9374647,507.7108576,615.0937481,722.0775849,843.9936498,985.8361848,1147.50179,1324.285126,1508.55463,1694.850282,1879.152632,2059.084171,2230.188688,2389.225466,2536.575625,2674.610697,2805.10621,2929.359808,3056.189164
IIASA GDP,SSP4_v5_120502,ERI,GDP|PPP,billion US$2005/yr,,,3.347149713,4.165286617,7.11314941,13.05716628,21.29139399,30.70546833,40.07582698,49.01582142,57.78010452,67.05938189,77.12963565,88.51056519,101.668622,117.0156045,135.0155616,156.1451727,180.7978516,209.1601984,241.4282476
IIASA GDP,SSP4_v5_120502,ESP,GDP|PPP,billion US$2005/yr,,,1279.953061,1423.029113,1595.473578,1800.185687,2014.762396,2225.094021,2423.443981,2603.121562,2763.583334,2897.851017,3001.670581,3075.169318,3122.435537,3152.671054,3177.527149,3207.723261,3245.084217,3282.884858,3311.11131
IIASA GDP,SSP4_v5_120502,EST,GDP|PPP,billion US$2005/yr,,,21.16585899,24.65775864,26.58664319,29.09827455,31.21573162,32.75276321,33.78659901,34.49683345,34.95794848,35.49386276,36.29209304,37.33741744,38.468701,39.57796552,40.66112351,41.7976792,43.06474007,44.44343508,45.82078631
IIASA GDP,SSP4_v5_120502,ETH,GDP|PPP,billion US$2005/yr,,,58.33955478,80.32599089,100.3571915,113.9297573,130.8203929,153.6957591,181.0194221,211.6931274,246.1139448,286.2173463,333.4961352,390.9494439,461.5244282,547.6785964,651.3943024,774.5864036,919.2837655,1087.250024,1280.302679
IIASA GDP,SSP4_v5_120502,FIN,GDP|PPP,billion US$2005/yr,,,168.9787213,188.0830187,205.7751921,226.5761598,246.5867564,264.666539,280.6969955,295.3827135,309.3503976,323.4193068,338.0517457,353.2971454,368.6736617,383.7436899,398.2475471,412.2044495,425.7096985,438.8131169,451.5181055
IIASA GDP,SSP4_v5_120502,FJI,GDP|PPP,billion US$2005/yr,,,3.718428589,4.693957456,6.829472543,10.22296722,14.01262793,17.5114848,20.38482986,22.62476838,24.34179635,25.78758121,27.13724942,28.50569593,29.89352133,31.27472426,32.61912644,33.91200843,35.14161051,36.29867397,37.3878949
IIASA GDP,SSP4_v5_120502,FRA,GDP|PPP,billion US$2005/yr,,,1986.57805,2154.040235,2484.023722,2905.60446,3329.637791,3721.08117,4061.995799,4354.923713,4608.48994,4838.947751,5059.161209,5277.643834,5497.051548,5718.510286,5939.07836,6153.312893,6355.718283,6541.500178,6705.60085
IIASA GDP,SSP4_v5_120502,FSM,GDP|PPP,billion US$2005/yr,,,0.359543779,0.450606734,0.619072082,0.887269605,1.18620185,1.485906104,1.765501861,2.00529991,2.175869837,2.386497175,2.633434078,2.88601123,3.097115961,3.290343812,3.485588703,3.731345736,4.064184168,4.505311026,5.037710955
IIASA GDP,SSP4_v5_120502,GAB,GDP|PPP,billion US$2005/yr,,,15.56850806,16.21812999,17.11679696,18.55953047,20.8304069,24.08208775,28.12878085,32.80645528,38.00302006,43.82577833,50.21574534,57.39856335,65.59802365,75.07717531,85.9660797,98.34428282,112.2384672,127.6158603,144.6829658
IIASA GDP,SSP4_v5_120502,GBR,GDP|PPP,billion US$2005/yr,,,2071.297948,2259.22933,2580.606687,3054.572244,3586.189097,4078.427264,4490.298667,4823.957165,5095.922854,5328.317232,5538.199188,5737.542832,5930.244737,6119.570698,6306.456977,6488.478212,6661.235961,6822.003911,6969.434091
IIASA GDP,SSP4_v5_120502,GEO,GDP|PPP,billion US$2005/yr,,,23.37233949,36.55692777,61.90060292,90.99557424,108.4192932,111.6812227,108.6938706,106.0470159,105.9157402,108.4560271,112.6940043,117.7310011,122.7838738,127.4243524,131.5229545,135.3107982,139.1148591,143.0032347,146.7104951
IIASA GDP,SSP4_v5_120502,GHA,GDP|PPP,billion US$2005/yr,,,29.64047903,39.64136514,49.96239782,61.824712,76.95390387,96.12858411,120.122383,149.608358,184.996625,226.5340753,274.4073697,329.1027516,391.5267444,462.853067,544.18877,636.5827586,742.4760208,865.1000353,1007.089869
IIASA GDP,SSP4_v5_120502,GIN,GDP|PPP,billion US$2005/yr,,,8.275448,9.18507831,11.07670107,14.42295143,19.22922963,25.66779853,33.35064,41.06027579,49.16076006,58.8381952,71.50668953,88.05590913,109.3674316,136.251197,169.4571832,209.7287554,257.7595185,314.2080308,379.5801441
IIASA GDP,SSP4_v5_120502,GMB,GDP|PPP,billion US$2005/yr,,,2.508389567,3.826563664,5.216144631,6.81337661,8.821729109,11.45150987,14.63179086,18.04929273,21.80978384,26.26366803,31.82224833,38.71479976,47.15173041,57.30990325,69.32510906,83.29844908,99.48139125,118.3140807,140.242695
IIASA GDP,SSP4_v5_120502,GNB,GDP|PPP,billion US$2005/yr,,,1.254094031,1.692697651,2.048367946,2.529023492,3.130154375,3.959239412,4.972701105,6.183025388,7.591707289,9.278699781,11.26666895,13.68800462,16.67001389,20.40175566,25.05643511,30.82738778,37.89965256,46.46994326,56.73310999
IIASA GDP,SSP4_v5_120502,GNQ,GDP|PPP,billion US$2005/yr,,,13.93104585,18.95444469,21.87861096,25.30812573,29.32585365,34.02142434,39.50919457,43.22175881,46.35826211,49.27784794,52.3661089,55.66727512,59.18483861,62.88053975,66.77790869,71.05546692,75.86518055,81.24072653,87.15266752
IIASA GDP,SSP4_v5_120502,GRC,GDP|PPP,billion US$2005/yr,,,293.1664222,346.5352577,387.989758,439.3238482,496.1049202,551.3968073,601.3604481,644.2887287,679.503545,708.472983,732.4517106,752.0723537,767.4936437,779.8533252,790.766176,801.3144033,811.2027535,818.8615172,822.4289155
IIASA GDP,SSP4_v5_120502,GRD,GDP|PPP,billion US$2005/yr,,,1.286529492,1.332936359,1.445221854,1.606290551,1.761514114,1.895880915,1.999509095,2.068276288,2.088936014,2.109158207,2.150533361,2.215389566,2.28381204,2.339057103,2.374474894,2.398960426,2.427679287,2.47016631,2.523218227
