Sector 31: Annual Survey of Manufactures: Geographic Area Statistics: Statistics for All Manufacturing by State: 2009 and 2008,,,,
"NOTE: For information on confidentiality protection, sampling error, nonsampling error, and definitions, see Survey Methodology.  For information on the ASM industry groupings, see Comparability. Data in this table represent those available when this report was created. Data may not be available for all NAICS industries or geographies. Detail items may not add to total due to independent rounding.
",,,,
Geographic Area Name,NAICS-based code,Meaning of NAICS-based code,Year,"Total value of shipments ($1,000)"
Mississippi,3212,"Veneer, plywood, & engineered wood product mfg",2008,"731,518"
Mississippi,3219,Other wood product mfg,2008,"541,292"
Mississippi,322,Paper mfg,2008,"2,241,580"
Mississippi,3221,"Pulp, paper, & paperboard mills",2008,"1,318,065"
Mississippi,3222,Converted paper product mfg,2008,"923,515"
Mississippi,323,Printing & related support activities,2008,"586,524"
Mississippi,3231,Printing & related support activities,2008,"586,524"
Mississippi,324,Petroleum & coal products mfg,2008,D
Mississippi,3241,Petroleum & coal products mfg,2008,D
Mississippi,325,Chemical mfg,2008,"5,247,102"
Mississippi,3251,Basic chemical mfg,2008,"1,530,123"
Mississippi,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"1,282,136"
Mississippi,3254,Pharmaceutical & medicine mfg,2008,"238,006"
Mississippi,326,Plastics & rubber products mfg,2008,"2,491,274"
Mississippi,3261,Plastics product mfg,2008,"1,604,636"
Mississippi,3262,Rubber product mfg,2008,"886,637"
Mississippi,327,Nonmetallic mineral product mfg,2008,"964,463"
Mississippi,3273,Cement & concrete product mfg,2008,"536,180"
Mississippi,331,Primary metal mfg,2008,"2,390,179"
Mississippi,332,Fabricated metal product mfg,2008,"3,329,572"
Mississippi,3323,Architectural & structural metals mfg,2008,"1,272,631"
Mississippi,3324,"Boiler, tank, & shipping container mfg",2008,"743,975"
Mississippi,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"242,275"
Mississippi,3329,Other fabricated metal product mfg,2008,"411,518"
Mississippi,333,Machinery mfg,2008,"3,339,894"
Mississippi,3331,"Agriculture, construction, & mining machinery mfg",2008,"525,137"
Mississippi,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"664,642"
Mississippi,3336,"Engine, turbine, & power transmission equipment mfg",2008,"663,749"
Mississippi,3339,Other general purpose machinery mfg,2008,"1,055,620"
Mississippi,334,Computer & electronic product mfg,2008,D
Mississippi,335,"Electrical equipment, appliance, & component mfg",2008,"3,118,425"
Mississippi,3351,Electric lighting equipment mfg,2008,D
Mississippi,3352,Household appliance mfg,2008,"850,355"
Mississippi,3353,Electrical equipment mfg,2008,"1,473,182"
Mississippi,336,Transportation equipment mfg,2008,"7,782,109"
Mississippi,3361,Motor vehicle mfg,2008,D
Mississippi,3363,Motor vehicle parts mfg,2008,D
Mississippi,3366,Ship & boat building,2008,"3,187,723"
Mississippi,337,Furniture & related product mfg,2008,"4,301,543"
Mississippi,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"3,898,433"
Mississippi,3372,Office furniture (including fixtures) mfg,2008,"286,504"
Mississippi,339,Miscellaneous mfg,2008,"707,386"
Mississippi,3399,Other miscellaneous mfg,2008,"579,776"
Missouri,31-33,Manufacturing,2008,"109,938,325"
Missouri,311,Food mfg,2008,"18,529,042"
Missouri,3111,Animal food mfg,2008,"2,197,734"
Missouri,3112,Grain & oilseed milling,2008,"3,046,207"
Missouri,3114,Fruit & vegetable preserving & specialty food mfg,2008,"1,581,464"
Missouri,3115,Dairy product mfg,2008,"3,663,580"
Missouri,3116,Animal  slaughtering & processing,2008,"4,782,962"
Missouri,3118,Bakeries & tortilla mfg,2008,"1,556,255"
Missouri,3119,Other food mfg,2008,"1,679,371"
Missouri,312,Beverage & tobacco product mfg,2008,"2,727,739"
Missouri,3121,Beverage mfg,2008,D
Missouri,314,Textile product mills,2008,"339,448"
Missouri,3149,Other textile product mills,2008,"244,824"
Missouri,315,Apparel mfg,2008,"169,747"
Missouri,3152,Cut & sew apparel mfg,2008,"134,013"
Missouri,316,Leather & allied product mfg,2008,"258,539"
Missouri,321,Wood product mfg,2008,"1,150,335"
Missouri,3211,Sawmills & wood preservation,2008,"287,777"
Missouri,3219,Other wood product mfg,2008,"753,619"
Missouri,322,Paper mfg,2008,"4,573,651"
Missouri,3221,"Pulp, paper, & paperboard mills",2008,D
Missouri,3222,Converted paper product mfg,2008,D
Missouri,323,Printing & related support activities,2008,"2,989,427"
Missouri,3231,Printing & related support activities,2008,"2,989,427"
Missouri,324,Petroleum & coal products mfg,2008,"906,297"
Missouri,3241,Petroleum & coal products mfg,2008,"906,297"
Missouri,325,Chemical mfg,2008,"15,191,827"
Missouri,3251,Basic chemical mfg,2008,"1,460,951"
Missouri,3253,"Pesticide, fertilizer, & other agricultural chemical mfg",2008,"3,074,395"
Missouri,3254,Pharmaceutical & medicine mfg,2008,"2,852,603"
Missouri,3255,"Paint, coating, & adhesive mfg",2008,"876,693"
Missouri,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"6,095,410"
Missouri,3259,Other chemical product & preparation mfg,2008,"527,149"
Missouri,326,Plastics & rubber products mfg,2008,"3,717,959"
Missouri,3261,Plastics product mfg,2008,"3,007,878"
Missouri,3262,Rubber product mfg,2008,"710,081"
Missouri,327,Nonmetallic mineral product mfg,2008,"2,565,749"
Missouri,3272,Glass & glass product mfg,2008,"243,486"
Missouri,3273,Cement & concrete product mfg,2008,"1,413,601"
Missouri,3279,Other nonmetallic mineral product mfg,2008,"450,515"
Missouri,331,Primary metal mfg,2008,"4,228,056"
Missouri,3312,Steel product mfg from purchased steel,2008,"717,796"
Missouri,3313,Alumina & aluminum production & processing,2008,"1,260,763"
Missouri,3314,Nonferrous metal (except aluminum) production & processing,2008,"1,475,810"
Missouri,3315,Foundries,2008,"691,579"
Missouri,332,Fabricated metal product mfg,2008,"7,304,339"
Missouri,3321,Forging & stamping,2008,"345,460"
Missouri,3323,Architectural & structural metals mfg,2008,"2,162,240"
Missouri,3324,"Boiler, tank, & shipping container mfg",2008,"1,088,769"
Missouri,3326,Spring & wire product mfg,2008,"501,976"
Missouri,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"882,910"
Missouri,3328,"Coating, engraving, heat treating, & allied activities",2008,"255,431"
Missouri,3329,Other fabricated metal product mfg,2008,"1,852,807"
Missouri,333,Machinery mfg,2008,"7,574,135"
Missouri,3331,"Agriculture, construction, & mining machinery mfg",2008,"435,093"
Missouri,3332,Industrial machinery mfg,2008,"480,122"
Missouri,3333,Commercial & service industry machinery mfg,2008,"707,399"
Missouri,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"2,163,211"
Missouri,3335,Metalworking machinery mfg,2008,"478,439"
Missouri,3336,"Engine, turbine, & power transmission equipment mfg",2008,"712,097"
Missouri,3339,Other general purpose machinery mfg,2008,"2,597,774"
Missouri,334,Computer & electronic product mfg,2008,"1,890,638"
Missouri,3342,Communications equipment mfg,2008,"430,055"
Missouri,3344,Semiconductor & other electronic component mfg,2008,"534,246"
Missouri,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"838,322"
Missouri,335,"Electrical equipment, appliance, & component mfg",2008,"4,356,276"
Missouri,3353,Electrical equipment mfg,2008,"2,006,161"
Missouri,3359,Other electrical equipment & component mfg,2008,"2,131,226"
Missouri,336,Transportation equipment mfg,2008,"28,508,519"
Missouri,3361,Motor vehicle mfg,2008,"12,885,582"
Missouri,3362,Motor vehicle body & trailer mfg,2008,D
Missouri,3363,Motor vehicle parts mfg,2008,"3,641,752"
Missouri,3364,Aerospace product & parts mfg,2008,D
Missouri,3366,Ship & boat building,2008,"691,403"
Missouri,3369,Other transportation equipment mfg,2008,D
Missouri,337,Furniture & related product mfg,2008,"1,092,109"
Missouri,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"737,491"
Missouri,3372,Office furniture (including fixtures) mfg,2008,"312,476"
Missouri,339,Miscellaneous mfg,2008,"1,781,725"
Missouri,3391,Medical equipment & supplies mfg,2008,"892,479"
Missouri,3399,Other miscellaneous mfg,2008,"889,246"
Montana,31-33,Manufacturing,2008,"12,710,891"
Montana,311,Food mfg,2008,"820,333"
Montana,321,Wood product mfg,2008,"840,652"
Montana,3211,Sawmills & wood preservation,2008,"338,152"
Montana,324,Petroleum & coal products mfg,2008,"7,091,602"
Montana,3241,Petroleum & coal products mfg,2008,"7,091,602"
Montana,327,Nonmetallic mineral product mfg,2008,D
Montana,332,Fabricated metal product mfg,2008,"279,841"
Montana,333,Machinery mfg,2008,"257,537"
Montana,339,Miscellaneous mfg,2008,"348,569"
Nebraska,31-33,Manufacturing,2008,"46,884,812"
Nebraska,311,Food mfg,2008,"25,330,258"
Nebraska,3111,Animal food mfg,2008,"2,251,286"
Nebraska,3112,Grain & oilseed milling,2008,"5,602,208"
Nebraska,3115,Dairy product mfg,2008,"555,459"
Nebraska,3116,Animal  slaughtering & processing,2008,"15,852,003"
Nebraska,3118,Bakeries & tortilla mfg,2008,"330,538"
Nebraska,3119,Other food mfg,2008,"455,725"
Nebraska,321,Wood product mfg,2008,"335,141"
Nebraska,3219,Other wood product mfg,2008,"260,515"
Nebraska,322,Paper mfg,2008,"507,096"
Nebraska,3222,Converted paper product mfg,2008,"506,535"
Nebraska,323,Printing & related support activities,2008,"686,730"
Nebraska,3231,Printing & related support activities,2008,"686,730"
Nebraska,325,Chemical mfg,2008,"4,029,750"
Nebraska,3251,Basic chemical mfg,2008,"2,201,561"
Nebraska,3254,Pharmaceutical & medicine mfg,2008,"1,014,200"
Nebraska,326,Plastics & rubber products mfg,2008,"1,148,261"
Nebraska,3261,Plastics product mfg,2008,"702,597"
Nebraska,3262,Rubber product mfg,2008,"445,664"
Nebraska,327,Nonmetallic mineral product mfg,2008,"475,470"
Nebraska,3273,Cement & concrete product mfg,2008,"392,079"
Nebraska,331,Primary metal mfg,2008,"1,254,445"
Nebraska,332,Fabricated metal product mfg,2008,"2,329,409"
Nebraska,3323,Architectural & structural metals mfg,2008,"1,056,090"
Nebraska,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"217,409"
Nebraska,3329,Other fabricated metal product mfg,2008,"347,593"
Nebraska,333,Machinery mfg,2008,"3,802,571"
Nebraska,3331,"Agriculture, construction, & mining machinery mfg",2008,"2,851,395"
Nebraska,3339,Other general purpose machinery mfg,2008,"362,397"
Nebraska,334,Computer & electronic product mfg,2008,"1,084,382"
Nebraska,3342,Communications equipment mfg,2008,"571,669"
Nebraska,3344,Semiconductor & other electronic component mfg,2008,"106,148"
Nebraska,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"326,980"
Nebraska,335,"Electrical equipment, appliance, & component mfg",2008,"676,092"
Nebraska,3359,Other electrical equipment & component mfg,2008,"303,221"
Nebraska,336,Transportation equipment mfg,2008,"2,371,791"
Nebraska,3362,Motor vehicle body & trailer mfg,2008,"448,342"
Nebraska,3363,Motor vehicle parts mfg,2008,"1,081,278"
Nebraska,337,Furniture & related product mfg,2008,"404,000"
Nebraska,3372,Office furniture (including fixtures) mfg,2008,"259,952"
Nebraska,339,Miscellaneous mfg,2008,"1,990,983"
Nebraska,3391,Medical equipment & supplies mfg,2008,"1,857,999"
Nevada,31-33,Manufacturing,2008,"16,014,392"
Nevada,311,Food mfg,2008,"1,595,992"
Nevada,3118,Bakeries & tortilla mfg,2008,"212,249"
Nevada,321,Wood product mfg,2008,"364,320"
Nevada,323,Printing & related support activities,2008,"607,852"
Nevada,3231,Printing & related support activities,2008,"607,852"
Nevada,325,Chemical mfg,2008,"697,842"
Nevada,326,Plastics & rubber products mfg,2008,"1,064,009"
Nevada,3261,Plastics product mfg,2008,"966,317"
Nevada,327,Nonmetallic mineral product mfg,2008,"1,435,889"
Nevada,3273,Cement & concrete product mfg,2008,"936,721"
Nevada,331,Primary metal mfg,2008,"563,663"
Nevada,332,Fabricated metal product mfg,2008,"1,552,722"
Nevada,3323,Architectural & structural metals mfg,2008,"798,940"
Nevada,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"182,706"
Nevada,333,Machinery mfg,2008,"572,102"
Nevada,334,Computer & electronic product mfg,2008,"1,458,807"
Nevada,3342,Communications equipment mfg,2008,D
Nevada,335,"Electrical equipment, appliance, & component mfg",2008,"290,975"
Nevada,336,Transportation equipment mfg,2008,"359,388"
Nevada,337,Furniture & related product mfg,2008,"255,209"
Nevada,339,Miscellaneous mfg,2008,"4,373,097"
Nevada,3399,Other miscellaneous mfg,2008,"4,203,189"
New Hampshire,31-33,Manufacturing,2008,"18,599,565"
New Hampshire,311,Food mfg,2008,"842,917"
New Hampshire,3113,Sugar & confectionery product mfg,2008,D
New Hampshire,313,Textile mills,2008,"270,289"
New Hampshire,3132,Fabric mills,2008,"174,323"
New Hampshire,321,Wood product mfg,2008,"436,650"
New Hampshire,3219,Other wood product mfg,2008,"253,040"
New Hampshire,323,Printing & related support activities,2008,"502,848"
New Hampshire,3231,Printing & related support activities,2008,"502,848"
New Hampshire,325,Chemical mfg,2008,"574,665"
New Hampshire,326,Plastics & rubber products mfg,2008,"892,068"
New Hampshire,3261,Plastics product mfg,2008,"718,391"
New Hampshire,327,Nonmetallic mineral product mfg,2008,"476,585"
New Hampshire,331,Primary metal mfg,2008,"465,227"
New Hampshire,3315,Foundries,2008,"257,622"
New Hampshire,332,Fabricated metal product mfg,2008,"2,403,981"
New Hampshire,3323,Architectural & structural metals mfg,2008,"476,091"
New Hampshire,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"423,435"
New Hampshire,3329,Other fabricated metal product mfg,2008,"1,182,442"
New Hampshire,333,Machinery mfg,2008,"3,218,444"
New Hampshire,3332,Industrial machinery mfg,2008,"958,158"
New Hampshire,3333,Commercial & service industry machinery mfg,2008,"781,254"
New Hampshire,3339,Other general purpose machinery mfg,2008,"1,027,453"
New Hampshire,334,Computer & electronic product mfg,2008,"3,963,304"
New Hampshire,3344,Semiconductor & other electronic component mfg,2008,"1,220,868"
New Hampshire,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"2,139,944"
New Hampshire,335,"Electrical equipment, appliance, & component mfg",2008,"1,487,794"
New Hampshire,3351,Electric lighting equipment mfg,2008,D
New Hampshire,3359,Other electrical equipment & component mfg,2008,"886,173"
New Hampshire,336,Transportation equipment mfg,2008,"503,301"
New Hampshire,3363,Motor vehicle parts mfg,2008,"228,037"
New Hampshire,3364,Aerospace product & parts mfg,2008,D
New Hampshire,337,Furniture & related product mfg,2008,"236,581"
New Hampshire,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"179,906"
New Hampshire,339,Miscellaneous mfg,2008,"1,161,261"
New Hampshire,3391,Medical equipment & supplies mfg,2008,"648,825"
New Hampshire,3399,Other miscellaneous mfg,2008,"512,436"
New Jersey,31-33,Manufacturing,2008,"117,279,655"
New Jersey,311,Food mfg,2008,"11,077,163"
New Jersey,3113,Sugar & confectionery product mfg,2008,"790,539"
New Jersey,3114,Fruit & vegetable preserving & specialty food mfg,2008,"1,804,297"
New Jersey,3115,Dairy product mfg,2008,"1,567,223"
New Jersey,3116,Animal  slaughtering & processing,2008,"1,133,505"
New Jersey,3118,Bakeries & tortilla mfg,2008,"1,984,059"
New Jersey,3119,Other food mfg,2008,"2,508,504"
New Jersey,312,Beverage & tobacco product mfg,2008,"2,162,258"
New Jersey,3121,Beverage mfg,2008,"2,162,258"
New Jersey,313,Textile mills,2008,"478,877"
New Jersey,314,Textile product mills,2008,"414,736"
New Jersey,3149,Other textile product mills,2008,"207,661"
New Jersey,315,Apparel mfg,2008,"273,954"
New Jersey,3152,Cut & sew apparel mfg,2008,"242,917"
New Jersey,321,Wood product mfg,2008,"683,323"
New Jersey,3219,Other wood product mfg,2008,"555,338"
New Jersey,322,Paper mfg,2008,"3,198,277"
New Jersey,3221,"Pulp, paper, & paperboard mills",2008,"546,739"
New Jersey,3222,Converted paper product mfg,2008,"2,651,538"
New Jersey,323,Printing & related support activities,2008,"3,619,856"
New Jersey,3231,Printing & related support activities,2008,"3,619,856"
New Jersey,324,Petroleum & coal products mfg,2008,"26,965,336"
New Jersey,3241,Petroleum & coal products mfg,2008,"26,965,336"
New Jersey,325,Chemical mfg,2008,"28,850,077"
New Jersey,3251,Basic chemical mfg,2008,"4,790,508"
New Jersey,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"1,248,130"
New Jersey,3254,Pharmaceutical & medicine mfg,2008,"13,405,047"
New Jersey,3255,"Paint, coating, & adhesive mfg",2008,"1,349,781"
New Jersey,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"6,387,734"
New Jersey,3259,Other chemical product & preparation mfg,2008,"1,245,476"
New Jersey,326,Plastics & rubber products mfg,2008,"4,717,718"
New Jersey,3261,Plastics product mfg,2008,"4,255,959"
New Jersey,3262,Rubber product mfg,2008,"461,759"
New Jersey,327,Nonmetallic mineral product mfg,2008,"3,160,328"
New Jersey,3272,Glass & glass product mfg,2008,"1,170,754"
New Jersey,3273,Cement & concrete product mfg,2008,"1,198,534"
New Jersey,3279,Other nonmetallic mineral product mfg,2008,"469,677"
New Jersey,331,Primary metal mfg,2008,"3,279,627"
New Jersey,3314,Nonferrous metal (except aluminum) production & processing,2008,"1,071,173"
New Jersey,3315,Foundries,2008,"526,734"
New Jersey,332,Fabricated metal product mfg,2008,"5,603,636"
New Jersey,3321,Forging & stamping,2008,"539,694"
New Jersey,3323,Architectural & structural metals mfg,2008,"1,888,542"
New Jersey,3324,"Boiler, tank, & shipping container mfg",2008,"414,451"
New Jersey,3326,Spring & wire product mfg,2008,"260,836"
New Jersey,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"846,192"
New Jersey,3328,"Coating, engraving, heat treating, & allied activities",2008,"335,706"
New Jersey,3329,Other fabricated metal product mfg,2008,"1,137,878"
New Jersey,333,Machinery mfg,2008,"3,779,576"
New Jersey,3332,Industrial machinery mfg,2008,"593,462"
New Jersey,3333,Commercial & service industry machinery mfg,2008,"620,414"
New Jersey,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"594,968"
New Jersey,3335,Metalworking machinery mfg,2008,"291,634"
New Jersey,3339,Other general purpose machinery mfg,2008,"1,365,846"
New Jersey,334,Computer & electronic product mfg,2008,"6,934,855"
New Jersey,3342,Communications equipment mfg,2008,"1,182,869"
New Jersey,3344,Semiconductor & other electronic component mfg,2008,"1,159,984"
New Jersey,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"3,953,979"
New Jersey,3346,Mfg & reproducing magnetic & optical media,2008,"282,951"
New Jersey,335,"Electrical equipment, appliance, & component mfg",2008,"2,947,946"
New Jersey,3351,Electric lighting equipment mfg,2008,"700,147"
New Jersey,3353,Electrical equipment mfg,2008,"1,084,084"
New Jersey,3359,Other electrical equipment & component mfg,2008,"1,080,247"
New Jersey,336,Transportation equipment mfg,2008,"880,972"
New Jersey,337,Furniture & related product mfg,2008,"1,256,315"
New Jersey,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"526,635"
New Jersey,3372,Office furniture (including fixtures) mfg,2008,"436,606"
New Jersey,3379,Other furniture related product mfg,2008,"293,074"
New Jersey,339,Miscellaneous mfg,2008,"6,919,335"
New Jersey,3391,Medical equipment & supplies mfg,2008,"5,430,146"
New Jersey,3399,Other miscellaneous mfg,2008,"1,489,189"
New Mexico,31-33,Manufacturing,2008,"16,660,591"
New Mexico,311,Food mfg,2008,"2,871,784"
New Mexico,3115,Dairy product mfg,2008,"1,752,914"
New Mexico,325,Chemical mfg,2008,"770,038"
New Mexico,327,Nonmetallic mineral product mfg,2008,"536,821"
New Mexico,3273,Cement & concrete product mfg,2008,"347,392"
New Mexico,332,Fabricated metal product mfg,2008,"443,728"
New Mexico,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"102,022"
New Mexico,333,Machinery mfg,2008,"399,809"
New Mexico,334,Computer & electronic product mfg,2008,"2,764,709"
New Mexico,3344,Semiconductor & other electronic component mfg,2008,"2,101,626"
New Mexico,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"553,764"
New Mexico,335,"Electrical equipment, appliance, & component mfg",2008,"236,034"
New Mexico,337,Furniture & related product mfg,2008,D
New Mexico,339,Miscellaneous mfg,2008,"877,241"
New Mexico,3391,Medical equipment & supplies mfg,2008,"684,975"
New Mexico,3399,Other miscellaneous mfg,2008,"192,266"
New York,31-33,Manufacturing,2008,"163,993,100"
New York,311,Food mfg,2008,"17,382,470"
New York,3111,Animal food mfg,2008,"1,599,996"
New York,3113,Sugar & confectionery product mfg,2008,"663,948"
New York,3114,Fruit & vegetable preserving & specialty food mfg,2008,"2,959,830"
New York,3115,Dairy product mfg,2008,"4,599,165"
New York,3116,Animal  slaughtering & processing,2008,"1,147,289"
New York,3118,Bakeries & tortilla mfg,2008,"2,406,487"
New York,3119,Other food mfg,2008,"2,347,079"
New York,312,Beverage & tobacco product mfg,2008,"3,082,236"
New York,3121,Beverage mfg,2008,"3,020,265"
New York,313,Textile mills,2008,"841,028"
New York,3132,Fabric mills,2008,"380,290"
New York,3133,Textile & fabric finishing & fabric coating mills,2008,"403,218"
New York,314,Textile product mills,2008,"898,082"
New York,3141,Textile furnishings mills,2008,"307,412"
New York,3149,Other textile product mills,2008,"590,669"
New York,315,Apparel mfg,2008,"2,982,248"
New York,3152,Cut & sew apparel mfg,2008,"2,674,396"
New York,3159,Apparel accessories & other apparel mfg,2008,"255,782"
New York,316,Leather & allied product mfg,2008,"306,632"
New York,321,Wood product mfg,2008,"1,482,206"
New York,3219,Other wood product mfg,2008,"1,069,586"
New York,322,Paper mfg,2008,"5,190,069"
New York,3221,"Pulp, paper, & paperboard mills",2008,"2,343,399"
New York,3222,Converted paper product mfg,2008,"2,846,670"
New York,323,Printing & related support activities,2008,"5,412,248"
New York,3231,Printing & related support activities,2008,"5,412,248"
New York,324,Petroleum & coal products mfg,2008,"1,330,018"
New York,3241,Petroleum & coal products mfg,2008,"1,330,018"
New York,325,Chemical mfg,2008,"38,837,148"
New York,3251,Basic chemical mfg,2008,"3,328,733"
New York,3254,Pharmaceutical & medicine mfg,2008,"21,066,917"
New York,3255,"Paint, coating, & adhesive mfg",2008,"618,083"
New York,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"6,356,571"
New York,3259,Other chemical product & preparation mfg,2008,"6,770,667"
New York,326,Plastics & rubber products mfg,2008,"5,736,278"
New York,3261,Plastics product mfg,2008,"4,931,553"
New York,3262,Rubber product mfg,2008,"804,725"
New York,327,Nonmetallic mineral product mfg,2008,"4,271,436"
New York,3271,Clay product & refractory mfg,2008,"346,508"
New York,3272,Glass & glass product mfg,2008,"859,260"
New York,3273,Cement & concrete product mfg,2008,"1,828,131"
New York,3279,Other nonmetallic mineral product mfg,2008,"1,058,622"
New York,331,Primary metal mfg,2008,"9,252,951"
New York,3311,Iron & steel mills & ferroalloy mfg,2008,"1,332,006"
New York,3313,Alumina & aluminum production & processing,2008,"3,011,133"
New York,3314,Nonferrous metal (except aluminum) production & processing,2008,"3,744,903"
New York,3315,Foundries,2008,"438,201"
New York,332,Fabricated metal product mfg,2008,"11,868,282"
New York,3321,Forging & stamping,2008,"680,864"
New York,3322,Cutlery & handtool mfg,2008,"437,796"
New York,3323,Architectural & structural metals mfg,2008,"3,376,368"
New York,3324,"Boiler, tank, & shipping container mfg",2008,"1,492,579"
New York,3325,Hardware mfg,2008,"247,460"
New York,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"2,340,612"
New York,3328,"Coating, engraving, heat treating, & allied activities",2008,"729,787"
New York,3329,Other fabricated metal product mfg,2008,"2,366,655"
New York,333,Machinery mfg,2008,"13,664,848"
New York,3331,"Agriculture, construction, & mining machinery mfg",2008,"446,883"
New York,3332,Industrial machinery mfg,2008,"1,703,684"
New York,3333,Commercial & service industry machinery mfg,2008,"830,217"
New York,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"799,477"
New York,3335,Metalworking machinery mfg,2008,"1,075,056"
New York,3336,"Engine, turbine, & power transmission equipment mfg",2008,"3,889,944"
New York,3339,Other general purpose machinery mfg,2008,"4,919,588"
New York,334,Computer & electronic product mfg,2008,"14,144,592"
New York,3341,Computer & peripheral equipment mfg,2008,"1,991,819"
New York,3342,Communications equipment mfg,2008,"3,078,509"
New York,3344,Semiconductor & other electronic component mfg,2008,"5,243,873"
New York,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"3,531,793"
New York,335,"Electrical equipment, appliance, & component mfg",2008,"4,275,623"
New York,3351,Electric lighting equipment mfg,2008,D
New York,3353,Electrical equipment mfg,2008,"1,217,563"
New York,3359,Other electrical equipment & component mfg,2008,"1,763,432"
New York,336,Transportation equipment mfg,2008,"10,254,010"
New York,3363,Motor vehicle parts mfg,2008,"5,023,987"
New York,3364,Aerospace product & parts mfg,2008,"2,508,665"
New York,3365,Railroad rolling stock mfg,2008,"1,803,412"
New York,337,Furniture & related product mfg,2008,"3,010,452"
New York,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"1,448,380"
New York,3372,Office furniture (including fixtures) mfg,2008,"1,056,255"
New York,3379,Other furniture related product mfg,2008,"505,817"
New York,339,Miscellaneous mfg,2008,"9,770,244"
New York,3391,Medical equipment & supplies mfg,2008,"3,026,926"
New York,3399,Other miscellaneous mfg,2008,"6,743,319"
North Carolina,31-33,Manufacturing,2008,"199,887,820"
North Carolina,311,Food mfg,2008,"20,279,117"
North Carolina,3111,Animal food mfg,2008,"2,790,294"
North Carolina,3114,Fruit & vegetable preserving & specialty food mfg,2008,"1,956,295"
North Carolina,3115,Dairy product mfg,2008,"635,234"
North Carolina,3116,Animal  slaughtering & processing,2008,"8,488,834"
North Carolina,3118,Bakeries & tortilla mfg,2008,"2,290,377"
North Carolina,3119,Other food mfg,2008,"1,583,824"
North Carolina,312,Beverage & tobacco product mfg,2008,"25,461,664"
North Carolina,3121,Beverage mfg,2008,"2,115,768"
North Carolina,3122,Tobacco mfg,2008,"23,345,896"
North Carolina,313,Textile mills,2008,"7,330,853"
North Carolina,3131,"Fiber, yarn, & thread mills",2008,"2,800,658"
North Carolina,3132,Fabric mills,2008,"3,007,326"
North Carolina,3133,Textile & fabric finishing & fabric coating mills,2008,"1,522,868"
North Carolina,314,Textile product mills,2008,"1,651,766"
North Carolina,3141,Textile furnishings mills,2008,"901,227"
North Carolina,3149,Other textile product mills,2008,"750,540"
North Carolina,315,Apparel mfg,2008,"1,491,291"
North Carolina,3151,Apparel knitting mills,2008,"1,163,592"
North Carolina,3152,Cut & sew apparel mfg,2008,"260,034"
North Carolina,321,Wood product mfg,2008,"5,079,291"
North Carolina,3211,Sawmills & wood preservation,2008,"1,172,076"
North Carolina,3212,"Veneer, plywood, & engineered wood product mfg",2008,"1,591,558"
North Carolina,3219,Other wood product mfg,2008,"2,315,657"
North Carolina,322,Paper mfg,2008,"6,589,735"
North Carolina,3221,"Pulp, paper, & paperboard mills",2008,"2,077,130"
North Carolina,3222,Converted paper product mfg,2008,"4,512,605"
North Carolina,323,Printing & related support activities,2008,"2,251,746"
North Carolina,3231,Printing & related support activities,2008,"2,251,746"
North Carolina,325,Chemical mfg,2008,"45,885,057"
North Carolina,3251,Basic chemical mfg,2008,"3,428,903"
North Carolina,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"2,688,853"
North Carolina,3253,"Pesticide, fertilizer, & other agricultural chemical mfg",2008,"1,148,461"
North Carolina,3254,Pharmaceutical & medicine mfg,2008,"22,612,671"
North Carolina,3255,"Paint, coating, & adhesive mfg",2008,"1,098,638"
North Carolina,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"13,110,216"
North Carolina,3259,Other chemical product & preparation mfg,2008,"1,797,315"
