# File: steel_prod_process.csv
# Title: Crude steel production by country and process
# Units: Thousand tonnes
# Description: National steel production by process (Blast Furnace and Electric Arc Furnace)
# Source: World Steel Association Statistical Year books
# Column types: cinnc
# ----------
country_name,year,BLASTFUR,EAF,unit_prod
Turkey,1993,4700,8180,thousand tons
Taiwan,1993,8970,6220,thousand tons
Ukraine,1993,27700,886,thousand tons
Uruguay,1993,0,34.2,thousand tons
United States of America,1993,48500,43100,thousand tons
Uzbekistan,1993,103,263.2,thousand tons
Venezuela,1993,0.36,3448,thousand tons
Viet Nam,1993,0,275.1,thousand tons
South Africa,1993,4200,3422,thousand tons
Angola,1993,0,1,thousand tons
Albania,1994,0,4.47,thousand tons
United Arab Emirates,1994,0,80.5,thousand tons
Argentina,1994,1990,2013,thousand tons
Australia,1994,5390,987,thousand tons
Austria,1994,4620,486,thousand tons
Belgium,1994,7970,2440,thousand tons
Bulgaria,1994,1270,539,thousand tons
Bosnia and Herzegovina,1994,47.9,21.03,thousand tons
Belarus,1994,0,1344,thousand tons
Brazil,1994,19800,5140,thousand tons
Canada,1994,8600,6250,thousand tons
Switzerland,1994,0,895,thousand tons
Chile,1994,1020,193.5,thousand tons
China,1994,96900,18104,thousand tons
Colombia,1994,250,340.7,thousand tons
Cuba,1994,0,301.2,thousand tons
Czech Republic,1994,5100,468,thousand tons
Germany,1994,29600,11930,thousand tons
Denmark,1994,0,716,thousand tons
Dominican Republic,1994,0.0895,34.86,thousand tons
Algeria,1994,673,80.5,thousand tons
Ecuador,1994,0,52,thousand tons
Egypt,1994,1050,1487,thousand tons
Spain,1994,3770,10430,thousand tons
Estonia,1994,0.895,0,thousand tons
Finland,1994,2800,864,thousand tons
France,1994,11200,7550,thousand tons
United Kingdom,1994,10300,3110,thousand tons
Ghana,1994,0,22.37,thousand tons
Greece,1994,0,973,thousand tons
Guatemala,1994,0.447,148.8,thousand tons
Croatia,1994,0,63.5,thousand tons
Hungary,1994,1470,208.8,thousand tons
Indonesia,1994,0,2552,thousand tons
India,1994,15400,8670,thousand tons
Ireland,1994,0,322,thousand tons
"Iran, Islamic Republic of",1994,1970,3935,thousand tons
Israel,1994,0,250.1,thousand tons
Italy,1994,9550,14390,thousand tons
Jordan,1994,0,26.84,thousand tons
Japan,1994,67800,27400,thousand tons
Kazakhstan,1994,4270,0,thousand tons
Kenya,1994,0,17.9,thousand tons
"Korea, Republic of",1994,22100,16500,thousand tons
Libyan Arab Jamahiriya,1994,0,945,thousand tons
Sri Lanka,1994,0,26.84,thousand tons
Luxembourg,1994,0,2300,thousand tons
Latvia,1994,444,1.788,thousand tons
Morocco,1994,4.47,0,thousand tons
"Moldova, Republic of",1994,0,813,thousand tons
Mexico,1994,4690,9300,thousand tons
"Macedonia, the former Yugoslav Republic of",1994,0.0895,144,thousand tons
Myanmar,1994,0,22.37,thousand tons
Malaysia,1994,0,3264,thousand tons
Netherlands,1994,4930,142.3,thousand tons
Norway,1994,0,607,thousand tons
New Zealand,1994,494,134.1,thousand tons
Pakistan,1994,761,89.5,thousand tons
Peru,1994,257,415.7,thousand tons
Philippines,1994,0,381.5,thousand tons
Poland,1994,6450,2950,thousand tons
"Korea, Democratic Peoples Republic of",1994,1340,0,thousand tons
Portugal,1994,367,607,thousand tons
Paraguay,1994,68.9,0,thousand tons
Qatar,1994,0,653,thousand tons
Romania,1994,2990,1186,thousand tons
Russian Federation,1994,45200,7710,thousand tons
Saudi Arabia,1994,0,2670,thousand tons
Singapore,1994,0,540,thousand tons
El Salvador,1994,0.447,36.2,thousand tons
Slovakia,1994,3080,256,thousand tons
Slovenia,1994,0,464,thousand tons
Sweden,1994,2900,1782,thousand tons
Syrian Arab Republic,1994,0,62.6,thousand tons
Thailand,1994,0,1881,thousand tons
Trinidad and Tobago,1994,0,663,thousand tons
Tunisia,1994,152,52.8,thousand tons
Turkey,1994,4680,8150,thousand tons
Taiwan,1994,8920,6200,thousand tons
Ukraine,1994,27500,881,thousand tons
Uruguay,1994,0,33.96,thousand tons
United States of America,1994,48300,42800,thousand tons
Uzbekistan,1994,102,261.9,thousand tons
Venezuela,1994,0.358,3434,thousand tons
Viet Nam,1994,0,273.7,thousand tons
South Africa,1994,4180,3408,thousand tons
Angola,1994,0,1,thousand tons
Albania,1995,0,4.45,thousand tons
United Arab Emirates,1995,0,80.1,thousand tons
Argentina,1995,1980,2001,thousand tons
Australia,1995,5370,982,thousand tons
Austria,1995,4600,484,thousand tons
Belgium,1995,7930,2430,thousand tons
Bulgaria,1995,1260,536,thousand tons
Bosnia and Herzegovina,1995,47.6,20.9,thousand tons
Belarus,1995,0,1338,thousand tons
Brazil,1995,19700,5120,thousand tons
Canada,1995,8560,6230,thousand tons
Switzerland,1995,0,891,thousand tons
Chile,1995,1010,193.3,thousand tons
China,1995,96400,17999,thousand tons
Colombia,1995,249,338.3,thousand tons
Cuba,1995,0,298.8,thousand tons
Czech Republic,1995,5070,466,thousand tons
Germany,1995,29400,11860,thousand tons
Denmark,1995,0,713,thousand tons
Dominican Republic,1995,0.0891,34.61,thousand tons
Algeria,1995,670,80.1,thousand tons
Ecuador,1995,0,51.7,thousand tons
Egypt,1995,1050,1475,thousand tons
Spain,1995,3750,10380,thousand tons
Estonia,1995,0.891,0,thousand tons
Finland,1995,2790,859,thousand tons
France,1995,11100,7520,thousand tons
United Kingdom,1995,10300,3090,thousand tons
Ghana,1995,0,22.24,thousand tons
Greece,1995,0,969,thousand tons
Guatemala,1995,0.445,148.6,thousand tons
Croatia,1995,0,63.2,thousand tons
Hungary,1995,1460,207.3,thousand tons
Indonesia,1995,0,2539,thousand tons
India,1995,15300,8630,thousand tons
Ireland,1995,0,321,thousand tons
"Iran, Islamic Republic of",1995,1960,3920,thousand tons
Israel,1995,0,248.8,thousand tons
Italy,1995,9510,14320,thousand tons
Jordan,1995,0,26.71,thousand tons
Japan,1995,67500,27260,thousand tons
Kazakhstan,1995,4250,0,thousand tons
Kenya,1995,0,17.77,thousand tons
"Korea, Republic of",1995,22000,16420,thousand tons
Libyan Arab Jamahiriya,1995,0,939,thousand tons
Sri Lanka,1995,0,26.71,thousand tons
Luxembourg,1995,0,2290,thousand tons
Latvia,1995,442,1.781,thousand tons
Morocco,1995,4.45,0,thousand tons
"Moldova, Republic of",1995,0,809,thousand tons
Mexico,1995,4660,9260,thousand tons
"Macedonia, the former Yugoslav Republic of",1995,0.0891,143.3,thousand tons
Myanmar,1995,0,22.24,thousand tons
Malaysia,1995,0,3250,thousand tons
Netherlands,1995,4900,141.6,thousand tons
Norway,1995,0,605,thousand tons
New Zealand,1995,492,133,thousand tons
Pakistan,1995,757,89.1,thousand tons
Peru,1995,255,413.2,thousand tons
Philippines,1995,0,379,thousand tons
Poland,1995,6420,2930,thousand tons
"Korea, Democratic Peoples Republic of",1995,1340,0,thousand tons
Portugal,1995,365,604,thousand tons
Paraguay,1995,68.6,0,thousand tons
Qatar,1995,0,649,thousand tons
Romania,1995,2980,1180,thousand tons
Russian Federation,1995,45000,7660,thousand tons
Saudi Arabia,1995,0,2657,thousand tons
Singapore,1995,0,537,thousand tons
El Salvador,1995,0.445,36.06,thousand tons
Slovakia,1995,3070,255,thousand tons
Slovenia,1995,0,462,thousand tons
Sweden,1995,2880,1774,thousand tons
Syrian Arab Republic,1995,0,62.4,thousand tons
Thailand,1995,0,1869,thousand tons
Trinidad and Tobago,1995,0,659,thousand tons
Tunisia,1995,151,52.5,thousand tons
Turkey,1995,4660,8100,thousand tons
Taiwan,1995,8880,6170,thousand tons
Ukraine,1995,27400,877,thousand tons
Uruguay,1995,0,33.82,thousand tons
United States of America,1995,48100,42700,thousand tons
Uzbekistan,1995,102,260.6,thousand tons
Venezuela,1995,0.356,3420,thousand tons
Viet Nam,1995,0,272.4,thousand tons
South Africa,1995,4160,3393,thousand tons
Angola,1995,0,1,thousand tons
Albania,1996,0,4.44,thousand tons
United Arab Emirates,1996,0,80,thousand tons
Argentina,1996,1980,2000,thousand tons
Australia,1996,5360,980,thousand tons
Austria,1996,4590,484,thousand tons
Belgium,1996,7920,2430,thousand tons
Bulgaria,1996,1260,536,thousand tons
Bosnia and Herzegovina,1996,47.6,20.89,thousand tons
Belarus,1996,0,1335,thousand tons
Brazil,1996,19700,5110,thousand tons
Canada,1996,8550,6210,thousand tons
Switzerland,1996,0,889,thousand tons
Chile,1996,1010,192.2,thousand tons
China,1996,96300,17998,thousand tons
Colombia,1996,249,338.2,thousand tons
Cuba,1996,0,298.7,thousand tons
Czech Republic,1996,5060,465,thousand tons
Germany,1996,29400,11850,thousand tons
Denmark,1996,0,712,thousand tons
Dominican Republic,1996,0.0889,34.6,thousand tons
Algeria,1996,669,80,thousand tons
Ecuador,1996,0,51.6,thousand tons
Egypt,1996,1050,1474,thousand tons
Spain,1996,3750,10370,thousand tons
Estonia,1996,0.889,0,thousand tons
Finland,1996,2780,859,thousand tons
France,1996,11100,7500,thousand tons
United Kingdom,1996,10300,3090,thousand tons
Ghana,1996,0,22.24,thousand tons
Greece,1996,0,968,thousand tons
Guatemala,1996,0.445,148.5,thousand tons
Croatia,1996,0,63.1,thousand tons
Hungary,1996,1460,207.2,thousand tons
Indonesia,1996,0,2528,thousand tons
India,1996,15300,8620,thousand tons
Ireland,1996,0,320,thousand tons
"Iran, Islamic Republic of",1996,1960,3909,thousand tons
Israel,1996,0,248.8,thousand tons
Italy,1996,9490,14300,thousand tons
Jordan,1996,0,26.7,thousand tons
Japan,1996,67400,27240,thousand tons
Kazakhstan,1996,4240,0,thousand tons
Kenya,1996,0,17.77,thousand tons
"Korea, Republic of",1996,21900,16400,thousand tons
Libyan Arab Jamahiriya,1996,0,938,thousand tons
Sri Lanka,1996,0,26.7,thousand tons
Luxembourg,1996,0,2290,thousand tons
Latvia,1996,441,1.779,thousand tons
Morocco,1996,4.45,0,thousand tons
"Moldova, Republic of",1996,0,807,thousand tons
Mexico,1996,4660,9250,thousand tons
"Macedonia, the former Yugoslav Republic of",1996,0.0889,143.1,thousand tons
Myanmar,1996,0,22.24,thousand tons
Malaysia,1996,0,3249,thousand tons
Netherlands,1996,4900,141.4,thousand tons
Norway,1996,0,604,thousand tons
New Zealand,1996,491,132.9,thousand tons
Pakistan,1996,756,88.9,thousand tons
Peru,1996,255,413.1,thousand tons
Philippines,1996,0,378.9,thousand tons
Poland,1996,6410,2930,thousand tons
"Korea, Democratic Peoples Republic of",1996,1330,0,thousand tons
Portugal,1996,365,603,thousand tons
Paraguay,1996,68.5,0,thousand tons
Qatar,1996,0,649,thousand tons
Romania,1996,2980,1179,thousand tons
Russian Federation,1996,44900,7660,thousand tons
Saudi Arabia,1996,0,2646,thousand tons
Singapore,1996,0,537,thousand tons
El Salvador,1996,0.445,36.04,thousand tons
Slovakia,1996,3070,254,thousand tons
Slovenia,1996,0,461,thousand tons
Sweden,1996,2880,1771,thousand tons
Syrian Arab Republic,1996,0,62.2,thousand tons
Thailand,1996,0,1868,thousand tons
Trinidad and Tobago,1996,0,659,thousand tons
Tunisia,1996,151,52.5,thousand tons
Turkey,1996,4650,8090,thousand tons
Taiwan,1996,8870,6160,thousand tons
Ukraine,1996,27400,876,thousand tons
Uruguay,1996,0,33.81,thousand tons
United States of America,1996,48000,42500,thousand tons
Uzbekistan,1996,101,260.5,thousand tons
Venezuela,1996,0.356,3408,thousand tons
Viet Nam,1996,0,272.3,thousand tons
South Africa,1996,4160,3382,thousand tons
Angola,1996,0,1,thousand tons
Albania,1997,0,4.71,thousand tons
United Arab Emirates,1997,0,84.7,thousand tons
Argentina,1997,2090,2118,thousand tons
Australia,1997,5670,1037,thousand tons
Austria,1997,4860,511,thousand tons
Belgium,1997,8390,2570,thousand tons
Bulgaria,1997,1340,566,thousand tons
Bosnia and Herzegovina,1997,50.4,22.08,thousand tons
Belarus,1997,0,1413,thousand tons
Brazil,1997,20800,5410,thousand tons
Canada,1997,9040,6570,thousand tons
Switzerland,1997,0,941,thousand tons
Chile,1997,1070,203.9,thousand tons
China,1997,102000,19051,thousand tons
Colombia,1997,263,357.9,thousand tons
Cuba,1997,0,315.9,thousand tons
Czech Republic,1997,5360,493,thousand tons
Germany,1997,31100,12540,thousand tons
Denmark,1997,0,754,thousand tons
Dominican Republic,1997,0.0941,36.59,thousand tons
Algeria,1997,708,84.7,thousand tons
Ecuador,1997,0,54.6,thousand tons
Egypt,1997,1110,1565,thousand tons
Spain,1997,3970,10970,thousand tons
Estonia,1997,0.941,0,thousand tons
Finland,1997,2950,909,thousand tons
France,1997,11800,7950,thousand tons
United Kingdom,1997,10900,3270,thousand tons
Ghana,1997,0,23.55,thousand tons
Greece,1997,0,1024,thousand tons
Guatemala,1997,0.471,156.6,thousand tons
Croatia,1997,0,66.8,thousand tons
Hungary,1997,1540,219.5,thousand tons
Indonesia,1997,0,2683,thousand tons
India,1997,16200,9120,thousand tons
Ireland,1997,0,339,thousand tons
"Iran, Islamic Republic of",1997,2070,4144,thousand tons
Israel,1997,0,263.2,thousand tons
Italy,1997,10000,15140,thousand tons
Jordan,1997,0,28.28,thousand tons
Japan,1997,71300,28900,thousand tons
Kazakhstan,1997,4490,0,thousand tons
Kenya,1997,0,18.82,thousand tons
"Korea, Republic of",1997,23200,17360,thousand tons
Libyan Arab Jamahiriya,1997,0,993,thousand tons
Sri Lanka,1997,0,28.28,thousand tons
Luxembourg,1997,0,2420,thousand tons
Latvia,1997,467,1.878,thousand tons
Morocco,1997,4.71,0,thousand tons
"Moldova, Republic of",1997,0,854,thousand tons
Mexico,1997,4930,9790,thousand tons
"Macedonia, the former Yugoslav Republic of",1997,0.0941,151.5,thousand tons
Myanmar,1997,0,23.55,thousand tons
Malaysia,1997,0,3434,thousand tons
Netherlands,1997,5180,149.6,thousand tons
Norway,1997,0,639,thousand tons
New Zealand,1997,520,140.8,thousand tons
Pakistan,1997,800,94.1,thousand tons
Peru,1997,270,437,thousand tons
Philippines,1997,0,401.2,thousand tons
Poland,1997,6780,3090,thousand tons
"Korea, Democratic Peoples Republic of",1997,1410,0,thousand tons
Portugal,1997,386,638,thousand tons
Paraguay,1997,72.5,0,thousand tons
Qatar,1997,0,686,thousand tons
Romania,1997,3150,1248,thousand tons
Russian Federation,1997,47600,8100,thousand tons
Saudi Arabia,1997,0,2803,thousand tons
Singapore,1997,0,567,thousand tons
El Salvador,1997,0.471,38.15,thousand tons
Slovakia,1997,3240,269,thousand tons
Slovenia,1997,0,489,thousand tons
Sweden,1997,3040,1875,thousand tons
Syrian Arab Republic,1997,0,65.9,thousand tons
Thailand,1997,0,1974,thousand tons
Trinidad and Tobago,1997,0,697,thousand tons
Tunisia,1997,160,55.5,thousand tons
Turkey,1997,4920,8560,thousand tons
Taiwan,1997,9390,6510,thousand tons
Ukraine,1997,29000,927,thousand tons
Uruguay,1997,0,35.78,thousand tons
United States of America,1997,50800,45100,thousand tons
Uzbekistan,1997,107,276.2,thousand tons
Venezuela,1997,0.376,3606,thousand tons
Viet Nam,1997,0,288.1,thousand tons
South Africa,1997,4400,3580,thousand tons
Angola,1997,0,1,thousand tons
Albania,1998,0,4.57,thousand tons
United Arab Emirates,1998,0,82.4,thousand tons
Argentina,1998,2040,2054,thousand tons
Australia,1998,5520,1009,thousand tons
Austria,1998,4730,497,thousand tons
Belgium,1998,8150,2500,thousand tons
Bulgaria,1998,1300,550,thousand tons
Bosnia and Herzegovina,1998,49,21.48,thousand tons
Belarus,1998,0,1375,thousand tons
Brazil,1998,20200,5260,thousand tons
Canada,1998,8790,6400,thousand tons
Switzerland,1998,0,916,thousand tons
Chile,1998,1040,198.6,thousand tons
China,1998,99100,18524,thousand tons
Colombia,1998,256,348.6,thousand tons
Cuba,1998,0,307.8,thousand tons
Czech Republic,1998,5210,479,thousand tons
Germany,1998,30300,12200,thousand tons
Denmark,1998,0,734,thousand tons
Dominican Republic,1998,0.0915,35.64,thousand tons
Algeria,1998,688,82.4,thousand tons
Ecuador,1998,0,53,thousand tons
Egypt,1998,1080,1515,thousand tons
Spain,1998,3860,10670,thousand tons
Estonia,1998,0.915,0,thousand tons
Finland,1998,2870,884,thousand tons
France,1998,11500,7730,thousand tons
United Kingdom,1998,10600,3180,thousand tons
Ghana,1998,0,22.89,thousand tons
Greece,1998,0,996,thousand tons
Guatemala,1998,0.458,152.6,thousand tons
Croatia,1998,0,65,thousand tons
Hungary,1998,1500,212.8,thousand tons
Indonesia,1998,0,2606,thousand tons
India,1998,15800,8870,thousand tons
Ireland,1998,0,330,thousand tons
"Iran, Islamic Republic of",1998,2010,4026,thousand tons
Israel,1998,0,256.5,thousand tons
Italy,1998,9770,14720,thousand tons
Jordan,1998,0,27.49,thousand tons
Japan,1998,69400,28020,thousand tons
Kazakhstan,1998,4360,0,thousand tons
Kenya,1998,0,18.29,thousand tons
"Korea, Republic of",1998,22600,16880,thousand tons
Libyan Arab Jamahiriya,1998,0,966,thousand tons
Sri Lanka,1998,0,27.49,thousand tons
Luxembourg,1998,0,2360,thousand tons
Latvia,1998,454,1.835,thousand tons
Morocco,1998,4.58,0,thousand tons
"Moldova, Republic of",1998,0,831,thousand tons
Mexico,1998,4790,9510,thousand tons
"Macedonia, the former Yugoslav Republic of",1998,0.0915,147.1,thousand tons
Myanmar,1998,0,22.89,thousand tons
Malaysia,1998,0,3342,thousand tons
Netherlands,1998,5040,145.5,thousand tons
Norway,1998,0,621,thousand tons
New Zealand,1998,506,136.9,thousand tons
Pakistan,1998,778,91.6,thousand tons
Peru,1998,262,425,thousand tons
Philippines,1998,0,389.6,thousand tons
Poland,1998,6600,3010,thousand tons
"Korea, Democratic Peoples Republic of",1998,1370,0,thousand tons
Portugal,1998,375,620,thousand tons
Paraguay,1998,70.5,0,thousand tons
Qatar,1998,0,667,thousand tons
Romania,1998,3060,1213,thousand tons
Russian Federation,1998,46200,7880,thousand tons
Saudi Arabia,1998,0,2725,thousand tons
Singapore,1998,0,551,thousand tons
El Salvador,1998,0.458,37.1,thousand tons
Slovakia,1998,3150,262,thousand tons
Slovenia,1998,0,475,thousand tons
Sweden,1998,2960,1822,thousand tons
Syrian Arab Republic,1998,0,64.1,thousand tons
Thailand,1998,0,1921,thousand tons
Trinidad and Tobago,1998,0,678,thousand tons
Tunisia,1998,156,54,thousand tons
Turkey,1998,4790,8320,thousand tons
Taiwan,1998,9130,6340,thousand tons
Ukraine,1998,28200,901,thousand tons
Uruguay,1998,0,34.75,thousand tons
United States of America,1998,49400,43700,thousand tons
Uzbekistan,1998,104,268.4,thousand tons
Venezuela,1998,0.366,3512,thousand tons
Viet Nam,1998,0,280.2,thousand tons
South Africa,1998,4280,3486,thousand tons
Angola,1998,0,1,thousand tons
Albania,1999,0,4.65,thousand tons
United Arab Emirates,1999,0,83.7,thousand tons
Argentina,1999,2070,2092,thousand tons
Australia,1999,5600,1025,thousand tons
Austria,1999,4800,505,thousand tons
Belgium,1999,8280,2530,thousand tons
Bulgaria,1999,1320,559,thousand tons
Bosnia and Herzegovina,1999,49.7,21.89,thousand tons
Belarus,1999,0,1396,thousand tons
Brazil,1999,20600,5340,thousand tons
Canada,1999,8930,6490,thousand tons
Switzerland,1999,0,929,thousand tons
Chile,1999,1060,201.3,thousand tons
China,1999,101000,18739,thousand tons
Colombia,1999,260,353.8,thousand tons
Cuba,1999,0,311.9,thousand tons
Czech Republic,1999,5290,486,thousand tons
Germany,1999,30700,12380,thousand tons
Denmark,1999,0,745,thousand tons
Dominican Republic,1999,0.0929,36.18,thousand tons
Algeria,1999,699,83.7,thousand tons
Ecuador,1999,0,53.9,thousand tons
Egypt,1999,1090,1540,thousand tons
Spain,1999,3920,10840,thousand tons
Estonia,1999,0.929,0,thousand tons
Finland,1999,2910,897,thousand tons
France,1999,11600,7840,thousand tons
United Kingdom,1999,10700,3220,thousand tons
Ghana,1999,0,23.28,thousand tons
Greece,1999,0,1011,thousand tons
Guatemala,1999,0.465,155.1,thousand tons
Croatia,1999,0,66,thousand tons
Hungary,1999,1520,216.3,thousand tons
Indonesia,1999,0,2645,thousand tons
India,1999,16000,9000,thousand tons
Ireland,1999,0,334,thousand tons
"Iran, Islamic Republic of",1999,2050,4091,thousand tons
Israel,1999,0,260.5,thousand tons
Italy,1999,9920,14950,thousand tons
Jordan,1999,0,27.89,thousand tons
Japan,1999,70400,28470,thousand tons
Kazakhstan,1999,4430,0,thousand tons
Kenya,1999,0,18.56,thousand tons
"Korea, Republic of",1999,22900,17140,thousand tons
Libyan Arab Jamahiriya,1999,0,980,thousand tons
Sri Lanka,1999,0,27.89,thousand tons
Luxembourg,1999,0,2390,thousand tons
Latvia,1999,461,1.858,thousand tons
Morocco,1999,4.65,0,thousand tons
"Moldova, Republic of",1999,0,844,thousand tons
Mexico,1999,4870,9660,thousand tons
"Macedonia, the former Yugoslav Republic of",1999,0.0929,149.9,thousand tons
Myanmar,1999,0,23.28,thousand tons
Malaysia,1999,0,3394,thousand tons
Netherlands,1999,5120,147.8,thousand tons
Norway,1999,0,631,thousand tons
New Zealand,1999,513,139.4,thousand tons
Pakistan,1999,790,92.9,thousand tons
Peru,1999,267,432,thousand tons
Philippines,1999,0,396,thousand tons
Poland,1999,6700,3060,thousand tons
"Korea, Democratic Peoples Republic of",1999,1390,0,thousand tons
Portugal,1999,381,630,thousand tons
Paraguay,1999,71.6,0,thousand tons
Qatar,1999,0,678,thousand tons
Romania,1999,3110,1232,thousand tons
Russian Federation,1999,47000,8000,thousand tons
Saudi Arabia,1999,0,2775,thousand tons
Singapore,1999,0,560,thousand tons
El Salvador,1999,0.465,37.63,thousand tons
Slovakia,1999,3200,266,thousand tons
Slovenia,1999,0,482,thousand tons
Sweden,1999,3010,1855,thousand tons
Syrian Arab Republic,1999,0,65,thousand tons
Thailand,1999,0,1948,thousand tons
Trinidad and Tobago,1999,0,688,thousand tons
Tunisia,1999,158,54.9,thousand tons
Turkey,1999,4860,8460,thousand tons
Taiwan,1999,9270,6430,thousand tons
Ukraine,1999,28600,915,thousand tons
Uruguay,1999,0,35.28,thousand tons
United States of America,1999,50200,44500,thousand tons
Uzbekistan,1999,106,272.4,thousand tons
Venezuela,1999,0.372,3565,thousand tons
Viet Nam,1999,0,284.3,thousand tons
South Africa,1999,4340,3539,thousand tons
Angola,1999,0,1,thousand tons
Albania,2000,0,5,thousand tons
United Arab Emirates,2000,0,90,thousand tons
Argentina,2000,2220,2250,thousand tons
Australia,2000,6030,1103,thousand tons
Austria,2000,5160,543,thousand tons
Azerbaijan,2000,0,0,thousand tons
Belgium,2000,8910,2730,thousand tons
Bangladesh,2000,0,0,thousand tons
Bulgaria,2000,1420,602,thousand tons
Bosnia and Herzegovina,2000,53.5,23.52,thousand tons
Belarus,2000,0,1501,thousand tons
Brazil,2000,22100,5750,thousand tons
Canada,2000,9610,6990,thousand tons
Switzerland,2000,0,1000,thousand tons
Chile,2000,1140,217,thousand tons
China,2000,108000,20210,thousand tons
Colombia,2000,280,380.3,thousand tons
Cuba,2000,0,336.7,thousand tons
Czech Republic,2000,5690,523,thousand tons
Germany,2000,33100,13320,thousand tons
Denmark,2000,0,801,thousand tons
Dominican Republic,2000,0.1,38.94,thousand tons
Algeria,2000,752,90,thousand tons
Ecuador,2000,0,58.5,thousand tons
Egypt,2000,1180,1658,thousand tons
Spain,2000,4220,11660,thousand tons
Estonia,2000,1,0,thousand tons
Finland,2000,3130,965,thousand tons
France,2000,12500,8440,thousand tons
United Kingdom,2000,11600,3470,thousand tons
Ghana,2000,0,25,thousand tons
Greece,2000,0,1088,thousand tons
Guatemala,2000,0.5,167,thousand tons
Croatia,2000,0,71,thousand tons
Hungary,2000,1640,233,thousand tons
Indonesia,2000,0,2844,thousand tons
India,2000,17200,9690,thousand tons
Ireland,2000,0,360,thousand tons
"Iran, Islamic Republic of",2000,2200,4400,thousand tons
Israel,2000,0,280.2,thousand tons
Italy,2000,10700,16090,thousand tons
Jordan,2000,0,30,thousand tons
Japan,2000,75800,30600,thousand tons
Kazakhstan,2000,4770,0,thousand tons
Kenya,2000,0,20,thousand tons
"Korea, Republic of",2000,24700,18440,thousand tons
Libyan Arab Jamahiriya,2000,0,1055,thousand tons
Sri Lanka,2000,0,30,thousand tons
Luxembourg,2000,0,2570,thousand tons
Latvia,2000,496,2,thousand tons
Morocco,2000,5,0,thousand tons
"Moldova, Republic of",2000,0,909,thousand tons
Mexico,2000,5240,10390,thousand tons
"Macedonia, the former Yugoslav Republic of",2000,0.1,160.5,thousand tons
Myanmar,2000,0,25,thousand tons
Montenegro,2000,0,0,thousand tons
Malaysia,2000,0,3646,thousand tons
Nigeria,2000,0,0,thousand tons
Netherlands,2000,5510,159,thousand tons
Norway,2000,0,679,thousand tons
New Zealand,2000,552,149.9,thousand tons
Oman,2000,0,0,thousand tons
Pakistan,2000,850,100,thousand tons
Peru,2000,287,464,thousand tons
Philippines,2000,0,426,thousand tons
Poland,2000,7210,3290,thousand tons
"Korea, Democratic Peoples Republic of",2000,1500,0,thousand tons
Portugal,2000,410,678,thousand tons
Paraguay,2000,77,0,thousand tons
Qatar,2000,0,729,thousand tons
Romania,2000,3350,1325,thousand tons
Russian Federation,2000,50500,8610,thousand tons
Saudi Arabia,2000,0,2985,thousand tons
Singapore,2000,0,603,thousand tons
El Salvador,2000,0.5,40.52,thousand tons
Serbia,2000,0,0,thousand tons
Slovakia,2000,3450,286,thousand tons
Slovenia,2000,0,519,thousand tons
Sweden,2000,3240,1996,thousand tons
Syrian Arab Republic,2000,0,70,thousand tons
Thailand,2000,0,2104,thousand tons
Trinidad and Tobago,2000,0,742,thousand tons
Tunisia,2000,170,59,thousand tons
Turkey,2000,5230,9100,thousand tons
Taiwan,2000,9970,6920,thousand tons
Ukraine,2000,30800,985,thousand tons
Uruguay,2000,0,38.14,thousand tons
United States of America,2000,54000,47900,thousand tons
Uzbekistan,2000,114,293.3,thousand tons
Venezuela,2000,0.4,3830,thousand tons
Viet Nam,2000,0,306.4,thousand tons
South Africa,2000,4680,3803,thousand tons
Angola,2000,0,1,thousand tons
Albania,2001,0,80,thousand tons
United Arab Emirates,2001,0,90,thousand tons
Argentina,2001,2030,2078,thousand tons
Australia,2001,5770,1259,thousand tons
Austria,2001,5320,546,thousand tons
Azerbaijan,2001,0,80,thousand tons
Belgium,2001,8020,2740,thousand tons
Bangladesh,2001,0,0,thousand tons
Bulgaria,2001,1270,703,thousand tons
Bosnia and Herzegovina,2001,59.2,24.84,thousand tons
Belarus,2001,0,1486,thousand tons
Brazil,2001,21300,5410,thousand tons
Canada,2001,8840,6440,thousand tons
Switzerland,2001,0,1000,thousand tons
Chile,2001,1000,245.9,thousand tons
China,2001,128000,24000,thousand tons
Colombia,2001,332,305.4,thousand tons
Cuba,2001,0,269.8,thousand tons
Czech Republic,2001,5740,573,thousand tons
Germany,2001,31700,13150,thousand tons
Denmark,2001,0,751,thousand tons
Dominican Republic,2001,0,0,thousand tons
Algeria,2001,847,100,thousand tons
Ecuador,2001,0.3,59.7,thousand tons
Egypt,2001,1150,2646,thousand tons
Spain,2001,4220,12280,thousand tons
Estonia,2001,1,0,thousand tons
Finland,2001,3080,859,thousand tons
France,2001,11100,8230,thousand tons
United Kingdom,2001,10300,3130,thousand tons
Ghana,2001,0,25,thousand tons
Greece,2001,0,1281,thousand tons
Guatemala,2001,0.2,201.4,thousand tons
Croatia,2001,0,58,thousand tons
Hungary,2001,1500,457,thousand tons
Indonesia,2001,0,2777,thousand tons
India,2001,17300,9960,thousand tons
Ireland,2001,0,150,thousand tons
"Iran, Islamic Republic of",2001,2150,4760,thousand tons
Israel,2001,0,280.2,thousand tons
Italy,2001,10000,16540,thousand tons
Jordan,2001,0,30,thousand tons
Japan,2001,74400,28450,thousand tons
Kazakhstan,2001,4660,0,thousand tons
Kenya,2001,0,20,thousand tons
