# File: A44.dens_region_flsp.csv
# Title: Population density per GCAM region and period
# Units: pop/km2
# Source: World Bank Statistics
# Column types: cin
# ----------
region,year,tot_dens
Africa_Eastern,2091,116
Africa_Northern,2091,42
Africa_Southern,2091,70
Africa_Western,2091,113
Argentina,2091,18
Australia_NZ,2091,6
Brazil,2091,24
Canada,2091,6
Central America and Caribbean,2091,147
Central Asia,2091,16
China,2091,95
Colombia,2091,54
EU-12,2091,70
EU-15,2091,84
Europe_Eastern,2091,52
Europe_Non_EU,2091,109
European Free Trade Association,2091,41
India,2091,536
Indonesia,2091,133
Japan,2091,215
Mexico,2091,76
Middle East,2091,83
Pakistan,2091,397
Russia,2091,8
South Africa,2091,53
South America_Northern,2091,31
South America_Southern,2091,25
South Asia,2091,337
South Korea,2091,335
Southeast Asia,2091,146
Taiwan,2091,673
USA,2091,50
Africa_Eastern,2092,116
Africa_Northern,2092,42
Africa_Southern,2092,70
Africa_Western,2092,113
Argentina,2092,18
Australia_NZ,2092,6
Brazil,2092,24
Canada,2092,6
Central America and Caribbean,2092,146
Central Asia,2092,16
China,2092,94
Colombia,2092,53
EU-12,2092,70
EU-15,2092,84
Europe_Eastern,2092,52
Europe_Non_EU,2092,108
European Free Trade Association,2092,41
India,2092,534
Indonesia,2092,132
Japan,2092,213
Mexico,2092,76
Middle East,2092,82
Pakistan,2092,397
Russia,2092,8
South Africa,2092,52
South America_Northern,2092,31
South America_Southern,2092,25
South Asia,2092,336
South Korea,2092,332
Southeast Asia,2092,145
Taiwan,2092,673
USA,2092,50
Africa_Eastern,2093,116
Africa_Northern,2093,42
Africa_Southern,2093,71
Africa_Western,2093,113
Argentina,2093,18
Australia_NZ,2093,6
Brazil,2093,23
Canada,2093,6
Central America and Caribbean,2093,146
Central Asia,2093,16
China,2093,93
Colombia,2093,53
EU-12,2093,69
EU-15,2093,84
Europe_Eastern,2093,52
Europe_Non_EU,2093,108
European Free Trade Association,2093,41
India,2093,531
Indonesia,2093,131
Japan,2093,212
Mexico,2093,76
Middle East,2093,82
Pakistan,2093,397
Russia,2093,8
South Africa,2093,52
South America_Northern,2093,31
South America_Southern,2093,24
South Asia,2093,336
South Korea,2093,329
Southeast Asia,2093,145
Taiwan,2093,673
USA,2093,50
Africa_Eastern,2094,116
Africa_Northern,2094,42
Africa_Southern,2094,71
Africa_Western,2094,114
Argentina,2094,18
Australia_NZ,2094,6
Brazil,2094,23
Canada,2094,6
Central America and Caribbean,2094,146
Central Asia,2094,16
China,2094,92
Colombia,2094,53
EU-12,2094,69
EU-15,2094,84
Europe_Eastern,2094,51
Europe_Non_EU,2094,107
European Free Trade Association,2094,41
India,2094,528
Indonesia,2094,130
Japan,2094,210
Mexico,2094,76
Middle East,2094,82
Pakistan,2094,397
Russia,2094,8
South Africa,2094,52
South America_Northern,2094,30
South America_Southern,2094,24
South Asia,2094,335
South Korea,2094,326
Southeast Asia,2094,144
Taiwan,2094,673
USA,2094,50
Africa_Eastern,2096,117
Africa_Northern,2096,42
Africa_Southern,2096,71
Africa_Western,2096,114
Argentina,2096,17
Australia_NZ,2096,6
Brazil,2096,23
Canada,2096,6
Central America and Caribbean,2096,145
Central Asia,2096,16
China,2096,90
Colombia,2096,53
EU-12,2096,68
EU-15,2096,83
Europe_Eastern,2096,51
Europe_Non_EU,2096,107
European Free Trade Association,2096,41
India,2096,523
Indonesia,2096,129
Japan,2096,206
Mexico,2096,76
Middle East,2096,82
Pakistan,2096,396
Russia,2096,8
South Africa,2096,52
South America_Northern,2096,30
South America_Southern,2096,24
South Asia,2096,334
South Korea,2096,321
Southeast Asia,2096,143
Taiwan,2096,673
USA,2096,50
Africa_Eastern,2097,117
Africa_Northern,2097,42
Africa_Southern,2097,71
Africa_Western,2097,115
Argentina,2097,17
Australia_NZ,2097,6
Brazil,2097,23
Canada,2097,6
Central America and Caribbean,2097,144
Central Asia,2097,16
China,2097,89
Colombia,2097,53
EU-12,2097,68
EU-15,2097,83
Europe_Eastern,2097,50
Europe_Non_EU,2097,106
European Free Trade Association,2097,41
India,2097,521
Indonesia,2097,128
Japan,2097,204
Mexico,2097,76
Middle East,2097,82
Pakistan,2097,396
Russia,2097,8
South Africa,2097,51
South America_Northern,2097,30
South America_Southern,2097,24
South Asia,2097,333
South Korea,2097,318
Southeast Asia,2097,142
Taiwan,2097,673
USA,2097,50
Africa_Eastern,2098,117
Africa_Northern,2098,42
Africa_Southern,2098,71
Africa_Western,2098,115
Argentina,2098,17
Australia_NZ,2098,6
Brazil,2098,23
Canada,2098,6
Central America and Caribbean,2098,144
Central Asia,2098,16
China,2098,88
Colombia,2098,52
EU-12,2098,68
EU-15,2098,83
Europe_Eastern,2098,50
Europe_Non_EU,2098,106
European Free Trade Association,2098,41
India,2098,518
Indonesia,2098,127
Japan,2098,203
Mexico,2098,75
Middle East,2098,82
Pakistan,2098,395
Russia,2098,8
South Africa,2098,51
South America_Northern,2098,30
South America_Southern,2098,24
South Asia,2098,333
South Korea,2098,315
Southeast Asia,2098,142
Taiwan,2098,673
USA,2098,50
Africa_Eastern,2099,117
Africa_Northern,2099,41
Africa_Southern,2099,72
Africa_Western,2099,115
Argentina,2099,17
Australia_NZ,2099,6
Brazil,2099,23
Canada,2099,6
Central America and Caribbean,2099,144
Central Asia,2099,16
China,2099,87
Colombia,2099,52
EU-12,2099,67
EU-15,2099,83
Europe_Eastern,2099,50
Europe_Non_EU,2099,105
European Free Trade Association,2099,41
India,2099,515
Indonesia,2099,126
Japan,2099,201
Mexico,2099,75
Middle East,2099,82
Pakistan,2099,395
Russia,2099,8
South Africa,2099,51
South America_Northern,2099,30
South America_Southern,2099,24
South Asia,2099,332
South Korea,2099,312
Southeast Asia,2099,141
Taiwan,2099,673
USA,2099,50
Africa_Eastern,2100,117
Africa_Northern,2100,41
Africa_Southern,2100,72
Africa_Western,2100,115
Argentina,2100,17
Australia_NZ,2100,6
Brazil,2100,23
Canada,2100,6
Central America and Caribbean,2100,144
Central Asia,2100,16
China,2100,87
Colombia,2100,52
EU-12,2100,67
EU-15,2100,83
Europe_Eastern,2100,50
Europe_Non_EU,2100,105
European Free Trade Association,2100,41
India,2100,515
Indonesia,2100,126
Japan,2100,201
Mexico,2100,75
Middle East,2100,82
Pakistan,2100,395
Russia,2100,8
South Africa,2100,51
South America_Northern,2100,30
South America_Southern,2100,24
South Asia,2100,332
South Korea,2100,312
Southeast Asia,2100,141
Taiwan,2100,673
USA,2100,50
