# File:IMF_GDP_growth.csv
# Title: GDP growth rate projections
# Units: Percent
# Description: GDP real growth by country 1980-2024
# Source: http://www.imf.org/external/pubs/ft/weo/2015/02/weodata/index.aspx, accessed 08/09/2019
# Column types: iccccccccccccccccccccccccccccccccccccccccccccccccccci 
# ----------
WEO Country Code,ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
366,SUR,Suriname,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-6.5,1.9,-6.3,-5.1,-3,-0.9,-2.4,-8.8,10.8,2.3,-1.5,-13.799,3.9,-2.2,-7,11.3,11.2,7,2.2,-0.9,-0.1,4.902,3.747,6.19,7.305,4.919,5.767,5.099,4.149,3.017,5.163,5.847,2.697,2.931,0.254,-3.414,-5.56,1.691,2,2.2,2.5,2.1,2.5,3,3,2017
144,SWE,Sweden,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.555,4.54,1.426,2.058,4.295,2.272,2.927,3.266,2.46,2.463,0.8,-1.027,-0.975,-1.846,4.088,4.02,1.519,2.912,4.241,4.487,4.746,1.573,2.075,2.36,4.311,2.817,4.7,3.408,-0.557,-5.196,5.992,2.679,-0.299,1.238,2.602,4.457,2.684,2.105,2.342,1.17,1.777,1.869,2.017,2.015,2.022,2018
146,CHE,Switzerland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.11,1.602,-1.302,0.603,3.099,3.65,1.858,1.582,3.311,4.392,3.566,-0.816,-0.168,-0.124,1.324,0.536,0.533,2.326,2.933,1.65,4.077,1.285,0.186,0.071,2.622,3.163,4.076,4.107,2.111,-2.228,2.869,1.837,1.006,1.881,2.484,1.267,1.587,1.676,2.531,1.058,1.549,1.6,1.6,1.6,1.6,2017
463,SYR,Syria,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.493,8.463,2.583,1.605,-6.498,7.296,-4.757,1.251,12.721,-6.067,10.358,10.727,13.246,7.409,5.534,5.423,2.966,-1.09,5.554,-3.121,2.295,3.68,5.897,-2.037,6.903,6.215,5.046,5.675,4.477,5.912,3.44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
528,TWN,Taiwan Province of China,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",8.039,7.108,4.798,9.044,10.048,4.807,11.516,12.703,8.018,8.749,5.646,8.359,8.293,6.802,7.494,6.501,6.175,6.113,4.211,6.717,6.421,-1.26,5.575,4.121,6.506,5.416,5.623,6.517,0.704,-1.567,10.631,3.805,2.064,2.202,4.021,0.806,1.512,3.079,2.63,2.505,2.523,2.427,2.28,2.238,2.119,2018
923,TJK,Tajikistan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.099,-21.401,-12.498,-4.368,1.7,5.3,3.699,8.3,10.2,9.1,10.2,10.6,6.7,7,7.8,7.9,3.9,6.5,7.4,7.5,7.4,6.7,6,6.9,7.1,7,5,4.5,4.5,4.5,4,4,2017
738,TZA,Tanzania,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.266,0.5,0.6,2.4,3.4,4.6,6.6,5.9,4.4,3.8,7.045,2.072,0.584,1.206,1.567,3.571,4.544,3.525,3.708,4.84,4.934,0.85,7.019,8.777,8.533,7.947,4.661,8.464,5.567,5.382,6.359,7.905,5.141,6.784,6.729,6.165,6.867,6.783,6.585,3.996,4.209,4.323,4.878,4.873,4.889,2017
578,THA,Thailand,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.601,5.91,5.353,5.581,5.76,4.643,5.534,9.519,13.288,12.194,11.623,8.403,9.23,8.675,7.997,8.12,5.652,-2.754,-7.634,4.572,4.456,3.444,6.149,7.189,6.289,4.188,4.968,5.435,1.726,-0.691,7.514,0.84,7.243,2.687,0.984,3.134,3.356,4.024,4.129,3.471,3.546,3.495,3.495,3.556,3.649,2017
537,TLS,Timor-Leste,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.349,-6.707,-2.183,0.406,2.975,-4.677,9.825,11.425,9.917,8.478,7.674,5.547,2.49,4.146,3.955,5.321,-4.6,0.8,5,4.8,4.8,4.8,4.8,4.8,2016
742,TGO,Togo,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.285,-3.419,-3.708,-5.156,5.881,3.717,3.26,-2.484,10.124,4.1,5.897,-0.59,-3.207,-16.319,13.93,19.691,-3.871,3.803,-2.263,2.536,-0.968,0.823,3.827,6.72,-0.979,-4.666,2.65,-1.175,4.062,5.538,6.099,6.398,6.544,6.112,5.921,5.743,5.559,4.4,4.748,5.049,5.3,5.4,5.4,5.4,5.4,2016
866,TON,Tonga,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",15.8,14,12.8,5.8,44.1,5.6,8.8,1.7,-3.5,1.1,4.7,5.9,-3.8,-0.1,1.979,4.487,0.001,-3.165,3.474,2.349,1.059,3.165,2.27,0.971,1.201,0.382,-2.482,-0.617,2.682,2.939,3.179,1.831,-1.124,-0.567,2.897,3.503,4.17,2.489,1.814,4.553,4.905,3.834,2.87,1.723,1.085,2017
369,TTO,Trinidad and Tobago,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.4,4.577,3.799,-10.3,-5.751,-4.119,-3.279,-4.562,-3.92,-0.83,1.509,3.112,10.093,-0.669,3.567,3.81,7.134,7.523,8.125,8.025,6.901,3.698,7.152,13.878,7.328,5.895,14.181,4.255,3.286,-4.823,3.461,-0.192,-0.681,2.272,-1.252,1.918,-6.501,-2.033,0.314,0.008,1.486,2.286,1.979,1.617,1.662,2017
744,TUN,Tunisia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.4,5.522,-0.482,4.674,5.731,5.668,-1.453,6.701,0.071,2.579,7.075,4.138,8.009,2.477,3.628,2.671,6.855,5.725,4.963,6.017,4.299,3.796,1.323,4.702,6.236,3.487,5.244,6.71,4.238,3.043,3.511,-1.918,3.998,2.876,2.972,1.153,1.108,1.955,2.479,2.742,3.245,3.5,4.1,4.1,4.1,2017
186,TUR,Turkey,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.779,4.365,3.429,4.758,6.823,4.258,6.941,10.027,2.121,0.253,9.255,0.926,5.984,8.042,-5.456,7.19,7.007,7.528,3.092,-3.389,6.64,-5.962,6.43,5.608,9.644,9.01,7.11,5.03,0.845,-4.704,8.487,11.113,4.79,8.491,5.167,6.086,3.184,7.441,2.567,-2.537,2.541,2.961,3.008,3.492,3.501,2018
925,TKM,Turkmenistan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10,-17.3,-7.2,-6.7,-11.3,6.7,16.499,18.587,20.391,15.768,17.095,14.692,13.04,10.967,11.057,14.747,6.133,9.16,14.72,11.051,10.163,10.346,6.453,6.2,6.47,6.24,6.284,6.036,5.51,5.603,5.701,5.719,2017
869,TUV,Tuvalu,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.452,7.712,-3.105,-1.676,-4.118,2.891,6.347,7.959,-4.382,-3.09,7.89,-3.836,4.577,1.348,9.143,3.035,3.242,4.284,4.072,4.38,4.244,4.143,3.894,2.746,2015
746,UGA,Uganda,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.392,3.859,8.205,4.899,-3,-3,0.946,4,8.294,6.403,6.497,1.778,5.85,6.686,7.694,9.174,6.595,4.62,6.074,7.953,3.941,8.765,7.057,6.159,5.803,10.007,7.049,8.064,10.428,8.069,7.666,6.821,2.24,4.714,4.561,5.67,2.323,4.977,6.184,6.288,6.241,6.129,6.039,6.324,6.725,2017
926,UKR,Ukraine,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.799,-22.766,-12.142,-9.851,-3.175,-1.815,-0.203,5.932,5.209,5.3,9.5,11.8,3.1,7.6,8.2,2.2,-15.1,4.1,5.466,0.239,-0.027,-6.553,-9.773,2.441,2.525,3.291,2.709,2.99,3.09,3.183,3.3,3.279,2017
466,ARE,United Arab Emirates,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.78,8.024,-7.188,-5.25,4.451,-2.522,-19.269,5.304,-2.623,15.733,23.562,2.141,3.095,-0.029,7.363,6.58,5.34,8.553,0.791,3.751,12.329,1.284,2.478,8.813,9.577,4.867,9.831,3.231,3.215,-5.229,1.595,6.93,4.485,5.053,4.399,5.065,2.988,0.79,1.692,2.849,3.322,3.03,2.898,2.799,2.662,2017
112,GBR,United Kingdom,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.028,-0.771,2.01,4.222,2.276,4.196,3.141,5.301,5.758,2.569,0.739,-1.088,0.371,2.526,3.895,2.455,2.535,4.293,3.341,3.214,3.453,2.841,2.5,3.339,2.348,3.149,2.548,2.546,-0.346,-4.247,1.711,1.645,1.447,2.046,2.948,2.349,1.789,1.823,1.398,1.177,1.402,1.543,1.556,1.587,1.594,2018
111,USA,United States,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.257,2.538,-1.802,4.584,7.237,4.169,3.463,3.46,4.177,3.673,1.886,-0.108,3.522,2.753,4.029,2.684,3.772,4.447,4.481,4.753,4.127,0.999,1.742,2.861,3.799,3.513,2.855,1.876,-0.137,-2.537,2.564,1.551,2.249,1.842,2.452,2.881,1.567,2.217,2.857,2.331,1.871,1.766,1.64,1.615,1.565,2018
298,URY,Uruguay,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.975,1.9,-9.34,-3.281,-1.092,1.475,8.857,7.933,1.467,1.104,0.297,3.539,7.932,2.658,7.281,-1.448,5.578,5.048,4.28,-2.965,-1.776,-3.461,-7.051,2.327,4.64,6.806,4.099,6.542,7.176,4.243,7.803,5.162,3.538,4.638,3.239,0.371,1.69,2.657,2.1,1.9,3,3,3,3,3,2017
927,UZB,Uzbekistan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.3,-5.2,-0.9,1.7,5.2,4.3,4.3,3.8,4.2,4,4.2,7.4,7,7.5,9.5,9,8.1,8.475,8.281,8.18,8.026,8.008,7.872,9.013,8.868,5,5,5.5,6,6,6,6,2017
846,VUT,Vanuatu,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.451,4.375,1.98,3.01,9.577,1.001,-0.149,-2.894,-1.695,1.533,11.697,3.147,2.584,0.736,9.079,1.005,2.328,4.907,1.176,0.337,5.925,-3.398,-5.198,4.288,3.987,5.305,8.465,5.174,6.449,3.313,1.629,1.223,1.755,1.969,2.304,0.163,3.472,4.413,3.2,3,2.8,2.8,2.8,2.8,2.8,2017
299,VEN,Venezuela,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-4.947,-1.288,2.645,-9.856,5.223,0.867,6.08,4.801,6.51,-13.92,6.468,9.73,6.06,0.275,-2.349,3.952,-0.198,6.371,0.294,-5.97,3.687,3.394,-8.856,-7.755,18.287,10.318,9.872,8.754,5.278,-3.202,-1.489,4.176,5.626,1.343,-3.894,-6.221,-17.04,-15.671,-18,-25,-10,-5,-2,-1.5,-1.5,2017
582,VNM,Vietnam,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.497,5.797,8.15,7.093,8.397,5.619,3.357,2.549,5.1,7.8,5.047,5.809,8.7,8.078,8.834,9.54,9.34,8.152,5.765,4.774,6.787,6.895,7.08,7.341,7.789,7.547,6.978,7.129,5.662,5.398,6.423,6.24,5.247,5.422,5.984,6.679,6.211,6.812,7.076,6.5,6.5,6.5,6.5,6.5,6.5,2018
474,YEM,Yemen,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.293,8.208,4.002,6.722,5.669,4.635,5.231,6.007,3.776,6.182,3.804,3.935,3.747,3.973,5.592,3.17,3.338,3.648,3.866,7.702,-12.715,2.393,4.824,-0.189,-16.678,-13.621,-5.942,-2.701,2.057,10.049,8.501,6.664,6.683,3.701,2017
754,ZMB,Zambia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.854,6.631,-2.912,-1.145,-1.718,1.237,1.698,1.491,9.271,-3.658,-0.579,-0.666,2.052,-0.077,-13.309,2.898,6.219,3.814,-0.386,4.65,3.897,5.317,4.506,6.945,7.032,7.236,7.904,8.352,7.774,9.22,10.298,5.565,7.598,5.057,4.698,2.92,3.757,3.396,3.477,3.088,2.862,2.851,2.704,2.586,2.485,2017
698,ZWE,Zimbabwe,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.111,-4.231,-0.454,-7.704,-16.224,-6.27,-7.413,-3.556,-3.401,-16.323,7.396,19.683,14.197,16.658,1.975,2.383,1.791,0.742,4.704,3.448,-5.249,3.265,4.165,4.352,4,4,2015
