# File: pwt91_na.csv
# Title: Penn World Table version 9.1 supplemental National Accounts
# Units: million constant 2011 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en
# Column types: cinnnnnnn
# ----------
countrycode,year,q_c,q_i,q_g,q_x,q_m,q_gdp,xr
TWN,1990,3091544.734,1607525.14,1244785.924,2080006.009,2929696.08,4793162.917,26.89
TWN,1991,3330548.78,1820981.086,1336699.062,2352809.038,3372136.977,5193842.833,26.82
TWN,1992,3661222.893,2046693.131,1373753.888,2513390.131,3695533.256,5624579.97,25.16
TWN,1993,3960291.857,2212075.115,1416169.885,2686966.011,3960374.034,6007177.109,26.39
TWN,1994,4304249.93,2395384.042,1424594.999,2833943.236,4133076.983,6457361.986,26.46
TWN,1995,4465469.787,2553788.085,1617161.921,3194780.907,4545794.036,6877168.718,26.49
TWN,1996,4782802.652,2596237.152,1730591.978,3419531.06,4805049.899,7301853.745,27.46
TWN,1997,5122901.672,2928209.264,1829769.927,3698817.992,5433849.237,7748223.52,28.7
TWN,1998,5465077.769,3152221.107,1916553.988,3788723.88,5855150.308,8074501.611,33.46
TWN,1999,5751967.679,3224676.144,1867794.937,4251131.234,6095049.954,8616866.05,32.27
TWN,2000,6053426.474,3510035.174,1879443.835,5016203.571,6999950.961,9170115.954,31.23
TWN,2001,6140237.462,2741076.011,1925310.829,4591477.737,5980166.202,9054579.188,33.81
TWN,2002,6354158.882,2821496.097,1959430.936,5125965.994,6362060.423,9559333.546,34.58
TWN,2003,6536143.562,2914359.164,1946493.941,5639604.081,6843130.711,9953234.568,34.42
TWN,2004,6879688.4,3392108.06,1968569.939,6526899.735,8050063.985,10600793.49,33.43
TWN,2005,7111079.814,3443692.117,1976747.874,7024327.25,8283234.304,11174916.84,32.18
TWN,2006,7238670.534,3504763.253,1964272.87,7823470.509,8669515.121,11803334.91,32.53
TWN,2007,7413893.636,3518560.033,2007527.915,8640956.057,8920001.314,12572549.8,32.84
TWN,2008,7288331.04,3278320.068,2038444.927,8688818.661,8551193.885,12661079.61,31.54
TWN,2009,7289397.848,2644464.026,2104035.951,7957049.364,7420843.139,12462728.38,33.06
TWN,2010,7563284.773,3582217.239,2126123.965,9999951.783,9500588.148,13787641.62,31.65
TWN,2011,7798976,3382866,2167595,10419700,9456937,14312200,29.47
TWN,2012,7940906.809,3278497.494,2214447.017,10462131.31,9288413.54,14607568.55,29.62
TWN,2013,8126433.397,3383725.061,2197054.052,10828137.99,9604432.658,14929291.68,29.77
TWN,2014,8405581.151,3532996.397,2277569.938,11462929.84,10148969.77,15529604.58,30.37
TWN,2015,8626918.975,3585767.036,2275197.758,11420203.48,10259394.07,15654833.61,31.91
TWN,2016,8830947.468,3608548.911,2357049.946,11639789.67,10575831.28,15891514.54,32.33
TWN,2017,9055547.56,3580430.393,2342306.923,12504304.6,11134489.48,16380811.21,30.44
TZA,1960,2377869.08,778963.8493,762727.4667,353413.7608,441085.3145,5489694.288,7.026149819
TZA,1961,2179466.896,907146.4514,907843.397,374202.4502,460711.1458,5230157.626,7.026149819
TZA,1962,2487428.952,855872.042,996848.1523,374202.4317,509261.7748,5739955.792,7.026149819
TZA,1963,2493353.226,820376.4946,1094754.974,398456.7567,477239.9177,5880884.776,7.026149819
TZA,1964,2863503.688,1260146.629,1139249.33,452161.7637,486536.6874,7064896.296,7.026149819
TZA,1965,2899038.26,1473126.851,1174857.628,495471.9541,523723.6638,7322553.926,7.026149819
TZA,1966,3109289.148,1652583.716,1219360.002,599417.4306,616692.2287,7936150.144,7.026149819
TZA,1967,3198119.451,1934589.406,1352867.08,599417.451,603263.8062,8386408,7.026149819
TZA,1968,3583086.651,2129821.904,1459667.869,602882.0023,714825.915,9107914.672,7.027149747
TZA,1969,3553464.757,1916841.65,1610979.097,647925.0705,664209.3763,9154087.527,7.027149747
TZA,1970,3523854.945,2820043.479,1842385.046,673911.1224,846014.8886,9483947.079,7.142860006
TZA,1971,3507339.576,3442160.665,1983686.155,705737.3432,1021939.973,9880346.766,7.142859999
TZA,1972,4111753.426,3037759.347,2094751.82,767624.1028,985931.0582,10544715.81,7.142899999
TZA,1973,3959732.434,3020553.304,2329865.229,721927.9297,999609.3069,10867022.65,7.020383688
TZA,1974,4200555.352,3231199.888,2562168.248,701549.8177,1217563.956,11138697.42,7.134841101
TZA,1975,4432546.95,3278644.802,2821897.017,636490.6192,1146221.154,11796893.39,7.366791666
TZA,1976,3950480.155,3367806.05,2868817.085,841285.7208,982783.3054,12550176.6,8.376774999
TZA,1977,4018239.821,3844973.113,2695296.46,759002.4525,938833.6341,12600604.14,8.289208333
TZA,1978,4745744.014,3756724.925,3175845.742,574812.2216,1241394.968,12753046.31,7.712049999
TZA,1979,4778536.839,4022435.733,3124791.652,575988.2138,1160576.771,13180235.31,8.216624999
TZA,1980,5912657.337,3654448.648,2799211.315,551764.4893,1169809.315,13574384.72,8.196591666
TZA,1981,6913956.821,2921982.061,1859706.82,465457.596,923685.0433,13505988.45,8.283508333
TZA,1982,7375831.04,2516458.892,1811088.05,350839.6295,715497.7678,13585976.59,9.282591666
TZA,1983,8147502.594,1853390.772,1721660.651,238713.9668,521834.2711,13263122.34,11.14278333
TZA,1984,8546009.231,1492169.947,1806095.326,240384.6813,478872.7176,13711757.49,15.29225
TZA,1985,9210591.479,1385043.296,1853273.982,282851.9176,560412.303,14341236.3,17.47233333
TZA,1986,10410008.66,1427536.387,1862319.492,253644.229,477046.5957,14612504.34,32.69801667
TZA,1987,11934043.91,1979926.84,1588080.609,647003.1935,1064240.575,15332985.57,64.26035
TZA,1988,11387584.22,2104661.055,3490287.188,1031269.962,1866900.854,15955508.9,99.29210833
TZA,1989,11937225.64,2394951.01,3534371.954,1104385.211,2081908.447,16592525.11,143.3769167
TZA,1990,10498756.27,3843050.379,4303165.689,1189314.657,2123979.59,17333294.06,195.0559167
TZA,1991,9926157.934,4292836.531,4949732.281,1064145.413,2165859.392,18321564.53,219.1574167
TZA,1992,10015729.49,4213134.315,4885587.563,1308166.974,2258626.642,18967853.85,297.7080833
TZA,1993,10625432,3736355.146,4881169.323,1749582.782,2533605.497,19758471.59,405.2740167
TZA,1994,11075549.67,3781905.488,4377348.743,1740979.487,2346595.971,20357808.7,509.630875
TZA,1995,11869989.25,3225840.564,4053909.488,2585110.668,2548841.014,21083538.39,574.7617417
TZA,1996,13527759.35,3142223.057,2863708.815,2612124.693,2257489.064,21968485.94,579.9766667
TZA,1997,14980304.13,3155418.895,2645714.272,2299090.964,2328612.484,22697286.86,612.1225
TZA,1998,16551203.46,3593800.217,3013282.436,2525504.09,3280442.955,23540880.67,664.6712083
TZA,1999,17283839.89,3812038.297,2966828.982,3029869.572,3573765.136,24680365.1,744.759075
TZA,2000,17574144.92,4032563.064,3031816.989,3561823.461,3578583.981,25898043.32,800.4085167
TZA,2001,18133666.05,4504290.615,3213730.062,4172518.189,3877609.802,27451368.48,876.4116667
TZA,2002,19162257.83,4854703.682,3803501.75,4493929.721,4228739.761,29417863.03,966.5827843
TZA,2003,19684708.6,5519661.624,4906509.754,5369117.553,5136077.314,31443645.3,1038.419007
TZA,2004,20896658.14,6082905.428,5624429.089,5817027.599,5626850.095,33905141.48,1089.334771
TZA,2005,23239790.59,7192476.745,6295607.472,6604825.467,7552135.408,36403911.18,1128.934179
TZA,2006,23988937.48,9367406.014,6681450.983,6678999.882,8955873.643,38100542.1,1251.899973
TZA,2007,25949800.07,11817865.87,7193304.085,8444180.987,13246137.68,41325516.45,1245.035464
TZA,2008,28447722.05,12225963.47,6803896.271,8997775.687,13498140,43625943.35,1196.310709
TZA,2009,30009619.42,11027070,7673697.786,9314356.973,13169404.24,45974038.49,1320.312061
TZA,2010,31982089.39,13517891.32,6926413.802,9946127.72,15108179.17,48897478.77,1409.272211
TZA,2011,34547932.63,17538474.49,7293791.519,10951622.02,19014968.02,52762580.93,1572.116225
TZA,2012,35636858.63,16498428.77,8263750.84,12708849.45,18865407.96,55475112.22,1583.002787
TZA,2013,38638475.65,18055774.37,9757760.919,12787802.97,20941760.38,59504302.83,1600.444317
TZA,2014,40378935.84,19003347.11,9707280.376,15055013.14,21549159.1,63648858.7,1654.004511
TZA,2015,40946323.22,18456133.25,9322655.166,18565304.25,20260870.45,68078424.85,1991.390964
TZA,2016,45345697.98,17875968.24,9636288.348,16385779.66,20589920.85,72822176.99,2177.085954
TZA,2017,46213521.04,21367624.56,11077149.01,15115876.19,17268229.86,77995580.94,2228.857629
UGA,1950,3801716.495,461976.8105,444952.2736,206417.2221,795931.0861,4276393.25,0.07143
UGA,1951,4659455.94,473256.4227,429868.9445,219500.5025,1022478.426,4824807.723,0.07143
UGA,1952,4670524.093,687067.1791,512827.2157,231129.3805,1022478.467,5215757.679,0.07143
UGA,1953,4593049.878,687067.2089,490202.2056,222407.5703,1232990.972,4912564.02,0.07143
UGA,1954,4415965.643,671686.638,531679.9602,250026.7897,1373330.979,4787236.371,0.07143
UGA,1955,4759066.423,779360.0606,554304.9463,293636.3587,1704132.303,5085820.595,0.07143
UGA,1956,5013624.903,784488.1888,580700.6941,279099.8323,1613913.367,5363033.731,0.07143
UGA,1957,5362247.414,640921.7688,595784.0679,316894.6812,1664034.398,5608424.046,0.07143
UGA,1958,5118756.37,661430.4436,561846.5865,344513.8944,1654011.203,5486306.529,0.07143
UGA,1959,5323522.216,574265.7147,595784.0364,361957.4923,1553768.937,5755769.566,0.07143
UGA,1960,5312454.487,584520.0441,588242.3935,379401.0771,1523694.34,5832540.771,0.07143
UGA,1961,5517195.57,687067.2322,509056.3609,370679.2968,1654011.127,5855950.775,0.07143
UGA,1962,5644462.977,728086.4486,678740.8637,380854.926,1754253.426,6194171.551,0.07143
UGA,1963,5865818.455,917800.2415,693824.1765,456443.9901,1744230.042,6866288.662,0.07143
UGA,1964,6197851.397,1265539.095,712678.3178,482609.9906,2014887.099,7392500.421,0.07143
UGA,1965,6640561.732,1204302.136,773010.241,518951.0056,2375753.623,7598475.904,0.07143
UGA,1966,7359942.728,1183891.157,829572.6434,552384.9198,2646429.04,8134819.077,0.07143
UGA,1967,7304603.441,1388008.995,889904.6243,568374.7403,2345683.619,8697709.983,0.07143
UGA,1968,7415281.343,1459451.512,991715.5598,548024.0461,2375753.496,8911621.323,0.07143
UGA,1969,8134685.61,1745217.363,991715.4669,581455.1553,2556196.144,9765104.294,0.07143
UGA,1970,8466718.258,1459451.504,976632.2199,627975.1661,2576242.653,9860648.377,0.07143
UGA,1971,8698842.432,1499391.852,1003437.988,645359.4189,2646879.181,10130803.61,0.071429996
UGA,1972,8698605.449,1499235.239,1003512.237,644848.2793,2646702.771,10130803.42,0.07143
UGA,1973,8698602.99,1499682.357,1003217.644,645332.2691,2646891.841,10130804.31,0.0702145
UGA,1974,8699319.449,1499258.009,1003584.09,645897.6685,2647043.076,10130803.22,0.0713595
UGA,1975,8581923.469,1478781.628,990351.9417,634737.2748,2610890.884,9995726.523,0.07421925
UGA,1976,8582612.178,1481010.331,988969.1115,638160.6978,2612160.269,9995726.007,0.082661667
UGA,1977,8701468.459,1497985.039,1004683.887,647593.6923,2647496.443,10130803.54,0.08259
UGA,1978,8345879.374,1437394.957,964020.4679,610143.4798,2537821.104,9725571.493,0.077356667
UGA,1979,7308577.569,1266552.317,838428.0977,552042.8453,2227107.922,8509874.905,0.074828333
UGA,1980,7067734.333,1208130.129,820964.0297,527454.3212,2148378.862,8220558.707,0.07417
UGA,1981,7306792.766,1260084.374,845034.2136,505219.7101,2217942.691,8537820.564,0.500523333
UGA,1982,7923259.249,1398392.313,890221.6131,655960.0568,2429685.768,9203175.46,0.940466667
UGA,1983,8441860.327,1383489.045,1016845.317,607180.7471,2547027.292,9787114.925,1.538625
UGA,1984,8026640.875,1303252.016,1115207.247,768786.2746,2461209.074,9335004.043,3.597025
UGA,1985,7983095.873,1320670.135,1012570.059,845931.8039,2547238.498,9305403.457,6.7202
UGA,1986,8014475.035,1489891.555,1115457.72,738884.8175,2635865.405,9446888.705,14
UGA,1987,8478646.043,2289887.906,1167392.768,758490.6353,3510780.192,10051268.26,42.84126667
UGA,1988,9236772.696,2216772.928,1020851.419,785638.6554,3243892.701,10836506.77,106.1358333
UGA,1989,9851767.533,2209862.112,1110556.459,887362.0497,3370474.142,11584093.16,223.0916063
UGA,1990,10343435.11,2283802.578,1230175.756,853964.3557,3150793.211,12300469.46,428.8546667
UGA,1991,10831167.84,2329043.509,1290154.357,923785.5095,3083900.884,12977699.31,734.0099167
UGA,1992,11194677.76,2230076.512,1352060.91,909750.9756,3002404.3,13578581.78,1133.834333
UGA,1993,11783462.89,2435183.671,1475792.754,1010721.575,2932197.25,14536861.62,1195.01675
UGA,1994,15199188.45,3092533.374,1597045.798,1530698.945,4149499.149,16107354.91,979.4454167
UGA,1995,15286652.64,3975069.575,1737125.914,1688772.894,5504823.801,17620131.41,968.9166667
UGA,1996,16512363.6,3844219.115,1773867.353,2623808.998,6399824.655,18716874.74,1046.08475
UGA,1997,17100802.84,4050921.803,1957126.252,2262211,5757879.424,19746183.53,1083.008667
UGA,1998,18745236.58,4491690.173,2138936.089,2229205.863,6508438.568,21585940.89,1240.305833
UGA,1999,20134711.71,4762256.46,2249953.043,2418892.427,6610738.161,23011265.24,1454.827167
UGA,2000,21089243.11,4926938.736,2438301.038,2425034.269,6675780.947,24087671.59,1644.475333
UGA,2001,22788309.41,5205715.43,2702792.343,3003910.407,7412169.673,26199067.52,1755.65875
UGA,2002,24290038.15,5699586.1,2903947.283,3248629.894,8020141.108,28047922.83,1797.5505
UGA,2003,24639021.37,6350611.341,3035801.358,3558252.762,7663331.935,29775355.4,1963.720083
UGA,2004,25486636.41,7108952.598,3149241.94,4300818.268,8398164.844,31503320.91,1810.304714
UGA,2005,27547664.27,8578983.693,3290635.863,5225737.262,9807169.325,34655990.54,1780.665777
UGA,2006,30943392.45,9525891.071,3413377.565,4895144.213,11497014.56,37099011.8,1831.453405
UGA,2007,31837739.75,10951875.68,3361616.852,7530884.936,13300889.31,40090627.29,1723.491772
UGA,2008,33901344.72,11428426.15,3417911.926,10929921.22,14962405.65,44271277.15,1720.443883
UGA,2009,36379864.16,12668530.53,3638524.002,9806695.325,14838346.1,47323470.26,2030.488074
UGA,2010,39322173.09,13219094.12,5354669.227,10450235.08,17087129.15,51190018.04,2177.557507
UGA,2011,41221830.38,15152039.32,5716933.255,10871456.14,18767208.81,54195050.28,2522.746321
UGA,2012,41888876.88,15968638.86,4613450.989,12247152.32,18381968.41,55948120.79,2504.563078
UGA,2013,43565037.15,16362966.39,4738316.763,13501939.44,19059150.21,58587388.63,2586.889569
UGA,2014,46823487.03,16587709.71,5345125.661,11272728.54,18553283.98,61251974.78,2599.788521
UGA,2015,49577471.93,17658546,5787153.294,13085377.48,21123717.83,64739862.7,3240.64542
UGA,2016,47758065.61,17879536.1,5143753.732,12144423.38,15811138.78,66410298.24,3420.098007
UGA,2017,50772912.21,18587052.89,4380589.555,13456075.37,16505892.36,69731198.73,3611.224458
UKR,1970,,,,,,,
UKR,1971,,,,,,,
UKR,1972,,,,,,,
UKR,1973,,,,,,,
UKR,1974,,,,,,,
UKR,1975,,,,,,,
UKR,1976,,,,,,,
UKR,1977,,,,,,,
UKR,1978,,,,,,,
UKR,1979,,,,,,,
UKR,1980,,,,,,,
UKR,1981,,,,,,,
UKR,1982,,,,,,,
UKR,1983,,,,,,,
UKR,1984,,,,,,,
UKR,1985,,,,,,,
UKR,1986,,,,,,,
UKR,1987,,,,,,,
UKR,1988,,,,,,,
UKR,1989,,,,,,,
UKR,1990,681771.6922,1251829.202,271699.3251,1090815.38,1066821.142,1947460.901,0.00000666
UKR,1991,625187.194,989565.5665,281829.432,902993.0891,790035.2947,1778057.569,0.0000175
UKR,1992,568746.1853,818170.6918,289501.4321,475498.1522,417732.8866,1601206.67,0.002411
UKR,1993,417281.2081,616739.0937,289929.6015,424309.9633,272905.6663,1373484.352,0.045325
UKR,1994,380289.4295,449397.0467,254683.9398,468366.5271,370925.1256,1058488.75,0.327514167
UKR,1995,373090.572,240828.6467,234454.0405,473750.4915,353961.0793,929876.2138,1.473075
UKR,1996,337819.5827,178882.3547,221686.433,553710.2502,409980.5216,836482.9566,1.829468558
UKR,1997,332709.9438,179337.2691,216662.302,523938.0019,391326.0455,811486.7121,1.861658333
UKR,1998,337208.9773,180098.5774,209093.8238,530117.7638,399084.6064,795711.5171,2.449541667
UKR,1999,329772.5365,149521.3666,192579.9514,518633.1471,332633.6385,794431.81,4.130441667
UKR,2000,337315.7528,186247.6551,194567.8454,630336.3838,411903.7587,841229.6959,5.440233333
UKR,2001,366172.7118,218162.8598,215202.9908,617112.3937,413485.7061,915528.8933,5.372158333
UKR,2002,393952.5416,214260.3259,201526.3811,662652.4381,424079.0108,964414.938,5.326625
UKR,2003,434928.7939,265402.8882,215098.7135,733013.3301,496834.9119,1056194.453,5.332688333
UKR,2004,485143.5159,279200.9365,219592.9655,899543.511,579488.0304,1180776.45,5.319180667
UKR,2005,579820.6055,317708.7026,225687.0852,789943.9344,622815.4568,1217040.718,5.124729
UKR,2006,668965.6942,376155.533,231171.8853,744453.8331,667385.8124,1309187.998,5.05
UKR,2007,782531.0971,471581.247,236747.5067,766468.0145,812465.4809,1416748.787,5.05
UKR,2008,878133.3372,479305.8378,239702.6334,810202.4042,954617.7008,1448533.569,5.267221417
UKR,2009,740997.6333,208727.9887,235131.715,632184.5811,578851.7155,1229276.689,7.791240333
UKR,2010,751414.7684,258414.9356,232338.6245,630772.6649,635766.5735,1232621.716,7.935639417
UKR,2011,868524,291678,225707,647608,733526,1299991,7.967562833
UKR,2012,939230.9513,278611.0057,235899.0114,611047.002,761387.9658,1303094.06,7.991029333
UKR,2013,1004008.881,244200.0839,233750.4476,561789.0199,734845.7242,1302745.264,7.993
UKR,2014,922601.6072,159915.6944,236429.0215,481780.1969,572403.8095,1217382.02,11.88665942
UKR,2015,741501.3085,179104.9015,240492.5636,418352.6877,476972.7355,1098407.508,21.84469777
UKR,2016,761371.9175,255705.8455,239240.6123,410748.9987,521335.3318,1125219.362,25.55133412
UKR,2017,823834.9326,278668.5197,247081.1078,425023.433,588217.9671,1153626.189,26.5966063
URY,1950,147950.3739,59110.49293,24843.60712,19599.47037,28878.64759,228855.4996,2.63E-06
URY,1951,181240.1125,73262.1712,28392.6941,13574.73027,34928.81568,264370.0899,2.32E-06
URY,1952,165212.0837,65206.60272,26618.15175,15061.8487,24886.78051,254507.3033,2.75E-06
URY,1953,179389.5503,54973.84105,28392.69296,19599.46892,26882.71392,267845.3913,3.02E-06
URY,1954,200349.4916,73262.1708,30167.23604,18074.21891,36800.00114,291905.9831,3.31E-06
URY,1955,204049.1637,64226.86906,31387.23411,14413.61829,28036.6104,297280.5628,3.52E-06
URY,1956,200349.4992,58239.62153,31276.32623,18608.05815,25448.13802,297971.0947,4.17E-06
URY,1957,217611.2232,64771.16615,32052.68717,12316.39854,30063.73216,307881.5991,4.28E-06
URY,1958,196034.4205,44741.09313,31941.77891,16815.88884,18680.67963,289790.3422,7.60E-06
URY,1959,192336.2184,50946.06448,31165.41714,15290.63831,21674.57644,283285.2117,1.04E-05
URY,1960,205898.2662,57477.60647,31941.77812,15138.11238,27475.25547,296272.8761,1.13E-05
URY,1961,199986.9799,62511.04173,32544.5091,18603.24214,26132.76139,301265.3875,1.10E-05
URY,1962,210245.5018,55750.1719,34066.19628,15970.83703,29638.42011,299937.4382,1.10E-05
URY,1963,200999.9648,50076.99271,33644.21411,16669.55148,22745.26961,295348.7217,1.46E-05
URY,1964,213568.0299,42953.60771,34939.91,17311.70311,24887.64058,302979.1377,1.64E-05
URY,1965,197162.8971,40543.58134,37622.0615,22160.19975,18989.21214,300473.6143,2.90E-05
URY,1966,209222.2716,42463.25522,40981.93447,19647.74644,21048.12071,312384.3661,5.39E-05
URY,1967,204265.5011,45875.60791,40846.18933,18335.00537,23531.27027,303807.6615,0.000104962
URY,1968,202470.4893,40692.95509,44251.30971,20995.6411,21778.44064,307209.9691,0.000231854
URY,1969,219192.8325,51804.56719,44311.55502,20967.51571,26779.62203,328259.0876,0.000248
URY,1970,233031.149,58437.49863,45908.74563,21546.17633,34465.77023,340754.985,0.000248
URY,1971,234579.5908,62020.52769,46210.07885,20494.62663,35536.95505,341163.5329,0.000248
URY,1972,236308.3463,52039.236,39550.52758,20127.64185,32775.52134,335865.7817,0.000530826
URY,1973,237379.5541,49458.59897,48033.17472,20064.12703,35843.00835,337091.3636,0.000857151
URY,1974,233179.6481,51378.07923,51498.5522,24213.86537,33811.9285,347686.8376,0.001098328
URY,1975,241367.3368,65198.33388,50232.93439,28836.44731,36900.28512,368073.9081,0.002235833
URY,1976,235862.8931,78869.29652,54014.72041,34905.7914,37734.97869,382741.4967,0.0033025
URY,1977,235003.839,92454.95047,52206.69727,37404.10455,40858.10842,387235.3508,0.004646667
URY,1978,243074.8662,105592.7246,57570.50279,39027.30211,43758.65924,407609.2259,0.006023333
URY,1979,256268.5045,130780.5626,64817.66197,41589.13057,53225.43977,432753.6838,0.007838333
URY,1980,278211.9442,137797.3274,63943.78353,43092.34873,57280.6484,458715.2028,0.0090725
URY,1981,284808.7733,125576.6412,68735.04737,45752.98547,57857.97504,467426.1782,0.010793333
URY,1982,257265.4657,102692.1733,67077.69157,40939.85181,49991.0182,423528.797,0.013853333
URY,1983,232543.2888,65091.69947,65118.99928,47263.26406,39926.03656,398740.1323,0.034375833
URY,1984,226910.5602,54349.41917,65009.13355,46490.17409,34207.29198,394384.8627,0.055893333
URY,1985,229346.2373,48633.22213,66112.92585,49301.4062,33847.33698,400203.9873,0.101155833
URY,1986,258066.0481,56961.42338,72027.96199,54967.91922,43784.21155,435648.4453,0.151434167
URY,1987,298851.0777,67445.88264,75909.13839,50313.65824,50703.45584,470208.6222,0.225521667
URY,1988,295297.2959,62620.32355,74184.46302,54915.46936,50726.6148,470167.6905,0.3585075
URY,1989,294777.5606,56888.50165,75357.24009,60589.32268,51437.83958,476211.8546,0.621178333
URY,1990,279323.5146,60049.98584,78522.99812,66947.10758,50026.00606,480573.9179,1.169484167
URY,1991,300665.3413,73375.61844,77707.92428,70057.294,61767.48504,495858.2827,2.017663333
URY,1992,347131.0415,93750.7959,79207.76407,73427.6234,78167.13774,540997.4618,3.024811667
URY,1993,368227.4199,101563.3561,79207.76249,79721.42017,90712.48577,555090.6813,3.941091667
URY,1994,400830.8915,114584.3063,84317.94419,92309.01357,108082.9528,595551.8578,5.043916667
URY,1995,385488.0671,119792.6766,84317.94083,90211.07666,104222.86,586914.0746,6.349
URY,1996,418091.5388,119792.6848,86873.02693,99651.77229,116768.2007,619555.7819,7.971833333
URY,1997,441105.7518,130209.4356,89428.11531,113288.3277,132208.6224,650106.1682,9.441833333
URY,1998,465587.2609,139131.9512,92389.35819,114184.4258,140672.6802,679483.7689,10.47191667
URY,1999,463744.6753,117127.7846,97929.57239,110277.0759,133811.5348,666307.103,11.3393
URY,2000,452163.8224,108757.6192,96573.89993,119090.0848,134590.7856,653448.3366,12.09959167
URY,2001,433772.6852,104549.5933,93929.59334,112922.9947,127536.9814,628328.6236,13.31911667
URY,2002,392507.131,82919.15225,89331.45554,105374.8124,101005.0213,579746.3532,21.25696667
URY,2003,376781.5082,89777.58874,91324.70694,120149.1151,101146.2922,584414.94,28.20868333
URY,2004,391601.5947,104846.5329,88884.03093,148321.8077,127313.4243,613660.2274,28.70373333
URY,2005,414636.8208,114398.6808,90076.31183,172045.4504,139774.704,659438.881,24.4786
URY,2006,441392.4291,128270.4517,91944.78302,181705.9801,161680.2516,686466.9181,24.07335833
URY,2007,472698.8609,137729.64,96223.59019,190393.2639,171257.4403,731372.0552,23.471025
URY,2008,515692.2073,172161.4795,105171.7267,206636.1374,213103.9193,783856.4998,20.94931667
URY,2009,527539.2792,152854.9974,110594.3706,215840.0072,194500.4817,817120.3239,22.56798333
URY,2010,577137.5214,176068.3991,114032.4538,231335.9927,221121.8667,880882.9864,20.059275
URY,2011,618435,193445,118207,244763,248494,926356,19.31420833
URY,2012,648922.3148,221482.3399,125253.7199,253676.6234,282382.5921,959130.9801,20.310575
URY,2013,684792.221,232054.9117,131420.5623,253520.8249,290328.9164,1003610.949,20.48160833
URY,2014,705107.2709,232079.251,134684.2242,262431.7863,292525.7415,1036116.107,23.246025
URY,2015,701684.6685,211093.8023,137581.6075,260856.7768,271273.9002,1039957.772,27.32736667
URY,2016,702329.5579,202817.6496,141527.456,260446.7083,254434.1266,1057530.635,30.1626
URY,2017,732929.2828,174865.451,139725.0725,280177.8246,253487.0232,1085626.236,28.6764
USA,1950,1438607.119,369738.4293,548437.6833,62286.40209,77551.12827,2246944.424,1
USA,1951,1461024.138,404614.2703,722066.5508,76258.18118,80631.18102,2428016.953,1
USA,1952,1507127.462,402384.9519,854609.4597,72951.88566,87671.27241,2526886.983,1
USA,1953,1579031.3,429854.6395,903382.688,68152.412,95921.38741,2645509.333,1
USA,1954,1612233.805,412515.8155,838356.9176,71352.05919,91191.33349,2630591.676,1
USA,1955,1731298.277,471641.2611,819004.3335,79031.19935,102191.4842,2817940.077,1
USA,1956,1781842.442,474440.243,812418.3364,92043.09363,110441.6062,2878023.051,1
USA,1957,1825936.464,469956.9208,842625.9386,100148.8579,115171.6756,2938620.812,1
USA,1958,1841691.895,455763.8351,857088.5749,86603.68879,120561.755,2917015.592,1
USA,1959,1946164.181,528438.3514,856629.7895,95456.04786,133321.9389,3118355.615,1
USA,1960,1999563.408,530717.1876,861948.0226,112094.1925,135081.9684,3198295.087,1
USA,1961,2040696.71,547684.5022,890628.5659,112627.4617,134201.9593,3279983.512,1
USA,1962,2141679.395,601434.8482,953021.4432,118386.8281,149382.1854,3480603.713,1
USA,1963,2229867.449,635963.9062,972507.5622,126812.5449,153452.231,3632148.515,1
USA,1964,2362677.908,677626.7173,992750.8475,141744.2239,161592.3431,3841616.596,1
USA,1965,2512407.571,747898.5671,1030080.889,145690.4491,178752.6024,4091311.437,1
USA,1966,2654735.069,815742.9477,1117523.097,155715.9896,205372.9823,4361068.194,1
USA,1967,2734040.896,806825.7778,1217296.074,159342.2556,220333.2146,4480720.391,1
USA,1968,2890960.579,839249.511,1278746.198,171927.539,253113.6909,4700682.135,1
USA,1969,2999027.637,861938.5559,1303327.425,180246.5904,267523.9074,4848317.703,1
USA,1970,3069662.832,808733.1206,1295600.838,199444.4806,278964.0682,4858091.582,1
USA,1971,3186173.426,852808.8351,1296699.708,202901.0692,293853.1966,5018086.094,1
USA,1972,3381696.535,919472.9383,1301399.093,218716.3561,326920.6943,5281982.056,1
USA,1973,3550718.619,1002109.837,1290253.124,259876.1445,342091.3355,5580188.271,1
USA,1974,3521288.772,953721.297,1318122.007,280517.5611,334341.8017,5550024.659,1
USA,1975,3601870.133,835301.1447,1350290.994,278721.2604,297182.3908,5538621.216,1
USA,1976,3802398.82,960360.5923,1350308.722,290891.3879,355291.4053,5837050.026,1
USA,1977,3964166.253,1066200.02,1374292.731,297882.9988,394131.8665,6106964.495,1
USA,1978,4137513.134,1180073.756,1398740.148,329325.9604,428291.4937,6445002.789,1
USA,1979,4235377.278,1225543.245,1409444.604,361938.0037,435413.1456,6649061.782,1
USA,1980,4219368.648,1131126.161,1430559.864,400909.5106,406431.5025,6631990.211,1
USA,1981,4274326.717,1207715.22,1453476.732,405795.2224,417046.046,6800291.14,1
USA,1982,4329044.466,1084817.741,1487344.607,374724.3944,411737.2831,6677690.353,1
USA,1983,4569054.894,1178875.983,1532332.92,365014.5153,463694.9554,6983791.036,1
