Country_name,AgaveFibresNes,Almonds_withshell,Anise_badian_fennel_corian.,Apples,Apricots,Arecanuts,Artichokes,Asparagus,Avocados,Bananas,Beans_green,BerriesNes,Blueberries,Brazilnuts_withshell,Buckwheat,Cabbagesandotherbrassicas,Canaryseed,Carobs,Carrotsandturnips,Cashewapple,Cashewnuts,Castoroilseed,Cauliflowersandbroccoli,Cereals_nes,Cherries,Chestnuts,Chilliesandpeppers_dry,Chilliesandpeppers_green,Cinnamon(canella),Cloves,Coconuts,Cranberries,Cucumbersandgherkins,Currants,Eggplants(aubergines),FibreCropsNes,Figs,Flaxfibreandtow,Fonio,Fruit_tropicalfreshnes,FruitFreshNes,Garlic,Ginger,Gooseberries,Hazelnuts_withshell,Hempseed,HempTowWaste,Hops,Jute,Kiwifruit,Kolanuts,Lettuceandchicory,Linseed,Maize_green,Mangoes_mangosteens_guavas,ManilaFibre(Abaca),Melonseed,Mixedgrain,Mustardseed,Naturalrubber,Nutmeg_maceandcardamoms,Nuts_nes,Oats,Oilseeds_Nes,Okra,Olives,Onions_dry,Onions(inc.shallots)_green,OtherBastfibres,Othermelons(inc.cantaloupes),Papayas,Peachesandnectarines,Pears,Peas_green,Pepper(Piperspp.),Peppermint,Pineapples,Pistachios,Plantains,Plumsandsloes,Poppyseed,Pumpkins_squashandgourds,Quinoa,Ramie,Raspberries,Rootsandtubersnes,Safflowerseed,Sesameseed,Sisal,Sourcherries,Spices_nes,Spinach,Stonefruit_nes,Strawberries,Stringbeans,Sugarcrops_nes,Sweetpotatoes,Taro(cocoyam),Tea,Tobacco_unmanufactured,tomato,Tomatoes,Triticale,Vanilla,Vegetablesfreshnes,Walnuts_withshell,Watermelons,Yams,Yautia(cocoyam)
Somalia,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,42,0,0,0,5306,1061,0,0,237,0,166,0,0
South Africa,0,0,0,200,402,0,0,0,759,431,250,230,0,0,2509,60,0,0,91,0,0,9131,77,1287,1809,0,6067,0,0,0,0,0,167,0,0,2608,1516,0,0,0,603,0,0,0,0,0,0,3016,0,0,0,129,0,320,697,0,0,0,0,0,0,2023,2462,2007,0,0,231,0,1536,114,497,460,223,442,0,0,94,0,0,717,0,93,0,0,0,0,0,0,3794,0,0,0,0,431,0,0,698,0,1315,712,243,49,0,0,190,0,155,0,0
Spain,0,1000,10772,196,501,0,154,1482,204,133,88,142,0,0,0,88,988,258,91,0,0,0,104,0,1096,1227,841,3,0,0,0,0,32,0,109,0,1237,3918,0,413,418,188,0,0,2143,482,0,1445,0,170,0,73,3006,0,0,0,0,2070,0,0,0,787,1282,0,0,537,33,115,0,61,0,224,200,307,0,95,0,0,0,396,0,33,0,0,248,80,1807,0,0,0,2972,114,0,110,0,0,158,0,0,194,114,23,1004,0,9,778,53,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,91,0,0,119,0,0,0,0,0,0,0,0,267,0,0,0,0,137,0,280,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,3278,0,0,0,0,0,0,73,0,0,0,0,0,1892,0,0,572,0,0,0,0,0,236,0,0,1389,1031,206,0,0,85,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,50,0,158,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,24,0,894,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,28,0,0,0,1535,307,0,0,463,0,0,0,0
Suriname,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,0,73,0,0,0,0,0,0,12,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,48,0,0,0,356,71,0,0,146,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,9,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,11,2,3,0,37,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,2,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,2,0,1,0,5,2,0,0,0
Syrian Arab Republic,0,479,9943,944,1271,0,249,0,0,412,389,0,0,0,0,197,0,0,257,0,0,0,222,0,1769,0,2822,26,0,0,0,0,248,0,254,0,1469,0,0,0,740,189,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,820,2714,0,1367,1209,88,316,0,376,0,1158,1159,820,0,0,0,1783,0,855,0,291,0,0,0,0,0,9134,0,0,13437,0,1427,0,0,0,0,0,0,361,257,51,0,0,41,0,242,0,0
Tajikistan,0,6652,0,2249,2713,0,0,0,0,0,289,0,0,0,517,288,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,1646,0,0,0,4186,689,0,0,4896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3387,213,0,0,0,341,0,0,0,0,3054,0,0,3177,0,0,0,0,7781,0,0,0,0,0,0,6277,4234,0,0,0,0,0,0,0,0,0,0,0,0,1989,398,0,0,240,0,230,0,0
Tanzania,0,0,90,0,0,0,0,0,0,199,5,0,0,0,0,6,0,0,0,0,144,315,0,75,0,0,222,10,0,333,0,0,0,0,0,0,0,0,0,0,0,66,21,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,940,200,0,192,0,0,127,0,0,0,0,0,0,10,150,0,5,0,0,0,0,0,0,0,0,0,80,43,232,0,0,0,0,0,0,0,12,0,223,0,36,7,0,0,40,0,0,4,0
Thailand,0,0,0,0,0,41,0,300,0,514,28,0,0,0,0,27,0,0,0,0,839,1237,23,51,0,0,858,75,0,0,0,0,5,0,37,92,0,0,0,885,105,436,123,0,0,0,0,0,61,0,0,13,0,47,590,0,0,0,0,715,0,714,0,0,0,0,165,0,58,0,57,0,0,101,70,0,14,0,0,0,0,6,0,0,0,10,0,73,388,0,202,0,0,0,0,0,0,20,5836,0,253,51,0,0,171,0,20,0,0
Togo,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,3,0,0,0,0,78,1000,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,102,20,0,0,21,0,0,1,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8442,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,33,0,0,22,0,0,0,0
Tunisia,0,1950,189,0,0,0,106,0,58,0,5,0,0,0,0,200,0,134,529,0,0,0,6,2676,0,0,295,7,0,0,0,0,102,0,5,0,1744,0,0,0,0,469,0,0,0,0,0,0,0,116,0,6,25,0,0,0,0,0,0,0,0,0,13776,0,0,325,77,15,0,2,0,0,0,9,0,0,0,12022,0,0,0,2,0,0,0,0,0,0,0,0,198,17,0,176,0,0,0,0,0,593,239,48,1,0,9,0,13,0,0
Turkey,0,370,2040,71,175,0,113,627,243,63,80,56,0,0,0,90,297,149,7,0,0,0,62,0,150,786,547,92,0,0,0,0,55,0,76,0,752,0,0,283,211,268,0,0,773,3107,0,0,0,1326,0,64,1637,0,0,0,0,1023,0,0,0,446,143,0,278,270,88,143,0,41,0,83,150,143,0,0,0,744,0,140,0,43,0,0,0,0,1030,1858,0,136,1111,52,338,249,100,0,0,261,735,1203,281,56,0,0,124,566,38,0,0
Turkmenistan,0,6061,0,2534,1119,0,0,0,0,0,0,0,0,0,0,715,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194,0,0,0,0,625,0,0,0,0,1737,0,0,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,416,0,0,396,0,240,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,9761,1,0,0,0,0
Ukraine,0,0,101,0,0,0,0,0,0,0,8,0,0,0,70,18,0,0,2,0,0,0,14,36,0,0,0,37,0,0,0,0,21,29,50,0,0,200,0,0,0,78,0,12,0,0,0,290,0,0,0,7,127,9,0,0,0,0,0,0,0,0,36,111,0,0,43,19,0,13,0,0,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,153,31,0,0,22,0,0,0,0
United Arab Emirates,0,1437,0,0,0,0,0,0,0,12,304,0,0,0,0,112,0,0,149,0,0,0,149,0,0,0,0,85,0,0,0,0,81,0,103,0,782,0,0,0,8,0,0,0,0,0,0,0,0,0,0,253,0,0,7,0,0,0,0,0,0,0,0,0,439,0,0,243,0,175,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,201,188,38,0,0,58,0,243,0,0
United Kingdom,0,0,0,1,0,0,0,105,0,0,6,6,0,0,0,7,0,0,0,0,0,0,9,0,9,0,0,1,0,0,0,0,0,22,0,0,0,40,0,0,0,0,0,8,0,0,0,42,0,0,0,5,17,0,0,0,0,23,0,0,0,0,3,0,0,0,9,19,0,0,0,0,2,9,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,5,1,10,0,30,0,0,0,0
United States,0,2038,0,244,536,0,474,1337,599,315,134,264,303,0,791,119,0,0,20,0,0,0,82,0,905,0,0,97,0,0,0,114,142,0,93,0,577,0,0,0,296,186,30,0,2542,0,0,900,0,487,0,42,957,232,873,0,0,0,0,0,0,2382,595,0,224,545,74,0,0,37,63,325,188,111,0,0,5,2158,0,492,0,30,0,0,227,0,835,0,0,690,0,37,0,54,111,0,57,76,0,69,372,74,0,0,46,1979,94,0,0
Uruguay,0,0,0,7,0,0,0,0,0,0,69,0,0,0,0,85,0,0,55,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,18,313,0,0,0,0,0,0,0,0,0,0,86,310,0,0,0,0,0,0,0,0,115,0,0,2,120,0,0,11,0,11,10,0,0,0,0,0,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,39,8,0,0,112,0,12,0,0
Uzbekistan,0,2752,0,1076,1169,0,928,0,0,0,530,203,405,0,0,218,0,0,37,0,0,0,0,1753,1274,0,4997,126,0,0,0,0,281,709,239,0,509,0,0,0,1857,665,0,0,7367,0,0,0,376,0,0,498,8772,0,0,0,0,0,0,0,0,2114,413,2792,0,5704,344,0,0,0,0,1114,1547,1522,7167,0,0,42088,0,1207,0,0,0,0,0,0,8899,4180,0,1524,7615,0,974,1134,0,0,0,0,0,0,1489,298,0,0,352,1924,162,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0,0,0,108,150,0,0,0,0,0,13,0,0,56,0,0,0,20,0,0,0,0,78,0,0,0,0,8,0,67,0,0,0,0,259,64,356,0,0,0,0,0,0,0,0,0,19,0,0,132,0,0,0,0,0,0,0,0,0,0,0,110,23,0,11,45,63,0,0,0,0,19,0,84,0,0,10,0,0,0,22,0,211,214,0,0,34,0,110,46,0,26,0,0,1314,403,81,0,0,82,0,21,36,102
Vietnam,0,0,135,0,0,0,0,0,0,74,0,0,0,0,0,5,0,0,0,0,52,124,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,160,0,61,0,0,0,0,891,0,0,0,0,0,0,0,56,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,191,0,0,0,0,0,88,0,0,0,0
Wallis and Futuna Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,0,13512,0,925,2635,0,0,0,0,1514,152,0,0,0,0,382,0,0,293,0,0,0,0,0,0,0,0,489,0,0,0,0,116,0,318,0,726,0,0,1321,847,434,0,0,0,0,0,0,0,0,0,301,0,0,540,0,0,0,0,0,0,0,0,0,193,0,389,0,0,103,646,1495,1896,0,0,0,0,0,0,0,0,114,0,0,0,0,0,1691,0,0,0,0,1255,0,0,0,140,0,0,685,1255,251,0,0,317,0,102,0,0
Zambia,0,0,0,0,0,0,0,0,0,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,7199,0,64,13,0,0,9,0,0,0,0
Zimbabwe,0,0,620,0,0,0,73,685,114,0,0,0,0,0,0,45,0,0,0,0,0,0,16,26,0,0,729,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,33,0,188,0,0,0,0,0,0,0,925,399,605,0,0,72,0,0,6,126,0,0,0,391,0,26,0,0,0,0,0,0,0,0,28,0,0,0,0,500,0,0,1278,0,0,48,0,1919,149,728,146,0,42174,76,0,0,0,0
