# File: USDA_cost_data.csv,,,,,,,,,,,,,,,,,,,,,,,
# Description: Itemized costs by crop and sub-region of USA,,,,,,,,,,,,,,,,,,,,,,,
# Original source: http://www.ers.usda.gov/Data/CostsAndReturns/,,,,,,,,,,,,,,,,,,,,,,,
# Add 2011-2015 data and update 2009 ,,,,,,,,,,,,,,,,,,,,,,,
# Data source: https://www.ers.usda.gov/data-products/commodity-costs-and-returns/,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,
Crop,Region, Item,Unit,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Wheat,Prairie Gateway,Repairs,USD/acre,,,8.84,8.98,9.05,9.72,9.59,10.39,12.67,13.21,13.48,13.94,14.56,18.74,19.34,19.81,20.41,20.61,20.94,20.96
Wheat,Prairie Gateway,Purchased irrigation water,USD/acre,,,0.15,0.15,0.15,0.16,0.16,0.17,0.07,0.07,0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.07,0.07,0.07
Wheat,Prairie Gateway,Interest on operating capital,USD/acre,,,1.12,1.07,1.39,0.94,0.41,0.31,0.5,1.23,1.84,1.89,0.95,0.14,0.09,0.05,0.07,0.05,0.03,0.09
Wheat,Prairie Gateway,Total operating costs,USD/acre,,,47.91,46.41,49.49,56.87,49.39,58.98,63.748,73.52,78.53,86.42,115.1,97.46,90.76,106.61,111.8,112.28,111.37,100.9
Wheat,Prairie Gateway,Hired labor,USD/acre,,,1.77,1.78,1.85,1.98,2.06,2.15,2.27,2.34,2.43,2.51,2.6,1.57,1.58,1.6,1.67,1.7,1.73,1.79
Wheat,Prairie Gateway,Opportunity cost of unpaid labor,USD/acre,,,15.8,16.24,16.67,16.7,18.12,18.22,23.6,24.34,25.22,26.11,26.99,16.79,16.88,17.15,17.83,18.18,18.52,19.19
Wheat,Prairie Gateway,Capital recovery of machinery and equipment,USD/acre,,,40.66,41.32,41.75,44.8,44.21,48.01,43.95,46.93,49.38,51.82,56.7,64.36,66.68,70.74,74.28,76.4,79.23,81.07
Wheat,Prairie Gateway,Opportunity cost of land (rental rate),USD/acre,,,28.18,28.57,28.94,29.92,29.66,30.17,28.05,31.24,30.6,33,36.12,36.39,37.49,40.8,45.95,49.99,51.83,52.93
Wheat,Prairie Gateway,Taxes and insurance,USD/acre,,,3.03,3.05,3.11,3.16,3.11,3.22,3.9,4.69,4.94,5.73,6.46,5,5.17,5.44,5.55,5.6,6.33,6.73
Wheat,Prairie Gateway,General farm overhead,USD/acre,,,5.67,5.74,5.88,6.11,6.16,6.34,6.21,6.49,6.72,6.95,7.14,9.15,9.44,9.67,9.96,10.06,10.23,10.24
Wheat,Prairie Gateway,Total allocated overhead,USD/acre,,,95.11,96.7,98.2,102.67,103.32,108.11,107.98,116.03,119.29,126.12,136.01,133.26,137.24,145.4,155.24,161.93,167.87,171.95
Wheat,Prairie Gateway,Total costs listed,USD/acre,,,143.02,143.11,147.69,159.54,152.71,167.09,171.728,189.55,197.82,212.54,251.11,230.72,228,252.01,267.04,274.21,279.24,272.85
Wheat,Prairie Gateway,Value of production less total costs listed,USD/acre,,,-37.04,-59.15,-74.405,-74.167,-84.44,-64.3155,-63.684,-83.95,-93.37,-61.222,25.566,-34.14,-50.89,-43.82,46.27,-60.59,-103.36,-90.61
Wheat,Prairie Gateway,Value of production less operating costs,USD/acre,,,58.07,37.55,23.795,28.503,18.88,43.7945,44.296,32.08,25.92,64.898,161.576,99.12,86.35,101.58,201.51,101.34,64.52,81.34
Wheat,Prairie Gateway,Yield,bu/acre,,,39,35.6,28.5,29.7,22.2,35.17,29.2,31.7,22.3,28.2,33.6,31,39.3,27.3,37.1,27.4,23.7,31.7
Wheat,Prairie Gateway,Price,USD/bu,,,2.66,2.3,2.49,2.79,2.95,2.85,3.47,3.1,4.3,5.04,7.91,5.96,4.21,7.07,7.98,7.18,6.75,5.27
Wheat,Prairie Gateway,Enterprise size,acres,,,347,347,347,347,347,347,443,443,443,443,443,460,460,460,460,460,460,460
Wheat,Prairie Gateway,Irrigated,percent,,,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6
Wheat,Prairie Gateway,Dryland,percent,,,94,94,94,94,94,94,93,93,93,93,93,94,94,94,94,94,94,94
Wheat,Southern Seaboard,Primary output,USD/acre,,,110.253,101.911,97.128,81.158,92.055,95.062,,,,,,,,,,,,
Wheat,Southern Seaboard,Secondary output,USD/acre,,,6.84,6.5,6.01,6.53,6.64,6.99,,,,,,,,,,,,
Wheat,Southern Seaboard,Total output,USD/acre,,,117.093,108.411,103.138,87.688,98.695,102.052,,,,,,,,,,,,
Wheat,Southern Seaboard,Seed,USD/acre,,,16.39,14.37,14.15,12.17,12.72,15.43,,,,,,,,,,,,
Wheat,Southern Seaboard,Fertilizer,USD/acre,,,44.57,42.59,42.44,53.95,43.72,50.12,,,,,,,,,,,,
Wheat,Southern Seaboard,Chemicals,USD/acre,,,5.59,5.43,5.37,5.41,5.32,5.25,,,,,,,,,,,,
Wheat,Southern Seaboard,Custom operations,USD/acre,,,14.14,14.31,14.43,13.37,12.93,13.65,,,,,,,,,,,,
Wheat,Southern Seaboard,"Fuel, lube, and electricity",USD/acre,,,5.72,5.32,8.03,7.6,6.79,9.11,,,,,,,,,,,,
Wheat,Southern Seaboard,Repairs,USD/acre,,,9.35,10.23,10.22,8.79,8.69,8.63,,,,,,,,,,,,
Wheat,Southern Seaboard,Purchased irrigation water,USD/acre,,,0.17,0.17,0.17,0.18,0.19,0.2,,,,,,,,,,,,
Wheat,Southern Seaboard,Interest on operating capital,USD/acre,,,2.3,2.17,2.73,1.71,0.76,0.54,,,,,,,,,,,,
Wheat,Southern Seaboard,Total operating costs,USD/acre,,,98.23,94.59,97.54,103.18,91.12,102.93,,,,,,,,,,,,
Wheat,Southern Seaboard,Hired labor,USD/acre,,,5.36,5.58,5.77,6.17,6.47,6.69,,,,,,,,,,,,
Wheat,Southern Seaboard,Opportunity cost of unpaid labor,USD/acre,,,20.42,21.33,22.04,22.68,23.02,24.34,,,,,,,,,,,,
Wheat,Southern Seaboard,Capital recovery of machinery and equipment,USD/acre,,,43.01,46.98,46.77,40.54,40.14,40.22,,,,,,,,,,,,
Wheat,Southern Seaboard,Opportunity cost of land (rental rate),USD/acre,,,43.6,43.99,44.78,46.04,45.69,45.93,,,,,,,,,,,,
Wheat,Southern Seaboard,Taxes and insurance,USD/acre,,,2.62,2.7,2.74,2.81,2.87,3.07,,,,,,,,,,,,
Wheat,Southern Seaboard,General farm overhead,USD/acre,,,5.74,5.93,6.01,6.23,6.51,6.85,,,,,,,,,,,,
Wheat,Southern Seaboard,Total allocated overhead,USD/acre,,,120.75,126.51,128.11,124.47,124.7,127.1,,,,,,,,,,,,
Wheat,Southern Seaboard,Total costs listed,USD/acre,,,218.98,221.1,225.65,227.65,215.82,230.03,,,,,,,,,,,,
Wheat,Southern Seaboard,Value of production less total costs listed,USD/acre,,,-101.887,-112.689,-122.512,-139.962,-117.125,-127.978,,,,,,,,,,,,
Wheat,Southern Seaboard,Value of production less operating costs,USD/acre,,,18.863,13.821,5.598,-15.492,7.575,-0.878,,,,,,,,,,,,
Wheat,Southern Seaboard,Yield,bu/acre,,,42.9,45.7,42.6,34.1,32.3,31.9,,,,,,,,,,,,
Wheat,Southern Seaboard,Price,USD/bu,,,2.57,2.23,2.28,2.38,2.85,2.98,,,,,,,,,,,,
Wheat,Southern Seaboard,Enterprise size,acres,,,131,131,131,131,131,131,,,,,,,,,,,,
Wheat,Southern Seaboard,Irrigated,percent,,,0,0,0,0,0,0,,,,,,,,,,,,
Wheat,Southern Seaboard,Dryland,percent,,,99,99,99,99,99,99,,,,,,,,,,,,
Cotton,Eastern Uplands,Primary output,USD/acre,,,,,,,,584.12,329.36,479.65,247.72,,,,,,,,,
Cotton,Eastern Uplands,Secondary output,USD/acre,,,,,,,,69.5,53.256,60.729,40.57,,,,,,,,,
Cotton,Eastern Uplands,Total output,USD/acre,,,,,,,,653.62,382.616,540.379,288.29,,,,,,,,,
Cotton,Eastern Uplands,Seed,USD/acre,,,,,,,,46.52,57.62,65.94,75.97,,,,,,,,,
Cotton,Eastern Uplands,Fertilizer,USD/acre,,,,,,,,48.97,52.01,59.98,68.33,,,,,,,,,
Cotton,Eastern Uplands,Chemicals,USD/acre,,,,,,,,62.93,62.93,62.93,65.53,,,,,,,,,
Cotton,Eastern Uplands,Custom operations,USD/acre,,,,,,,,10.32,10.4,10.82,11.31,,,,,,,,,
Cotton,Eastern Uplands,"Fuel, lube, and electricity",USD/acre,,,,,,,,9.15,10.21,14.65,14.68,,,,,,,,,
Cotton,Eastern Uplands,Repairs,USD/acre,,,,,,,,16.17,16.53,17.26,17.88,,,,,,,,,
Cotton,Eastern Uplands,Ginning,USD/acre,,,,,,,,90.85,76.93,100.37,64.79,,,,,,,,,
Cotton,Eastern Uplands,Purchased irrigation water,USD/acre,,,,,,,,0,0,0,0,,,,,,,,,
Cotton,Eastern Uplands,Interest on operating capital,USD/acre,,,,,,,,1.03,1.66,3.94,6,,,,,,,,,
Cotton,Eastern Uplands,Total operating costs,USD/acre,,,,,,,,285.94,288.29,335.89,324.49,,,,,,,,,
Cotton,Eastern Uplands,Hired labor,USD/acre,,,,,,,,10.79,11.06,11.41,11.82,,,,,,,,,
Cotton,Eastern Uplands,Opportunity cost of unpaid labor,USD/acre,,,,,,,,23.27,23.86,24.61,25.5,,,,,,,,,
Cotton,Eastern Uplands,Capital recovery of machinery and equipment,USD/acre,,,,,,,,47.53,50.99,54.45,57.28,,,,,,,,,
Cotton,Eastern Uplands,Opportunity cost of land (rental rate),USD/acre,,,,,,,,49.11,49.11,51.16,50.33,,,,,,,,,
Cotton,Eastern Uplands,Taxes and insurance,USD/acre,,,,,,,,6.61,6.71,6.76,7.11,,,,,,,,,
Cotton,Eastern Uplands,General farm overhead,USD/acre,,,,,,,,10.74,10.98,11.46,11.87,,,,,,,,,
Cotton,Eastern Uplands,Total allocated overhead,USD/acre,,,,,,,,148.05,152.71,159.85,163.91,,,,,,,,,
Cotton,Eastern Uplands,Total costs listed,USD/acre,,,,,,,,433.99,441,495.74,488.4,,,,,,,,,
Cotton,Eastern Uplands,Value of production less total costs listed,USD/acre,,,,,,,,219.63,-58.384,44.639,-200.11,,,,,,,,,
Cotton,Eastern Uplands,Value of production less operating costs,USD/acre,,,,,,,,367.68,94.326,204.489,-36.2,,,,,,,,,
Cotton,Eastern Uplands,Yield,lb/acre,,,,,,,,859,716,905,563,,,,,,,,,
Cotton,Eastern Uplands,Price,USD/lb,,,,,,,,0.68,0.46,0.53,0.44,,,,,,,,,
Cotton,Eastern Uplands,Yield (seed),lb/acre,,,,,,,,1390,1157.756509,1463.354027,911.6,,,,,,,,,
Cotton,Eastern Uplands,Price (seed),USD/lb,,,,,,,,0.05,0.046,0.0415,0.0445,,,,,,,,,
Cotton,Eastern Uplands,Enterprise size,acres,,,,,,,,807,807,807,807,,,,,,,,,
Cotton,Eastern Uplands,Irrigated,percent,,,,,,,,4,4,4,4,,,,,,,,,
Cotton,Eastern Uplands,Dryland,percent,,,,,,,,96,96,96,96,,,,,,,,,
Cotton,Fruitful Rim,Primary output,USD/acre,,773.07,304.92,537.3,661.76,346.5,460.46,774.61,795.96,662.75,593.86,799,436.74,584.6,1026.04,879.01,727.76,880.44,843.48,680.6
Cotton,Fruitful Rim,Secondary output,USD/acre,,137.12,73.64,85.26,108.08,87.6,84.14,123.55,175.6126032,159.3761012,186.25,209,158.21,131.67,161.48,195.3,240.84,221.04,164.19,185.64
Cotton,Fruitful Rim,Total output,USD/acre,,910.19,378.56,622.56,769.84,434.1,544.6,898.16,971.5726032,822.1261012,780.11,1008,594.95,716.27,1187.52,1074.31,968.6,1101.48,1007.67,866.24
Cotton,Fruitful Rim,Seed,USD/acre,,23.31,25.87,23.18,30.7,38.01,45.58,27.28,33.79,38.67,44.55,59.64,66.51,76.16,83.32,99.98,102.62,107.29,107.15,109.05
Cotton,Fruitful Rim,Fertilizer,USD/acre,,47.32,41.75,38.72,40.77,43.99,36.75,39.93,42.41,48.91,55.72,78.41,119.77,121.5,94.17,123.74,131.4,128.85,125.02,115.26
Cotton,Fruitful Rim,Chemicals,USD/acre,,96.95,93.99,92.11,92.07,87.46,83.41,88.27,88.27,88.27,91.92,85.69,89.68,98.98,95.41,95.41,100.23,104.08,106.01,101.46
Cotton,Fruitful Rim,Custom operations,USD/acre,,76.87,28.34,74.37,78.46,73.33,74.93,52.59,53.02,55.18,57.69,57.58,57.58,61.52,63.5,64.68,65.97,68.56,70.5,73.54
Cotton,Fruitful Rim,"Fuel, lube, and electricity",USD/acre,,61.45,49.14,51.4,63.8,60.88,50.16,51.85,65.67,84.34,94.99,91.7,112.72,75.13,95.28,117.65,118.95,117.87,117.03,76.23
Cotton,Fruitful Rim,Repairs,USD/acre,,25.19,26.5,25.15,26.56,26.43,26.53,24.62,25.17,26.28,27.22,34.71,35.64,36.57,37.51,38.67,39.83,40.22,40.99,40.91
Cotton,Fruitful Rim,Ginning,USD/acre,,94.08,42.2,88.64,91.4,88.23,90.01,129.1,177.27,173.14,217.09,215.92,171.96,180.2,219.79,137.56,172.94,164.94,174.53,190.47
Cotton,Fruitful Rim,Purchased irrigation water,USD/acre,,54.84,48.55,46.02,48.6,44.57,44.2,22.45,22.63,23.55,24.62,33.59,33.59,35.89,37.04,37.73,38.49,40,41.13,42.9
Cotton,Fruitful Rim,Interest on operating capital,USD/acre,,11.95,8.54,10.34,13.62,7.8,3.76,1.62,2.61,6.21,9.38,9.78,5.09,0.99,0.73,0.36,0.39,0.34,0.25,0.64
Cotton,Fruitful Rim,Total operating costs,USD/acre,,491.96,364.88,449.93,485.98,470.7,455.33,437.71,510.84,544.55,623.18,667.02,692.54,686.94,726.75,715.78,770.82,772.15,782.61,750.46
Cotton,Fruitful Rim,Hired labor,USD/acre,,61.48,60.27,61.03,63.37,64.5,62.86,31.19,31.98,32.98,34.18,25.96,26.84,27.43,27.72,28.01,28.85,29.69,30.25,31.35
Cotton,Fruitful Rim,Opportunity cost of unpaid labor,USD/acre,,29.51,31,31.86,32.28,34.07,37.2,48.64,49.88,51.44,53.31,31.06,32.11,32.81,33.17,33.52,34.52,35.53,36.2,37.51
Cotton,Fruitful Rim,Capital recovery of machinery and equipment,USD/acre,,98.66,95.9,98.01,101.12,104.76,96.69,78.5,84.22,89.94,94.62,128.35,138.43,149.18,154.56,163.97,172.16,177.08,183.64,187.9
Cotton,Fruitful Rim,Opportunity cost of land (rental rate),USD/acre,,117.37,119.7,138.04,155.02,140.34,131.19,79.47,79.47,82.78,81.43,86.98,97.36,111.11,114.48,124.58,140.29,152.64,158.25,161.61
Cotton,Fruitful Rim,Taxes and insurance,USD/acre,,16.63,15.22,16.14,17.12,18.35,17.75,15.3,15.54,15.66,16.47,10,11.1,10.2,10.55,11.1,11.21,11.43,11.66,13.72
Cotton,Fruitful Rim,General farm overhead,USD/acre,,33.61,31.15,33.76,34.7,35.74,35.74,31.23,31.93,33.34,34.53,25.66,26.34,27.04,27.73,28.59,29.45,29.73,30.3,30.25
Cotton,Fruitful Rim,Total allocated overhead,USD/acre,,357.26,353.24,378.84,403.61,397.76,381.43,284.33,293.02,306.14,314.54,308.01,332.18,357.77,368.21,389.77,416.48,436.1,450.3,462.34
Cotton,Fruitful Rim,Total costs listed,USD/acre,,849.22,718.12,828.77,889.59,868.46,836.76,722.04,803.86,850.69,937.72,975.03,1024.72,1044.71,1094.96,1105.55,1187.3,1208.25,1232.91,1212.8
Cotton,Fruitful Rim,Value of production less total costs listed,USD/acre,,60.97,-339.56,-206.21,-119.75,-434.36,-292.16,176.12,167.7126032,-28.56389879,-157.61,32.97,-429.77,-328.44,92.56,-31.24,-218.7,-106.77,-225.24,-346.56
Cotton,Fruitful Rim,Value of production less operating costs,USD/acre,,418.23,13.68,172.63,283.86,-36.6,89.27,460.45,460.7326032,277.5761012,156.93,340.98,-97.59,29.33,460.77,358.53,197.78,329.33,225.06,115.78
Cotton,Fruitful Rim,Yield,lb/acre,,1059,462,995,1034,990,1001,1091,1474,1205,1291,1175,753,740,908,671,827,759,781,820
Cotton,Fruitful Rim,Price,USD/lb,,0.73,0.66,0.54,0.64,0.35,0.46,0.71,0.54,0.55,0.46,0.68,0.58,0.79,1.13,1.31,0.88,1.16,1.08,0.83
Cotton,Fruitful Rim,Yield (seed),lb/acre,,1714,1052,1421,1544,1460,1202,1765,2384.554562,1950.046174,2087.95,1900,1217.47,1197,1468,1085,1338,1228,1263,1326
Cotton,Fruitful Rim,Price (seed),USD/lb,,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.073645873,0.081729399,0.089202515,0.11,0.129863644,0.11,0.11,0.18,0.18,0.18,0.13,0.14
Cotton,Fruitful Rim,Enterprise size,acres,,437,437,437,437,437,437,614,614,614,614,507,507,507,507,507,507,507,507,507
Cotton,Fruitful Rim,Irrigated,percent,,74,74,74,74,74,74,45,45,45,45,57,57,57,57,57,57,57,57,57
Cotton,Fruitful Rim,Dryland,percent,,26,26,26,26,26,26,55,55,55,55,43,43,43,43,43,43,43,43,43
Cotton,Heartland,Primary output,USD/acre,,532,331.98,299,401.52,330.75,324.87,560.95,497.28,452.27,463.54,556.74,613.2,478.44,795.75,862.68,732.19,728.52,689.22,641.11
Cotton,Heartland,Secondary output,USD/acre,,73.8,46.98,50.15,57.05,59.56,63.15,83.82,76.24,60.47,77.25,133.36,194.81,114.64,154.44,199.42,210.86,181.2,177.1,187
Cotton,Heartland,Total output,USD/acre,,605.8,378.96,349.15,458.57,390.31,388.02,644.77,573.52,512.74,540.79,690.1,808.01,593.08,950.19,1062.1,943.05,909.72,866.32,828.11
Cotton,Heartland,Seed,USD/acre,,9.66,9.91,9.63,11.32,13.62,34.38,46.59,57.7,66.03,76.07,95.09,106.04,121.43,132.85,159.42,163.61,171.07,170.84,173.87
Cotton,Heartland,Fertilizer,USD/acre,,34.4,31.84,29.85,31.27,34.97,30.7,39.85,42.32131783,48.81,55.61,75.44,115.24,116.89,90.6,119.06,126.42,123.97,120.28,110.89
Cotton,Heartland,Chemicals,USD/acre,,74.32,74.94,74.32,73.71,73.71,73.09,77.15,77.15,77.15,80.34,78.17,81.81,90.29,87.03,87.03,91.43,94.95,96.71,92.56
Cotton,Heartland,Custom operations,USD/acre,,9.41,6.33,8.19,9.19,12.3,10.76,9.77,9.85,10.25,10.72,13.02,13.02,13.91,14.36,14.63,14.92,15.5,15.94,16.63
Cotton,Heartland,"Fuel, lube, and electricity",USD/acre,,19.76,16.52,17.46,23.29,23.26,20.4,15.87,19.4,25.39,28.27,48.16,63.15,40.89,52.03,65.24,65.11,64.45,65.31,42.06
Cotton,Heartland,Repairs,USD/acre,,32.3,34.57,33.73,34.47,33.99,34.91,22.39,22.89126866,23.9,24.75,41.14,42.24,43.35,44.45,45.83,47.21,47.67,48.58,48.49
Cotton,Heartland,Ginning,USD/acre,,63.88,42.25,54.65,60.29,79.4,70.04,93.49,114.05,104.89,111.55,145.81,154.86,132.97,164.34,149.58,161.42,156.21,188.15,187.88
Cotton,Heartland,Purchased irrigation water,USD/acre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotton,Heartland,Interest on operating capital,USD/acre,,6.12,5.18,5.36,7.02,4.57,2.31,1.12,1.81,4.28,6.52,7.78,4.27,0.81,0.59,0.32,0.34,0.3,0.23,0.57
Cotton,Heartland,Total operating costs,USD/acre,,249.85,221.54,233.19,250.56,275.82,276.59,306.23,345.1725865,360.7,393.83,504.61,580.63,560.54,586.25,641.11,670.46,674.12,706.04,672.95
Cotton,Heartland,Hired labor,USD/acre,,22.01,22.9,25.01,26.28,27.95,29.62,15.06,15.44,15.92,16.5,16.6,17.16,17.54,17.73,17.91,18.45,18.99,19.35,20.04
Cotton,Heartland,Opportunity cost of unpaid labor,USD/acre,,17.45,17.94,18.72,19.35,19.9,22.57,20.49,21.01,21.67,22.46,25.97,26.85,27.44,27.73,28.02,28.86,29.71,30.27,31.36
Cotton,Heartland,Capital recovery of machinery and equipment,USD/acre,,120.74,119.4,125.39,126.02,130.55,120.68,59.9,64.26,68.62,72.19,152.19,164.14,176.89,183.27,194.42,204.14,209.97,217.75,222.81
Cotton,Heartland,Opportunity cost of land (rental rate),USD/acre,,104.9,62.88,56.71,77.87,63.31,63.19,56.01,56.01,58.34,57.39,76.82,85.99,98.13,101.11,110.03,123.9,134.81,139.76,142.74
Cotton,Heartland,Taxes and insurance,USD/acre,,6.88,6.6,7.03,7.45,7.81,7.95,8.51,8.64,8.71,9.16,6.69,7.43,6.82,7.06,7.43,7.5,7.65,7.8,9.18
Cotton,Heartland,General farm overhead,USD/acre,,6.27,5.92,6.43,6.59,6.81,6.96,19.21,19.64,20.51,21.24,13.1,13.45,13.8,14.16,14.59,15.03,15.18,15.47,15.44
Cotton,Heartland,Total allocated overhead,USD/acre,,278.25,235.64,239.29,263.56,256.33,250.97,179.18,185,193.77,198.94,291.37,315.02,340.62,351.06,372.4,397.88,416.31,430.4,441.57
Cotton,Heartland,Total costs listed,USD/acre,,528.1,457.18,472.48,514.12,532.15,527.56,485.41,530.1725865,554.47,592.77,795.98,895.65,901.16,937.31,1013.51,1068.34,1090.43,1136.44,1114.52
Cotton,Heartland,Value of production less total costs listed,USD/acre,,77.7,-78.22,-123.33,-55.55,-141.84,-139.54,159.36,43.34741351,-41.73,-51.98,-105.88,-87.64,-308.08,12.88,48.59,-125.29,-180.71,-270.12,-286.41
Cotton,Heartland,Value of production less operating costs,USD/acre,,355.95,157.42,115.96,208.01,114.49,111.43,338.54,228.3474135,152.04,146.96,185.49,227.38,32.54,363.94,420.99,272.59,235.6,160.28,155.16
Cotton,Heartland,Yield,lb/acre,,760,503,650,717,945,833,863,1036,923,946,1031,1095,886,1061,948,1003,934,1094,1051
Cotton,Heartland,Price,USD/lb,,0.7,0.66,0.46,0.56,0.35,0.39,0.65,0.48,0.49,0.49,0.54,0.56,0.54,0.75,0.91,0.73,0.78,0.63,0.61
Cotton,Heartland,Yield (seed),lb/acre,,1230,783,1003,1141,1489,1263,1397,1675.700211,1493.082327,1529.79,1667,1771.33,1433,1716,1534,1622,1510,1771,1700
Cotton,Heartland,Price (seed),USD/lb,,0.06,0.06,0.05,0.05,0.04,0.05,0.06,0.0455,0.0405,0.0505,0.08,0.10625,0.08,0.09,0.13,0.13,0.12,0.1,0.11
Cotton,Heartland,Enterprise size,acres,,459,459,459,459,459,459,893,893,893,893,861,861,861,861,861,861,861,861,861
Cotton,Heartland,Irrigated,percent,,33,33,33,33,33,33,51,51,51,51,61,61,61,61,61,61,61,61,61
Cotton,Heartland,Dryland,percent,,67,67,67,67,67,67,49,49,49,49,39,39,39,39,39,39,39,39,39
Cotton,Mississippi Portal,Primary output,USD/acre,,542.03,429.65,311.42,358.02,275.5,355.05,627.25,488.04,440.02,456.19,540.96,477.68,410.85,712.12,799.48,682.04,842.93,702.72,599.02
Cotton,Mississippi Portal,Secondary output,USD/acre,,65.45,60.54,48.32,61.95,64.84,67.8,78.1,76.17,63.61,75.27,125.04,151.8,96.64,136.35,182.78,210.99,207.24,177.7,190.68
Cotton,Mississippi Portal,Total output,USD/acre,,607.48,490.19,359.74,419.97,340.34,422.85,705.35,564.21,503.63,531.46,666,629.48,507.49,848.47,982.26,893.03,1050.17,880.42,789.7
Cotton,Mississippi Portal,Seed,USD/acre,,19.16,19.51,19.42,45.54,55.72,67.79,52.25,64.71,74.06,85.32,81.1,90.44,103.56,113.3,135.96,139.54,145.9,145.7,148.29
Cotton,Mississippi Portal,Fertilizer,USD/acre,,39.61,36.64,34.71,36.34,40.52,35.75,46.67,49.56,57.16,65.12,80.08,122.32,124.08,96.18,126.38,134.2,131.59,127.68,117.72
Cotton,Mississippi Portal,Chemicals,USD/acre,,83.73,85.46,86.03,85.29,85.75,85.29,104.42,104.42,104.42,108.73,91.48,95.73,105.66,101.85,101.85,107,111.11,113.17,108.32
Cotton,Mississippi Portal,Custom operations,USD/acre,,16.79,14.11,14.35,14.28,16.03,17.4,45.03,45.4,47.25,49.4,26.79,26.79,28.62,29.54,30.09,30.69,31.9,32.8,34.22
Cotton,Mississippi Portal,"Fuel, lube, and electricity",USD/acre,,23.79,19.58,20.39,30.89,33.87,25.27,18.08,21.22,27.85,31.1,36.75,46.91,30.79,39.36,49.63,50.17,50.67,50.4,32.08
Cotton,Mississippi Portal,Repairs,USD/acre,,30.54,32.78,31.78,32.86,33.5,33.14,22.99,23.5,24.54,25.42,37.55,38.55,39.57,40.57,41.83,43.09,43.51,44.34,44.26
Cotton,Mississippi Portal,Ginning,USD/acre,,64.49,52.67,53.87,52.74,57.62,62.85,109.29,114.67,106.72,114.8,143.03,126.3,117.38,151.95,143.55,169,186.83,197.7,183.79
Cotton,Mississippi Portal,Purchased irrigation water,USD/acre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotton,Mississippi Portal,Interest on operating capital,USD/acre,,6.97,6.25,6.13,8.59,5.45,2.76,1.53,2.44,5.7,8.63,7.84,4.05,0.8,0.57,0.31,0.34,0.31,0.23,0.57
Cotton,Mississippi Portal,Total operating costs,USD/acre,,285.08,267,266.68,306.53,328.46,330.25,400.26,425.92,447.7,488.52,504.62,551.09,550.46,573.32,629.6,674.03,701.82,712.02,669.25
Cotton,Mississippi Portal,Hired labor,USD/acre,,36.86,39.06,40.64,41.11,42.65,44.68,16.8,17.23,17.77,18.42,15.74,16.27,16.63,16.81,16.98,17.49,18,18.34,19.01
Cotton,Mississippi Portal,Opportunity cost of unpaid labor,USD/acre,,21.23,21.36,21.8,22.68,23.26,23.83,24.23,24.85,25.63,26.56,19.32,19.97,20.41,20.63,20.85,21.47,22.1,22.52,23.33
Cotton,Mississippi Portal,Capital recovery of machinery and equipment,USD/acre,,111.72,110.84,115.65,116.74,120.94,109.66,66.13,70.95,75.77,79.71,128.63,138.73,149.51,154.89,164.32,172.54,177.47,184.04,188.31
Cotton,Mississippi Portal,Opportunity cost of land (rental rate),USD/acre,,48.7,46.04,58.84,54.07,54.48,55.77,76.5,76.5,79.69,78.39,78.29,87.63,100.01,103.04,112.13,126.27,137.39,142.44,145.47
Cotton,Mississippi Portal,Taxes and insurance,USD/acre,,14.1,13.58,14.17,14.86,15.52,16.13,8.89,9.03,9.1,9.57,9.31,10.33,9.5,9.82,10.33,10.44,10.64,10.85,12.77
Cotton,Mississippi Portal,General farm overhead,USD/acre,,15.33,14.59,15.86,16.33,17.05,17.2,16.27,16.63,17.36,17.98,18.22,18.71,19.2,19.69,20.3,20.91,21.11,21.52,21.48
Cotton,Mississippi Portal,Total allocated overhead,USD/acre,,247.94,245.47,266.96,265.79,273.9,267.27,208.82,215.19,225.32,230.63,269.51,291.64,315.26,324.88,344.91,369.12,386.71,399.71,410.37
Cotton,Mississippi Portal,Total costs listed,USD/acre,,533.02,512.47,533.64,572.32,602.36,597.52,609.08,641.11,673.02,719.15,774.13,842.73,865.72,898.2,974.51,1043.15,1088.53,1111.73,1079.62
Cotton,Mississippi Portal,Value of production less total costs listed,USD/acre,,74.46,-22.28,-173.9,-152.35,-262.02,-174.67,96.27,-76.9,-169.39,-187.69,-108.13,-213.25,-358.23,-49.73,7.75,-150.12,-38.36,-231.31,-289.92
Cotton,Mississippi Portal,Value of production less operating costs,USD/acre,,322.4,223.19,93.06,113.44,11.88,92.6,305.09,138.29,55.93,42.94,161.38,78.39,-42.97,275.15,352.66,219,348.35,168.4,120.45
Cotton,Mississippi Portal,Yield,lb/acre,,809,661,677,663,725,789,965,996,898,931,966,853,747,937,869,1003,1067,1098,982
