PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,FKHTBTU8 ,FKCLBTU8 ,FKWTBTU8 ,FKCKBTU8 ,FKMSBTU8 ,DHHTBTU8 ,DHCLBTU8 ,DHWTBTU8 ,DHCKBTU8 ,DHMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5423,1,2,4000,2,4,5,1,1,2,2,2,2,2739.65,8,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5424,2,3,1100,2,5,14,1,2,2,2,2,2,1671.85,13,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5425,3,5,1500000,10,7,2,1,1,1,2,1,2,3.88,23,1,0,0,0,0,342703,130753879,0,18625121,0,0
5426,2,3,8800,3,2,25,1,1,2,2,2,2,2459.66,12,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5428,3,7,1200,2,3,1,2,2,2,2,2,2,1945.16,35,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5429,4,8,83000,6,7,4,1,1,2,2,1,2,122.89,37,2,                  ,                  ,                  ,                  ,                  ,8227034,0,115966,0,0
5430,3,7,3500,2,4,26,1,1,2,2,2,2,2544.74,35,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5431,4,8,24250,4,1,2,1,1,2,2,2,2,406.42,37,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5432,4,9,7200,3,6,5,1,2,2,2,2,2,1433.2,43,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5433,2,4,12000,4,3,26,1,1,2,2,2,2,776.54,19,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5434,3,5,4500,2,7,26,1,2,2,2,2,2,2314.83,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5435,3,5,210000,8,4,14,1,2,1,1,2,2,133.87,21,1,7227663,0,263546,0,0,                  ,                  ,                  ,                  ,                  
5436,2,3,50000,5,5,2,1,1,2,2,1,2,199.06,64,1,                  ,                  ,                  ,                  ,                  ,13497000,0,0,0,0
5437,2,3,7700,3,1,2,1,1,2,2,2,2,679.47,13,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5438,3,7,104000,7,5,23,1,1,2, ,2,2,187.34,32,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5439,3,5,36000,5,6,23,1,1,2, ,2,2,381.66,21,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5440,2,3,2000,2,5,25,1,1,2,2,2,2,2724.37,54,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5441,3,5,98000,6,3,2,1,1,1,2,2,2,115.1,56,1,0,0,0,0,3467,                  ,                  ,                  ,                  ,                  
5442,2,4,2200,2,6,15,1,1,2,2,2,2,1528.98,17,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5443,3,5,1950,2,3,25,1,2,2,1,2,2,2655.58,21,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5444,2,3,2500,2,3,2,1,1,2,2,2,2,1536.54,11,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5447,2,3,40500,5,7,26,1,1,2,2,2,2,199.06,12,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5448,3,6,1700,2,5,15,1,1,2,2,2,2,480.52,31,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5449,2,3,18500,4,1,2,1,1,2,2,2,2,780.38,64,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5450,3,5,32000,5,8,17,1,1,1,2,2,2,461.3,24,2,0,0,0,0,34950,                  ,                  ,                  ,                  ,                  
5451,2,4,2000,2,6,5,2,2,2,2,2,2,3110.9,17,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5452,3,5,40000,5,5,25,1,2,2,2,2,2,381.66,24,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5453,3,5,1500,2,6,14,1,2,2,2,2,2,1769.43,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5454,1,2,20000,4,2,26,1,1,2,2,2,2,406.42,7,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5455,3,7,4200,2,3,12,1,1,2,2,2,2,2544.74,57,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5456,4,9,6400,3,2,23,1,1,2, ,2,2,749.23,62,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5457,1,2,3700,2,3,26,1,1,1,2,2,2,2739.65,4,2,23993,0,0,0,0,                  ,                  ,                  ,                  ,                  
5458,4,9,225000,8,6,16,1,1,2,2,2,2,66.58,62,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5459,2,3,5400,3,1,12,1,1,2,2,2,2,776.54,14,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5460,3,5,18000,4,5,18,1,2,2,2,2,2,123.91,27,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5462,1,2,48500,5,4,2,1,1,2,2,2,2,140.65,4,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5463,2,3,8200,3,2,5,1,1,2,2,2,2,2724.37,14,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5466,1,1,4000,2,1,18,1,2,1,2,2,2,1926.09,1,1,77235,0,0,0,0,                  ,                  ,                  ,                  ,                  
5467,1,2,42500,5,1,5,1,2,2,2,2,2,156.64,4,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5468,2,3,54000,6,3,14,1,1,2,2,2,2,102.17,13,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5469,2,4,10500,4,7,2,1,1,2,2,2,2,776.54,18,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5471,2,4,11000,4,3,2,1,1,2,2,2,2,864.37,18,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5474,3,5,29500,5,6,2,1,2,1,1,2,2,807.37,26,1,0,0,0,0,34673,                  ,                  ,                  ,                  ,                  
5476,3,5,1500000,10,2,2,1,1,2,2,1,2,3.88,23,1,                  ,                  ,                  ,                  ,                  ,57937703,0,2724417,651880,0
5477,2,3,26000,5,4,12,1,1,2,2,2,2,369.82,50,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5478,2,3,16750,4,3,2,1,1,1,2,2,2,402.35,13,2,0,0,0,0,6935,                  ,                  ,                  ,                  ,                  
5479,3,7,80000,6,5,25,1,1,2,2,2,2,343.4,33,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5480,1,1,25000,4,2,2,1,2,1,2,2,2,406.42,3,1,1202997,0,0,0,0,                  ,                  ,                  ,                  ,                  
5481,3,5,128000,7,7,14,1,1,2,2,2,1,1341.81,27,1,                  ,                  ,                  ,                  ,                  ,12162000,0,0,0,0
5482,3,5,10000,3,5,11,1,2,1,1,2,2,808.04,21,1,0,0,565,118358,457698,                  ,                  ,                  ,                  ,                  
5483,2,3,1600,2,2,26,1,1,2,2,2,2,3110.9,11,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5484,1,2,16250,4,1,14,1,1,2,2,2,2,406.42,5,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5485,2,4,150000,7,5,91,1,1,2,1,2,2,76.75,17,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5486,3,7,198000,7,7,7,1,1,1,2,2,2,147.46,32,1,0,0,0,0,52147,                  ,                  ,                  ,                  ,                  
5488,3,5,53000,6,4,14,1,1,1,2,2,2,136.88,21,1,540891,0,0,0,0,                  ,                  ,                  ,                  ,                  
5491,3,5,68000,6,7,14,1,1,2,2,2,2,331.3,56,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5492,1,2,260000,8,4,2,1,2,1,1,1,2,7.15,8,1,0,0,0,0,27738,7273986,0,36014,0,0
5494,3,6,136000,7,2,2,1,1,2,2,2,2,74.65,31,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5495,2,3,12500,4,7,8,1,2,2,2,2,2,164.92,13,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5496,4,9,80000,6,4,14,1,1,2,2,2,2,196.45,43,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5497,3,5,15000,4,8,5,1,2,2,2,2,2,1331.23,27,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5498,2,3,5000,2,6,13,1,1,2,2,2,2,2724.37,11,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5499,2,3,176000,7,3,2,1,1,2,2,1,2,214.44,64,2,                  ,                  ,                  ,                  ,                  ,24008432,0,1898568,0,0
5500,3,5,2000,2,3,12,1,1,2,2,2,2,2314.83,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5501,1,2,1000000,9,6,2,1,1,1,2,1,2,28.44,82,2,0,0,0,0,48542,43263475,0,4762525,0,0
5502,4,9,1200,2,2,15,1,1,2,2,2,2,1872.17,59,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5503,1,1,80000,6,6,18,1,1,2,2,2,2,132.45,3,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5504,1,2,57000,6,4,14,1,1,1,2,2,2,40.26,63,1,0,0,0,0,2774,                  ,                  ,                  ,                  ,                  
5505,3,7,8000,3,6,26,1,1,2,2,2,2,734.43,32,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5506,2,3,2350,2,2,12,1,1,2,2,2,2,2724.37,60,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5507,3,5,64000,6,7,23,1,1,2, ,2,2,183.82,26,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5508,1,1,10500,4,6,23,1,1,2, ,2,2,568.7,2,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5510,1,2,3850,2,4,2,1,2,1,2,2,2,2739.65,10,1,112371,0,4128,0,0,                  ,                  ,                  ,                  ,                  
5512,1,2,29500,5,5,23,1,1,2, ,2,2,410.56,10,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5513,2,3,320000,8,4,14,1,1,2,2,2,2,22.87,11,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5514,1,2,58000,6,5,6,1,1,2,2,2,2,221.72,9,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5515,3,5,50000,5,8,14,1,1,2,2,2,2,331.3,56,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5516,4,9,12000,4,4,18,1,1,2,2,2,2,1926.09,62,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5517,4,8,20000,4,5,2,1,1,2,2,2,2,406.42,39,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5518,3,7,65000,6,6,6,1,1,2,1,2,2,343.4,33,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5519,2,3,400000,8,8,2,1,1,1,2,2,2,73.78,16,1,0,0,0,0,136332,                  ,                  ,                  ,                  ,                  
5520,4,9,5200,3,5,5,1,2,2,1,2,2,869.22,55,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5522,2,3,310000,8,3,4,1,2,2,2,1,2,38.86,16,2,                  ,                  ,                  ,                  ,                  ,44746751,0,421249,0,0
5523,4,9,42000,5,5,2,1,1,2,2,2,2,242.54,47,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5524,4,9,64000,6,5,1,1,1,2,2,2,2,437.79,55,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5525,3,7,1350,2,2,2,1,2,2,2,2,2,2314.83,32,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5526,1,2,2200,2,3,2,1,1,2,2,2,2,1926.09,7,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5527,1,2,275000,8,6,16,1,1,1,2,2,2,12.37,7,2,118454,0,0,0,20236,                  ,                  ,                  ,                  ,                  
5528,3,5,495000,8,6,16,1,1,1,2,2,2,11.84,28,1,185529,0,0,0,411589,                  ,                  ,                  ,                  ,                  
5529,4,9,2400,2,7,14,1,2,2,2,2,2,1926.09,55,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5530,2,4,40000,5,2,13,1,1,2,2,2,2,780.38,48,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5531,3,5,900000,9,6,24,1,1,1, ,2,2,20.34,21,2,0,0,0,0,186815,                  ,                  ,                  ,                  ,                  
5533,4,9,4050,2,8,7,1,2,2,1,2,2,1926.09,41,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5534,2,3,4000,2,2,2,1,1,2,2,2,2,1179.27,104,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5536,1,1,76000,6,8,2,1,1,1,2,2,2,221.72,53,2,0,0,0,0,13869,                  ,                  ,                  ,                  ,                  
5537,3,7,150000,7,8,14,1,1,2,2,2,2,392.68,49,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5538,1,1,12250,4,6,23,1,1,2, ,2,2,2739.65,2,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5539,1,2,8100,3,6,12,1,1,2,2,2,2,365.45,7,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5540,2,3,20000,4,3,23,1,1,2, ,2,2,220.48,64,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5541,3,5,28000,5,6,23,1,2,2, ,2,2,815.61,28,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5542,3,5,9600,3,6,14,1,1,2,2,2,2,734.43,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5543,2,4,1600,2,1,13,1,2,2,2,2,2,780.38,18,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5544,3,7,180000,7,8,12,1,1,1,2,2,2,70.71,57,1,0,0,0,0,72674,                  ,                  ,                  ,                  ,                  
5545,4,9,5600,3,1,25,1,1,2,2,2,2,950.84,42,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5547,2,4,2800,2,2,1,2,2,2,2,2,2,1536.49,20,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5548,1,2,1250,2,6,5,1,2,2,2,2,2,4023.87,9,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5549,3,5,61000,6,7,14,1,1,2,2,2,2,734.43,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5551,3,6,1400,2,2,12,1,2,2,2,2,2,2314.83,30,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5552,4,8,22000,4,7,17,1,1,2,2,2,2,40.03,37,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5553,4,9,800000,9,5,2,1,1,2,2,2,2,57.56,42,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5554,1,2,210000,8,3,1,1,2,2,2,2,2,171.88,4,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5555,3,5,90000,6,7,14,1,1,2,2,2,2,331.3,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5556,3,5,235000,8,6,14,1,2,1,2,1,2,41.2,23,2,0,0,0,0,27738,16127980,0,1228020,0,0
5557,3,7,35000,5,5,2,1,2,2,2,2,2,190.78,49,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5558,3,7,19000,4,5,14,1,2,2,2,2,2,460.92,36,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5559,1,2,9600,3,6,25,1,1,2,2,2,2,2739.65,4,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5560,3,7,67000,6,7,14,1,2,2,2,2,2,318.68,34,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5561,2,4,39500,5,4,25,1,1,2,2,2,2,408.27,48,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5562,3,5,71000,6,7,8,1,2,2,2,2,2,121.02,26,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5563,3,5,72000,6,8,13,1,1,2,2,2,2,111.13,24,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5564,4,9,41500,5,6,2,1,1,2,2,2,2,221.81,47,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5565,3,6,150000,7,3,14,1,2,1,2,1,2,90.4,30,1,0,0,0,0,13869,10246000,0,0,0,0
5566,1,2,28500,5,5,17,1,1,2,2,2,2,456.4,6,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5567,1,2,1200,2,4,1,1,1,2,2,2,2,2739.65,4,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5568,3,5,190000,7,7,7,1,2,2,2,2,1,205.61,22,1,                  ,                  ,                  ,                  ,                  ,25754000,0,0,0,0
5569,3,5,81000,6,7,23,1,2,2, ,2,2,190.78,26,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5570,3,7,16000,4,5,23,1,1,2, ,2,2,140.13,33,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5571,3,7,51000,6,6,5,1,1,2,2,2,2,734.43,32,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5573,3,7,59000,6,6,6,1,1,2,2,2,2,70.78,36,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5577,1,2,10000,3,2,6,1,1,2,2,2,2,869.22,4,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5578,2,3,4500,2,6,1,1,1,2,2,2,2,1701.91,12,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5579,1,2,136000,7,1,2,1,2,2,2,2,1,43,107,1,                  ,                  ,                  ,                  ,                  ,19325000,0,0,0,0
5580,1,2,75000,6,2,14,1,1,1,2,2,2,360.63,5,2,1270123,0,0,0,0,                  ,                  ,                  ,                  ,                  
5581,2,3,10000,3,8,5,1,1,2,2,2,2,2724.37,11,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5582,2,3,15500,4,6,2,1,1,2,2,2,2,780.38,14,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5583,1,2,1600,2,3,26,1,1,2,2,2,2,2739.65,6,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5584,3,5,1300,2,4,6,1,2,2,2,2,2,2314.83,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5586,1,1,3800,2,3,5,1,1,1,2,2,2,2739.65,3,1,190699,0,0,0,0,                  ,                  ,                  ,                  ,                  
5592,3,6,6100,3,7,7,1,1,1,2,2,2,1769.43,29,1,0,0,0,0,32037,                  ,                  ,                  ,                  ,                  
5593,1,2,205000,8,1,14,1,1,1,2,2,2,4.25,102,1,884149,0,0,0,0,                  ,                  ,                  ,                  ,                  
5594,3,5,4450,2,7,7,1,1,2,2,2,2,2314.83,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5596,1,2,290000,8,1,2,1,2,1,2,2,2,46.81,82,1,5468420,0,0,4759274,0,                  ,                  ,                  ,                  ,                  
5597,1,1,1200,2,6,2,1,2,2,2,2,2,2803,2,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5598,2,3,480000,8,4,16,1,1,1,2,2,2,12.35,125,2,0,0,0,0,427581,                  ,                  ,                  ,                  ,                  
5599,2,4,13750,4,2,25,1,1,2,2,2,2,363.08,17,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5600,4,9,600000,9,2,2,1,1,1,2,2,2,5.32,42,2,0,0,0,0,16643,                  ,                  ,                  ,                  ,                  
5603,1,2,69000,6,5,2,1,1,2,2,2,2,80.53,6,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5605,4,8,15250,4,5,23,1,1,2, ,2,2,1538.94,37,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5606,4,8,134000,7,4,16,1,1,1,2,2,2,34.31,39,1,0,0,0,0,13869,                  ,                  ,                  ,                  ,                  
5607,4,8,2250,2,4,18,1,1,2,2,2,2,456.4,38,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5608,2,4,50000,5,4,2,1,1,2,2,2,2,199.06,48,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5609,3,5,72000,6,5,14,1,2,2,2,1,2,471.14,25,2,                  ,                  ,                  ,                  ,                  ,6998000,0,0,0,0
5610,2,3,1600000,10,5,16,1,1,1,2,2,2,8.1,15,1,0,0,0,0,554760,                  ,                  ,                  ,                  ,                  
5611,3,5,2000,2,5,25,1,2,2,2,2,2,734.43,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5612,3,7,220000,8,7,13,1,1,2,2,2,1,3.29,33,1,                  ,                  ,                  ,                  ,                  ,30156000,0,0,0,0
5613,2,4,28500,5,7,12,1,1,2,2,2,2,787.04,17,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5614,1,2,215000,8,4,13,1,2,2,2,1,2,3.19,5,2,                  ,                  ,                  ,                  ,                  ,31640679,0,194321,0,0
5615,3,7,2000,2,2,25,1,1,2,2,2,2,2314.83,32,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5616,2,4,9200,3,8,13,1,2,2,2,2,2,402.35,18,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5617,2,3,30500,5,1,13,1,1,2,2,2,2,220.48,11,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5618,2,3,28000,5,6,4,1,1,2,2,1,2,75.88,16,1,                  ,                  ,                  ,                  ,                  ,3005429,0,65571,0,0
5619,4,9,11250,4,4,1,1,1,2,2,2,2,2996.93,62,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5620,4,9,160000,7,1,14,1,1,2,2,2,2,83.77,43,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5621,3,7,5000,2,2,15,1,1,2,2,2,2,1589.69,34,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5624,1,2,114000,7,1,14,1,1,2,2,2,2,253.57,5,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5626,2,3,48000,5,4,17,1,1,1,2,2,2,126.28,64,2,0,0,0,0,37585,                  ,                  ,                  ,                  ,                  
5627,4,8,11000,4,2,14,1,1,2,2,1,2,446.21,39,1,                  ,                  ,                  ,                  ,                  ,1608000,0,0,0,0
5628,3,5,3000,2,5,5,1,2,2,1,2,2,2314.83,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5629,4,9,35000,5,7,2,1,1,2,2,2,2,406.42,43,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5631,3,5,1500,2,7,25,1,2,2,2,2,2,2314.83,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5632,2,3,89000,6,8,6,1,1,1,1,2,2,220.48,15,1,0,0,0,0,20706,                  ,                  ,                  ,                  ,                  
5633,2,3,98000,6,4,14,1,1,2,2,2,2,214.9,12,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5634,2,4,1200,2,6,26,1,2,2,1,2,2,2447.55,18,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5636,4,8,4800,2,4,12,1,1,2,2,2,2,2739.65,38,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5637,3,7,1550,2,2,12,1,1,2,2,2,2,2226.65,34,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5638,3,7,10000,3,2,5,1,1,2,2,2,2,807.37,35,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5639,1,2,5000,2,2,25,1,1,2,2,2,2,869.22,6,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5640,3,5,17750,4,5,23,1,2,2, ,2,2,2314.83,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5641,4,8,33000,5,4,16,1,2,1,2,2,2,143.32,37,2,0,0,0,0,6935,                  ,                  ,                  ,                  ,                  
5642,3,6,27500,5,5,23,1,1,2, ,2,2,346.9,31,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5644,2,3,5100,3,3,12,1,1,2,2,2,2,317.7,13,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5645,3,5,50000,5,6,2,1,1,2,2,2,2,68.04,22,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5646,1,2,7700,3,1,25,1,1,2,2,2,2,199.37,4,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5647,4,9,2050,2,6,2,1,2,2,1,2,2,1701.66,40,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5648,1,1,136000,7,2,14,1,1,1,2,1,2,22.68,104,2,0,0,0,0,64768,12589429,0,1001571,0,0
5649,1,1,152000,7,1,2,1,1,1,2,2,2,86.75,3,2,6994691,0,0,0,0,                  ,                  ,                  ,                  ,                  
5650,3,7,20000,4,8,13,1,2,2,2,2,2,2544.74,49,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5651,4,8,6000,3,6,5,1,1,2,2,2,2,781.6,38,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
