# File: EIA_860_generators_retired_2016.csv
# Title: EIA 2016 Form EIA-860 Data - Schedule 3; 'Generator Data' (Retired & Canceled Units Only)
# Unit: MW
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia860/
# Column types: cicccccinni 
# ----------
State,Plant.Code,Generator.ID,Status,Technology,Prime.Mover,Energy.Source.1,Operating.Year,Nameplate.Capacity..MW.,Summer.Capacity..MW.,Retirement.Year
PA,54693,GT,,,,,,,,
PA,54693,GT,,,,,,,,
IA,54700,GEN9,IP,Landfill Gas,IC,LFG,,1.6,1.6,
IA,54713,1233,RE,Petroleum Liquids,IC,DFO,1996,1,1,2000
CA,54724,OE10,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE11,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE12,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE13,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE21,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE22,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE23,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE24,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE25,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE26,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OE27,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC1,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC2,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC3,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC4,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC5,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC6,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC7,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC8,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
CA,54724,OEC9,RE,Geothermal,ST,GEO,1987,1.2,0.9,2007
AL,54743,1,RE,All Other,ST,WH,1951,0.8,0.7,2009
AL,54743,2,RE,All Other,ST,WH,1951,0.8,0.7,2009
AL,54763,3TG,RE,Wood/Wood Waste Biomass,ST,BLQ,2003,19,16,2012
AL,54763,ITG,RE,Wood/Wood Waste Biomass,ST,BLQ,1957,10,9.2,2003
OK,54779,GEN3,RE,Natural Gas Steam Turbine,ST,NG,1950,1.5,1.6,2010
IL,54780,T5,RE,Natural Gas Steam Turbine,ST,NG,1955,3,3,2003
NY,54782,GE19,IP,Landfill Gas,IC,LFG,,1.6,1.6,
NY,54782,GE20,IP,Landfill Gas,IC,LFG,,1.6,1.6,
NY,54782,GE21,IP,Landfill Gas,IC,LFG,,1.6,1.6,
NY,54782,GE22,IP,Landfill Gas,IC,LFG,,1.6,1.6,
MN,54794,EXIS,RE,Onshore Wind Turbine,WT,WND,1994,21.9,21.9,2016
MD,54795,GEN3,RE,Natural Gas Steam Turbine,ST,NG,1959,2.5,2.5,2000
CA,54800,9930,RE,Natural Gas Internal Combustion Engine,IC,NG,1983,0.7,0.7,2000
NM,54814,GENA,RE,Natural Gas Fired Combustion Turbine,GT,NG,1981,30.4,30.4,2016
NM,54814,GENB,RE,Natural Gas Fired Combustion Turbine,GT,NG,1981,30.4,30.4,2016
NM,54814,GO1A,RE,Natural Gas Fired Combustion Turbine,GT,NG,1996,30.4,30.4,2016
NM,54814,GO1B,RE,Natural Gas Fired Combustion Turbine,GT,NG,1996,30.4,30.4,2016
AK,54834,EN-1,RE,Petroleum Liquids,IC,DFO,1954,1,1,2009
AK,54834,EN-2,RE,Petroleum Liquids,IC,DFO,1954,1,1,2009
AK,54834,EN-3,RE,Petroleum Liquids,IC,DFO,1954,1,1,2009
WI,54842,GEN1,RE,Landfill Gas,IC,LFG,1991,0.8,0.8,2006
WI,54842,GEN2,RE,Landfill Gas,IC,LFG,1991,0.8,0.8,2006
WI,54842,GEN3,RE,Landfill Gas,IC,LFG,1991,0.8,0.8,2006
GA,54848,GEN1,RE,Petroleum Liquids,IC,DFO,1986,0.4,0.4,2013
GA,54848,GEN2,RE,Petroleum Liquids,IC,DFO,1986,0.4,0.4,2013
GA,54848,GEN3,RE,Petroleum Liquids,IC,DFO,1986,0.4,0.4,2013
WI,54851,GEN2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,17.5,13,2013
WI,54857,1ST,RE,Conventional Steam Coal,ST,BIT,1940,2.5,2.5,2008
WI,54857,2ST,RE,Conventional Steam Coal,ST,BIT,1964,9.3,9.3,2008
GA,54880,TUR1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1986,1,0.9,2002
GA,54880,WP1,RE,Petroleum Liquids,IC,DFO,1988,1.1,1.1,2006
GA,54880,WPH1,RE,Petroleum Liquids,IC,DFO,1988,1.1,1.1,2013
GA,54880,WPH2,RE,Petroleum Liquids,IC,DFO,1989,1.2,1.2,2013
GA,54880,WPH3,RE,Petroleum Liquids,IC,DFO,1988,1,1,2013
WI,54885,3TB,RE,Natural Gas Steam Turbine,ST,NG,1980,15.9,15.9,2009
WI,54885,4TB,RE,Natural Gas Steam Turbine,ST,NG,1968,19.3,19.3,2009
IL,54886,GEN2,RE,Natural Gas Internal Combustion Engine,IC,NG,1993,0.8,0.8,2015
NC,54899,1,RE,Conventional Hydroelectric,HY,WAT,1919,20,21,2012
NC,54899,2,RE,Conventional Hydroelectric,HY,WAT,1919,20,21,2012
NC,54899,3,RE,Conventional Hydroelectric,HY,WAT,1919,20,21,2012
NC,54899,4,RE,Conventional Hydroelectric,HY,WAT,1919,20,21,2012
NJ,54913,GEN1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1995,6.5,6.5,2004
NJ,54913,GEN2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1995,6.5,6.5,2004
IL,54924,1,RE,Natural Gas Internal Combustion Engine,IC,NG,1994,0.8,0.8,2016
IL,54924,2,RE,Natural Gas Internal Combustion Engine,IC,NG,1994,0.8,0.8,2016
IL,54924,3,RE,Natural Gas Internal Combustion Engine,IC,NG,1994,0.8,0.8,2016
IL,54924,4,RE,Natural Gas Internal Combustion Engine,IC,NG,1994,0.8,0.8,2016
IL,54924,5,RE,Natural Gas Internal Combustion Engine,IC,NG,1994,0.8,0.8,2016
IL,54924,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1994,0.8,0.8,2016
IL,54924,7,RE,Natural Gas Internal Combustion Engine,IC,NG,1994,0.8,0.8,2016
IL,54924,8,RE,Natural Gas Internal Combustion Engine,IC,NG,1994,0.8,0.8,2016
IA,54929,6110,RE,Petroleum Liquids,IC,DFO,1995,1.6,1.6,2003
IA,54930,5100,RE,Petroleum Liquids,IC,DFO,1995,1.6,1.6,2011
IA,54930,5200,RE,Petroleum Liquids,IC,DFO,1995,1.6,1.6,2011
IA,54930,5300,RE,Petroleum Liquids,IC,DFO,1995,1.6,1.6,2011
IA,54930,5400,RE,Petroleum Liquids,IC,DFO,1995,1.6,1.6,2011
IA,54930,5500,RE,Petroleum Liquids,IC,DFO,1995,1.6,1.6,2011
MD,54935,1,RE,Municipal Solid Waste,ST,MSW,1987,1.2,1.1,2016
MN,54939,UNT3,RE,Landfill Gas,IC,LFG,1994,0.9,0.8,2007
TX,54962,UN73,RE,Natural Gas Internal Combustion Engine,IC,NG,1973,3,2.9,2007
TX,54962,UN74,RE,Natural Gas Internal Combustion Engine,IC,NG,1987,3.4,3.3,2007
TX,54962,UN75,RE,Natural Gas Internal Combustion Engine,IC,NG,1987,2.5,2.4,2007
TX,54962,UN76,RE,Natural Gas Internal Combustion Engine,IC,NG,1955,0.1,0.1,2007
TX,54962,UN77,RE,Natural Gas Internal Combustion Engine,IC,NG,1968,0.5,0.5,2007
TX,54962,UN78,RE,Natural Gas Internal Combustion Engine,IC,NG,1968,0.5,0.5,2007
TX,54962,UN79,RE,Natural Gas Internal Combustion Engine,IC,NG,1968,0.5,0.5,2007
MI,54965,DCT,RE,Conventional Steam Coal,ST,BIT,1935,1.2,1.2,2002
MI,54965,DCTG,RE,Conventional Steam Coal,ST,BIT,1935,0.7,0.7,2001
MA,54981,C-AB,RE,Conventional Hydroelectric,HY,WAT,1982,0.3,0.3,2012
MA,54981,C-C,RE,Conventional Hydroelectric,HY,WAT,1982,0.3,0.3,2012
MA,54981,GILA,RE,Conventional Hydroelectric,HY,WAT,1982,0.5,0.5,2012
MA,54981,GILD,RE,Conventional Hydroelectric,HY,WAT,1982,0.4,0.3,2013
MA,54981,TOM,RE,Conventional Hydroelectric,HY,WAT,1982,0.5,0.4,2013
AL,54985,P83,RE,Natural Gas Steam Turbine,ST,NG,1986,5,4.2,2003
NH,55006,UNT1,RE,Landfill Gas,IC,LFG,1996,2.2,2,2014
IL,55014,GEN3,RE,Landfill Gas,GT,LFG,1998,3.3,2.9,2010
MA,55046,GEN1,RE,Natural Gas Internal Combustion Engine,IC,NG,1993,1,1,2011
MA,55046,GEN2,RE,Natural Gas Internal Combustion Engine,IC,NG,1993,1,1,2011
MA,55046,GEN3,RE,Natural Gas Internal Combustion Engine,IC,NG,1993,1,1,2011
RI,55048,UNT3,CN,Natural Gas Fired Combined Cycle,CT,NG,,179.3,159.4,
RI,55048,UNT4,IP,Natural Gas Fired Combined Cycle,CA,NG,,93.2,90.6,
CA,55049,GEN1,RE,Wood/Wood Waste Biomass,ST,WDS,1999,4,3.9,2015
TX,55052,623,RE,Natural Gas Internal Combustion Engine,IC,NG,1986,0.5,0.5,1999
TX,55053,324,RE,Natural Gas Internal Combustion Engine,IC,NG,1958,0.3,0.3,2000
TX,55053,325,RE,Natural Gas Internal Combustion Engine,IC,NG,1958,0.3,0.3,2000
TX,55053,326,RE,Natural Gas Internal Combustion Engine,IC,NG,1958,0.3,0.3,2000
TX,55053,327,RE,Natural Gas Internal Combustion Engine,IC,NG,1958,0.3,0.3,2000
MS,55063,CTG4,IP,Natural Gas Fired Combined Cycle,CT,NG,,292,292,
TX,55064,UNT2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1999,126.9,110.7,2005
IL,55067,GEN1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1997,1.1,1.1,2016
IL,55067,GEN2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1997,1.1,1.1,2016
IL,55067,GEN3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1997,1.1,1.1,2016
TX,55098,GEN1,RE,Natural Gas Fired Combined Cycle,CT,NG,1999,172,177,2016
TX,55098,GEN2,RE,Natural Gas Fired Combined Cycle,CT,NG,1999,172,177,2016
TX,55098,GEN3,RE,Natural Gas Fired Combined Cycle,CA,NG,2000,185,181,2016
CA,55185,GENA,RE,Natural Gas Fired Combustion Turbine,GT,NG,1989,3,2.7,2010
CA,55185,GENB,RE,Natural Gas Fired Combustion Turbine,GT,NG,1989,3,2.7,2010
CA,55185,GENC,RE,Natural Gas Fired Combustion Turbine,GT,NG,1989,3,2.7,2010
NM,55210,3,IP,Natural Gas Fired Combined Cycle,CT,NG,,177,141,
KY,55227,GT1,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
KY,55227,GT2,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
KY,55227,GT3,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
KY,55227,GT4,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
KY,55227,GT5,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
KY,55227,GT6,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
KY,55227,GT7,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
KY,55227,GT8,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
IN,55229,GT5,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
IN,55229,GT6,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
IN,55229,GT7,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
IN,55229,GT8,CN,Natural Gas Fired Combustion Turbine,GT,NG,,59,45,
NY,55243,9,RE,Petroleum Liquids,GT,KER,1970,19.2,,2002
NM,55252,1,IP,Natural Gas Fired Combustion Turbine,GT,NG,,44,37,
TX,55309,GEN2,RE,Natural Gas Fired Combined Cycle,CA,NG,2000,3,3,2012
IA,55315,GEN1,RE,Petroleum Liquids,IC,DFO,1997,1,1,2007
GA,55319,CU1,RE,Petroleum Liquids,IC,DFO,1979,0.7,0.7,2010
CA,55339,GEN1,RE,Onshore Wind Turbine,WT,WND,1999,2.1,1.5,2009
TX,55357,CTG3,IP,Natural Gas Fired Combined Cycle,CT,NG,,200,166,
TX,55357,CTG4,IP,Natural Gas Fired Combined Cycle,CT,NG,,200,166,
IN,55364,CT21,IP,Natural Gas Fired Combined Cycle,CT,NG,,159,159,
IN,55364,CT22,IP,Natural Gas Fired Combined Cycle,CT,NG,,154.3,154.3,
IN,55364,ST2,IP,Natural Gas Fired Combined Cycle,CA,NG,,195.4,195.4,
PA,55370,N60,RE,Onshore Wind Turbine,WT,WND,2000,10.4,10.4,2015
OH,55384,GT1,CN,Natural Gas Fired Combustion Turbine,GT,NG,,94,76,
OH,55384,GT2,CN,Natural Gas Fired Combustion Turbine,GT,NG,,94,76,
OH,55384,GT3,CN,Natural Gas Fired Combustion Turbine,GT,NG,,94,76,
OH,55384,GT4,CN,Natural Gas Fired Combustion Turbine,GT,NG,,94,76,
OH,55384,GT5,CN,Natural Gas Fired Combustion Turbine,GT,NG,,94,76,
OH,55384,GT6,CN,Natural Gas Fired Combustion Turbine,GT,NG,,94,76,
IN,55385,GT1,IP,Natural Gas Fired Combustion Turbine,GT,NG,,58.9,58.9,
IN,55385,GT2,IP,Natural Gas Fired Combustion Turbine,GT,NG,,58.9,58.9,
IN,55385,GT3,IP,Natural Gas Fired Combustion Turbine,GT,NG,,58.9,58.9,
IN,55385,GT4,IP,Natural Gas Fired Combustion Turbine,GT,NG,,58.9,58.9,
IN,55385,GT5,IP,Natural Gas Fired Combustion Turbine,GT,NG,,58.9,58.9,
IN,55385,GT6,IP,Natural Gas Fired Combustion Turbine,GT,NG,,58.9,58.9,
IN,55385,GT7,IP,Natural Gas Fired Combustion Turbine,GT,NG,,58.9,58.9,
IN,55385,GT8,IP,Natural Gas Fired Combustion Turbine,GT,NG,,58.9,58.9,
IL,55392,CTG4,IP,Natural Gas Fired Combustion Turbine,GT,NG,,198.9,152,
IL,55392,CTG5,IP,Natural Gas Fired Combustion Turbine,GT,NG,,198.9,152,
FL,55414,G401,CN,Natural Gas Fired Combustion Turbine,GT,NG,,259,200,
FL,55414,G501,CN,Natural Gas Fired Combustion Turbine,GT,NG,,259,200,
AR,55418,CT3,IP,Natural Gas Fired Combined Cycle,CT,NG,,198.9,173.8,
AR,55418,CT4,IP,Natural Gas Fired Combined Cycle,CT,NG,,198.9,173.8,
AR,55418,ST2,IP,Natural Gas Fired Combined Cycle,CA,NG,,317.1,304.4,
TX,55465,CTG1,IP,Natural Gas Fired Combined Cycle,CT,NG,,180,180,
TX,55465,CTG2,IP,Natural Gas Fired Combined Cycle,CT,NG,,180,180,
TX,55465,CTG3,IP,Natural Gas Fired Combined Cycle,CT,NG,,180,180,
TX,55465,STG1,IP,Natural Gas Fired Combined Cycle,CA,NG,,360,360,
NV,55494,CT1,RE,Natural Gas Fired Combustion Turbine,GT,NG,2001,64,50,2008
NV,55494,CT2,RE,Natural Gas Fired Combustion Turbine,GT,NG,2001,64,50,2008
AZ,55522,CT11,IP,Natural Gas Fired Combustion Turbine,GT,NG,,45,38,
AZ,55522,CT12,IP,Natural Gas Fired Combustion Turbine,GT,NG,,45,38,
PA,55524,CTG7,IP,Natural Gas Fired Combined Cycle,CT,NG,,120,120,
,55534,,,,,,,,,
CA,55538,GEN1,RE,Natural Gas Fired Combustion Turbine,GT,NG,2001,44,33.6,2013
TX,55551,UN5,IP,Landfill Gas,IC,LFG,,1.3,1,
TX,55551,UNT1,RE,Landfill Gas,IC,LFG,2003,1,1,2016
TX,55551,UNT2,RE,Landfill Gas,IC,LFG,2003,1,1,2016
TX,55551,UNT3,RE,Landfill Gas,IC,LFG,2003,1,1,2016
TX,55551,UNT4,RE,Landfill Gas,IC,LFG,2003,1,1,2016
TX,55552,UNT1,RE,Landfill Gas,IC,LFG,2003,1,1,2016
TX,55552,UNT2,RE,Landfill Gas,IC,LFG,2003,1,1,2016
TX,55552,UNT3,RE,Landfill Gas,IC,LFG,2003,1,1,2016
TX,55552,UNT4,RE,Landfill Gas,IC,LFG,2003,1,1,2016
TX,55555,UNT1,RE,Landfill Gas,IC,LFG,2003,1,1,2012
TX,55555,UNT2,RE,Landfill Gas,IC,LFG,2003,1,1,2012
TX,55555,UNT3,RE,Landfill Gas,IC,LFG,2003,1,1,2012
TX,55556,UNT1,RE,Landfill Gas,IC,LFG,2003,1.3,1.7,2004
TX,55578,EXIS,RE,Onshore Wind Turbine,WT,WND,2001,1.3,1.3,2016
MA,55584,1,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55584,2,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55584,3,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55584,4,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55584,5,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55584,6,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55585,1,RE,Landfill Gas,IC,LFG,2000,1,0.9,2010
MA,55585,2,RE,Landfill Gas,IC,LFG,2000,1,0.9,2010
MA,55585,3,RE,Landfill Gas,IC,LFG,2000,1,0.9,2010
MA,55586,1,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55586,2,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55586,3,RE,Landfill Gas,IC,LFG,1997,1,0.9,2010
MA,55589,1,RE,Landfill Gas,IC,LFG,2000,1,0.9,2012
MA,55589,2,RE,Landfill Gas,IC,LFG,2000,1,0.9,2012
MA,55590,1,RE,Landfill Gas,IC,LFG,1993,1,0.9,2012
MA,55590,2,RE,Landfill Gas,IC,LFG,1993,1,0.9,2012
IL,55591,1,RE,Landfill Gas,IC,LFG,1996,1,0.9,2009
IL,55591,2,RE,Landfill Gas,IC,LFG,1996,1,0.9,2009
IL,55592,3,RE,Landfill Gas,CT,LFG,1997,5,3.8,2009
IL,55593,1,RE,Landfill Gas,IC,LFG,1998,1,0.9,2008
IL,55593,2,RE,Landfill Gas,IC,LFG,2002,1,1,2008
IL,55594,1,RE,Landfill Gas,IC,LFG,1997,0.8,0.8,2012
IL,55594,2,RE,Landfill Gas,IC,LFG,1997,0.8,0.8,2012
MI,55595,1,RE,Landfill Gas,IC,LFG,1993,1,0.9,2010
MI,55595,2,RE,Landfill Gas,IC,LFG,1993,1,0.9,2010
MI,55595,3,RE,Landfill Gas,IC,LFG,1993,1,0.9,2010
MI,55595,4,RE,Landfill Gas,IC,LFG,1993,1,0.9,2010
MI,55595,5,RE,Landfill Gas,IC,LFG,1993,1,0.9,2010
ND,55638,GEN1,RE,Conventional Steam Coal,ST,SUB,2000,2,2,2012
NV,55642,CTG1,IP,Natural Gas Fired Combined Cycle,CT,NG,,212,185,
NV,55642,CTG2,IP,Natural Gas Fired Combined Cycle,CT,NG,,212,185,
NV,55642,CTG3,IP,Natural Gas Fired Combined Cycle,CT,NG,,212,185,
NV,55642,STG1,IP,Natural Gas Fired Combined Cycle,CA,NG,,574,492,
TX,55708,CTG1,IP,Natural Gas Fired Combined Cycle,CT,NG,,195,185,
TX,55708,CTG2,IP,Natural Gas Fired Combined Cycle,CT,NG,,190,95,
TX,55708,CTG3,IP,Natural Gas Fired Combined Cycle,CT,NG,,190,95,
TX,55708,STG1,IP,Natural Gas Fired Combined Cycle,CA,NG,,100,86,
TX,55708,STG2,IP,Natural Gas Fired Combined Cycle,CA,NG,,114,100,
TX,55708,STG3,IP,Natural Gas Fired Combined Cycle,CA,NG,,136,68,
AZ,55711,CTG1,IP,Natural Gas Fired Combined Cycle,CT,NG,,180,180,
AZ,55711,CTG2,IP,Natural Gas Fired Combined Cycle,CT,NG,,180,180,
AZ,55711,CTG3,IP,Natural Gas Fired Combined Cycle,CT,NG,,180,180,
AZ,55711,CTG4,IP,Natural Gas Fired Combined Cycle,CT,NG,,180,180,
AZ,55711,STG1,IP,Natural Gas Fired Combined Cycle,CA,NG,,180,180,
AZ,55711,STG2,IP,Natural Gas Fired Combined Cycle,CA,NG,,180,180,
ID,55733,FT01,IP,Natural Gas Fired Combustion Turbine,GT,NG,,170,142,
ID,55733,FT03,IP,Natural Gas Fired Combustion Turbine,GT,NG,,50,50,
IL,55759,RX1,RE,Landfill Gas,IC,LFG,1999,1.1,0.9,2015
IL,55759,RX2,RE,Landfill Gas,IC,LFG,1999,1.1,0.9,2015
IL,55759,RX3,RE,Landfill Gas,IC,LFG,1999,1.1,0.9,2015
IL,55759,RX4,RE,Landfill Gas,IC,LFG,1999,1.1,0.9,2015
IL,55761,DO1,RE,Landfill Gas,IC,LFG,1997,1.1,1,2008
IL,55761,DO2,RE,Landfill Gas,IC,LFG,1997,1.1,1,2008
IL,55761,DO3,RE,Landfill Gas,IC,LFG,1997,1.1,1,2009
IL,55761,DO4,RE,Landfill Gas,IC,LFG,1997,1.1,1,2009
IL,55761,DO5,RE,Landfill Gas,IC,LFG,1997,1.1,1,2009
IL,55762,BR1,RE,Landfill Gas,IC,LFG,1999,1.1,0.9,2015
IL,55762,BR2,RE,Landfill Gas,IC,LFG,1999,1.1,0.9,2015
IL,55762,BR3,RE,Landfill Gas,IC,LFG,1999,1.1,0.9,2015
IL,55762,BR5,RE,Landfill Gas,IC,LFG,2014,1.1,0.9,2015
IL,55764,UR1,RE,Landfill Gas,IC,LFG,2000,1.1,0.9,2015
IL,55764,UR2,RE,Landfill Gas,IC,LFG,2000,1.1,0.9,2015
IL,55764,UR3,RE,Landfill Gas,IC,LFG,2000,1.1,0.9,2015
IL,55764,UR4,RE,Landfill Gas,IC,LFG,2003,1.1,0.9,2015
IL,55767,RO1,RE,Landfill Gas,IC,LFG,1997,1.1,0.9,2012
IL,55768,CH1,RE,Landfill Gas,IC,LFG,1997,1.1,0.9,2008
IL,55768,CH2,RE,Landfill Gas,IC,LFG,1997,1.1,0.9,2008
IL,55768,CH3,RE,Landfill Gas,IC,LFG,1997,1.1,0.9,2003
IL,55773,CS1,RE,Landfill Gas,IC,LFG,2000,1.4,1.3,2012
IL,55773,CS2,RE,Landfill Gas,IC,LFG,2000,1.4,1.3,2012
IL,55773,CS3,RE,Landfill Gas,IC,LFG,2000,1.4,1.3,2012
IL,55773,CS4,RE,Landfill Gas,IC,LFG,2000,1.4,1.3,2012
IL,55773,CS5,RE,Landfill Gas,IC,LFG,2000,1.4,1.3,2012
IL,55773,CS6,RE,Landfill Gas,IC,LFG,2000,1.4,1.3,2012
IL,55774,MO1,RE,Landfill Gas,IC,LFG,2001,1.4,1.3,2011
IL,55774,MO2,RE,Landfill Gas,IC,LFG,2001,1.4,1.3,2011
IL,55774,MO3,RE,Landfill Gas,IC,LFG,2001,1.4,1.3,2011
NH,55779,MA1,RE,Landfill Gas,IC,LFG,1988,0.7,0.6,2012
NH,55779,MA2,RE,Landfill Gas,IC,LFG,1988,0.7,0.6,2012
NM,55802,CTG2,IP,Natural Gas Fired Combustion Turbine,GT,NG,,159.5,159.5,
NM,55802,CTG3,IP,Natural Gas Fired Combustion Turbine,GT,NG,,84.2,84.2,
NM,55802,CTG4,IP,Natural Gas Fired Combustion Turbine,GT,NG,,84.2,84.2,
NM,55802,CTG5,IP,Natural Gas Fired Combined Cycle,CT,NG,,84.2,84.2,
NM,55802,CTG6,IP,Natural Gas Fired Combined Cycle,CT,NG,,84.2,84.2,
CA,55820,GEN2,IP,Landfill Gas,IC,LFG,,1.2,1,
FL,55821,BCT,IP,Coal Integrated Gasification Combined Cycle,CT,SGC,,197,197,
FL,55821,BST,IP,Coal Integrated Gasification Combined Cycle,CA,SGC,,132,132,
ME,55829,M1S1,RE,Petroleum Liquids,ST,RFO,1957,15.6,14.5,2013
ME,55829,M1S2,RE,Petroleum Liquids,ST,RFO,1957,15.6,14.5,2013
ME,55829,M1S3,RE,Petroleum Liquids,ST,RFO,1968,31.5,29.3,2013
ME,55829,M1S4,RE,Petroleum Liquids,ST,RFO,1970,23.5,21.8,2013
WI,55834,CT01,IP,Natural Gas Fired Combustion Turbine,GT,NG,,176,176,
WI,55834,CT02,IP,Natural Gas Fired Combustion Turbine,GT,NG,,176,176,
WI,55834,CT03,IP,Natural Gas Fired Combustion Turbine,GT,NG,,176,176,
WI,55834,CT04,IP,Natural Gas Fired Combustion Turbine,GT,NG,,176,176,
WI,55834,CTG1,IP,Natural Gas Fired Combined Cycle,CT,NG,,176,176,
WI,55834,CTG2,IP,Natural Gas Fired Combined Cycle,CT,NG,,176,176,
WI,55834,STG1,IP,Natural Gas Fired Combined Cycle,CA,NG,,180,180,
CA,55845,1,IP,Geothermal,ST,GEO,,49.9,42,
CA,55846,1,IP,Geothermal,ST,GEO,,49.9,42,
CA,55852,GT 2,IP,Other Gases,GT,OG,,51,43.4,
AR,55869,CTG1,IP,Natural Gas Fired Combined Cycle,CT,NG,,185.7,160,
AR,55869,CTG2,IP,Natural Gas Fired Combined Cycle,CT,NG,,185.7,160,
AR,55869,ST1,IP,Natural Gas Fired Combined Cycle,CA,NG,,260,225,
CA,55875,GEN1,RE,Natural Gas Fired Combustion Turbine,GT,NG,2001,46.5,33.3,2013
MD,55885,N01,IP,Landfill Gas,GT,LFG,,2.8,2.3,
MD,55885,N02,IP,Landfill Gas,GT,LFG,,2.8,2.3,
FL,55893,1,RE,Natural Gas Internal Combustion Engine,IC,NG,2001,2.9,3,2015
FL,55893,2,RE,Natural Gas Internal Combustion Engine,IC,NG,2001,2.9,3,2015
WI,55925,GEN10,RE,Landfill Gas,IC,LFG,2006,0.8,0.8,2010
WI,55925,GEN9,RE,Landfill Gas,IC,LFG,2006,0.8,0.8,2013
CA,55937,GTG1,IP,Natural Gas Fired Combined Cycle,CT,NG,,188,162,
CA,55937,GTG2,IP,Natural Gas Fired Combined Cycle,CT,NG,,188,162,
CA,55937,GTG3,IP,Natural Gas Fired Combined Cycle,CT,NG,,188,162,
CA,55937,GTG4,IP,Natural Gas Fired Combined Cycle,CT,NG,,188,162,
CA,55937,STG1,IP,Natural Gas Fired Combined Cycle,CA,NG,,285,246,
CA,55937,STG2,IP,Natural Gas Fired Combined Cycle,CA,NG,,285,246,
NJ,55938,OPP5,IP,Natural Gas Fired Combustion Turbine,GT,NG,,191.5,149.2,
GA,55961,WM1,RE,Petroleum Liquids,IC,DFO,1988,1,1,2013
GA,55961,WM2,RE,Petroleum Liquids,IC,DFO,1988,1,1,2013
VA,56006,ST-1,RE,Natural Gas Steam Turbine,ST,NG,1997,2.5,2.7,2016
WA,56017,GT1,RE,Natural Gas Fired Combustion Turbine,GT,NG,2002,11.4,10.5,2016
WA,56017,GT2,RE,Natural Gas Fired Combustion Turbine,GT,NG,2002,11.4,10.5,2016
WA,56017,GT3,RE,Natural Gas Fired Combustion Turbine,GT,NG,2002,11.4,10.5,2016
WA,56017,GT4,RE,Natural Gas Fired Combustion Turbine,GT,NG,2002,11.4,10.5,2016
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
