# File: NREL_Res_PV_supply_curve.csv
# Title: PV supply curve for residential buildings
# Units: Relative_Cost - Unitless
# Source: Denholm, P. & Margolis, R. Supply Curves for Rooftop Solar PV-Generated Electricity for the United States. National Renewable Energy Laboratory, Technical Report NREL / TP-6A0-44073 (2008) - www.nrel.gov
State,TMY_Site,Pitch,MW,MWh,Relative_Cost
Montana,MT Cut Bank,Pitch SE,14.67808271,21895.43636,1.495721616
North Dakota,ND Bismarck,Pitch SW,71.6384274,106836.5197,1.496102525
South Dakota,ND Bismarck,Pitch SW,3.572958135,5328.458846,1.496102525
Kentucky,KY Lexington,Pitch S,450.8124624,672149.2531,1.496460429
Georgia,TN Knoxville,Pitch SE,11.22873064,16729.3164,1.497571317
Kentucky,TN Knoxville,Pitch SE,54.50808511,81209.80286,1.497571317
North Carolina,TN Knoxville,Pitch SE,30.63738039,45645.62516,1.497571317
Tennessee,TN Knoxville,Pitch SE,523.0883075,779332.0614,1.497571317
California,OR Medford,Flat,22.95827709,34198.5108,1.497845926
Oregon,OR Medford,Flat,137.5340145,204869.8368,1.497845926
Iowa,IA Waterloo,Pitch S,241.5125719,359733.2405,1.497939307
Illinois,IN Evansville,Pitch SW,114.1682012,170043.2079,1.498031389
Indiana,IN Evansville,Pitch SW,179.9416794,268006.8537,1.498031389
Kentucky,IN Evansville,Pitch SW,229.5423702,341882.5956,1.498031389
Iowa,SD Sioux Falls,10 S,13.26191093,19733.61198,1.499458901
Minnesota,SD Sioux Falls,10 S,38.52028619,57317.86205,1.499458901
South Dakota,SD Sioux Falls,10 S,104.0642413,154846.7162,1.499458901
Illinois,IL Peoria,Pitch SE,206.8237775,307670.3401,1.499857084
Oregon,WA Yakima,Pitch SW,7.991891507,11887.13698,1.5000556
Washington,WA Yakima,Pitch SW,172.3864956,256407.6207,1.5000556
Minnesota,MN St. Cloud,Pitch S,267.2984735,396691.9338,1.503412487
Iowa,SD Sioux Falls,Pitch SW,14.81061681,21972.36592,1.503942966
Minnesota,SD Sioux Falls,Pitch SW,45.91565759,68118.40742,1.503942966
South Dakota,SD Sioux Falls,Pitch SW,108.7823022,161384.5379,1.503942966
Arkansas,MO Springfield,Flat,52.83099814,78278.32416,1.505852176
Kansas,MO Springfield,Flat,25.09036659,37175.74753,1.505852176
Missouri,MO Springfield,Flat,324.5645226,480898.8625,1.505852176
Connecticut,NY NYC (Central Park),Pitch S,13.64992138,20199.21587,1.507754675
New Jersey,NY NYC (Central Park),Pitch S,315.0214561,466170.1864,1.507754675
New York,NY NYC (Central Park),Pitch S,2322.455563,3436780.326,1.507754675
Illinois,IL Moline,Pitch S,113.1350048,167367.1768,1.508209783
Iowa,IL Moline,Pitch S,261.7908235,387282.3546,1.508209783
Missouri,IL Moline,Pitch S,2.564162455,3793.314294,1.508209783
Wisconsin,IL Moline,Pitch S,4.50787288,6668.757903,1.508209783
Delaware,PA Philadelphia,Pitch S,0.743417425,1099.557023,1.508516356
New Jersey,PA Philadelphia,Pitch S,371.012823,548749.2514,1.508516356
Pennsylvania,PA Philadelphia,Pitch S,1055.654907,1561374.173,1.508516356
Illinois,IL Peoria,10 S,183.0072529,270615.8688,1.508863963
Connecticut,MA Worcester,Pitch S,15.25523572,22546.0586,1.509674556
Massachusetts,MA Boston,Pitch S,1157.137149,1710159.217,1.509674556
Massachusetts,MA Worcester,Pitch S,276.7281817,408982.8512,1.509674556
New Hampshire,MA Boston,Pitch S,35.74058353,52821.81839,1.509674556
New Hampshire,MA Worcester,Pitch S,26.53695808,39219.57175,1.509674556
Rhode Island,MA Worcester,Pitch S,1.516755425,2241.647217,1.509674556
Vermont,MA Worcester,Pitch S,6.645335762,9821.292325,1.509674556
District of Columbia,VA Sterling,Pitch SE,72.80492614,107534.3513,1.510596904
Maryland,VA Sterling,Pitch SE,337.4161161,498370.4411,1.510596904
Pennsylvania,VA Sterling,Pitch SE,28.53662985,42149.18057,1.510596904
Virginia,VA Sterling,Pitch SE,800.0414114,1181677.377,1.510596904
West Virginia,VA Sterling,Pitch SE,64.43232109,95167.84394,1.510596904
Illinois,IN Indianapolis,Pitch SE,27.60110359,40757.28552,1.510971384
Indiana,IN Indianapolis,Pitch SE,951.3330443,1404789.935,1.510971384
Illinois,MO Columbia,Flat,14.5295678,21453.40515,1.511094085
Missouri,MO Columbia,Flat,276.0128625,407542.4571,1.511094085
Delaware,NJ Atlantic City,Pitch SE,24.15102012,35608.31828,1.513279193
Maryland,NJ Atlantic City,Pitch SE,10.53125593,15527.30738,1.513279193
New Jersey,NJ Atlantic City,Pitch SE,213.7933666,315217.4196,1.513279193
Illinois,IL Peoria,Pitch SW,206.8237775,304880.0998,1.513583666
Illinois,IN Indianapolis,10 S,24.42273419,35990.95682,1.514035068
Indiana,IN Indianapolis,10 S,826.2976141,1217686.829,1.514035068
Indiana,KY Covington,Pitch S,65.38821152,96299.52498,1.514992065
Kentucky,KY Covington,Pitch S,176.6531609,260163.3397,1.514992065
Ohio,KY Covington,Pitch S,507.6934226,747698.007,1.514992065
District of Columbia,VA Sterling,10 S,81.11855308,119358.1246,1.51636326
Maryland,VA Sterling,10 S,290.9508851,428106.1567,1.51636326
Pennsylvania,VA Sterling,10 S,24.35364039,35834.03222,1.51636326
Virginia,VA Sterling,10 S,679.8227675,1000293.614,1.51636326
West Virginia,VA Sterling,10 S,60.24995118,88651.99029,1.51636326
Iowa,IA Mason City,Pitch SE,90.69014844,133319.3515,1.517756022
Minnesota,IA Mason City,Pitch SE,35.79389935,52618.93965,1.517756022
Wisconsin,WI Madison,Pitch S,379.1712623,557401.4012,1.517757552
Delaware,DE Wilmington,Pitch SE,262.1393172,385330.8331,1.517866048
Maryland,DE Wilmington,Pitch SE,70.89049212,104205.2474,1.517866048
New Jersey,DE Wilmington,Pitch SE,20.94915088,30794.13592,1.517866048
Pennsylvania,DE Wilmington,Pitch SE,140.198218,206083.9126,1.517866048
Illinois,IN Indianapolis,Pitch SW,27.60110359,40568.52503,1.518001753
Indiana,IN Indianapolis,Pitch SW,951.3330443,1398283.887,1.518001753
Maryland,PA Harrisburg,Pitch S,7.170570783,10537.65854,1.518254755
Pennsylvania,PA Harrisburg,Pitch S,577.7865953,849098.0751,1.518254755
Maine,NH Concord,Pitch S,2.755507224,4048.948415,1.518428527
New Hampshire,NH Concord,Pitch S,407.5689956,598882.7845,1.518428527
Vermont,NH Concord,Pitch S,25.27501659,37139.16533,1.518428527
Delaware,DE Wilmington,10 S,233.4913189,342966.7205,1.518986107
Maryland,DE Wilmington,10 S,61.12823438,89788.99164,1.518986107
New Jersey,DE Wilmington,10 S,17.20636402,25273.78863,1.518986107
Pennsylvania,DE Wilmington,10 S,119.6475198,175745.7951,1.518986107
District of Columbia,VA Sterling,Pitch SW,72.80492614,106843.5135,1.52036425
Maryland,VA Sterling,Pitch SW,337.4161161,495168.7372,1.52036425
Pennsylvania,VA Sterling,Pitch SW,28.53662985,41878.39967,1.52036425
Virginia,VA Sterling,Pitch SW,800.0414114,1174085.873,1.52036425
West Virginia,VA Sterling,Pitch SW,64.43232109,94556.45284,1.52036425
Minnesota,ND Fargo,Pitch S,98.64336353,144647.4506,1.521570686
North Dakota,ND Fargo,Pitch S,126.3286148,185244.2112,1.521570686
South Dakota,ND Fargo,Pitch S,6.047992349,8868.581153,1.521570686
Idaho,ID Pocatello,Flat,213.7990623,313456.28,1.521822025
Utah,ID Pocatello,Flat,0.806775834,1182.834708,1.521822025
Wyoming,ID Pocatello,Flat,16.54247998,24253.35349,1.521822025
Delaware,DE Wilmington,Pitch SW,262.1393172,384263.7932,1.522080922
Maryland,DE Wilmington,Pitch SW,70.89049212,103916.6871,1.522080922
New Jersey,DE Wilmington,Pitch SW,20.94915088,30708.86225,1.522080922
Pennsylvania,DE Wilmington,Pitch SW,140.198218,205513.2348,1.522080922
Delaware,NJ Atlantic City,10 S,21.5116664,31511.98184,1.523117405
Maryland,NJ Atlantic City,10 S,9.081007361,13302.57423,1.523117405
New Jersey,NJ Atlantic City,10 S,175.5969256,257228.1957,1.523117405
Oregon,OR Burns,Flat,8.070692546,11808.07939,1.52498855
District of Columbia,MD Baltimore,Pitch SE,62.25160853,91014.19479,1.526077154
Maryland,MD Baltimore,Pitch SE,1197.668328,1751036.176,1.526077154
Kentucky,TN Bristol,10 S,60.1659625,87964.62658,1.526081928
North Carolina,TN Bristol,10 S,46.95977282,68656.74061,1.526081928
Tennessee,TN Bristol,10 S,237.720382,347555.0588,1.526081928
Virginia,TN Bristol,10 S,90.01964806,131611.702,1.526081928
West Virginia,TN Bristol,10 S,2.186073247,3196.111371,1.526081928
Montana,MT Great Falls,10 S,53.23853864,77823.20216,1.526342769
Illinois,WI Milwaukee,Pitch S,96.64076242,141254.1304,1.526490957
Wisconsin,WI Milwaukee,Pitch S,753.6306756,1101537.727,1.526490957
Kentucky,TN Bristol,Pitch SW,60.93021916,89012.4774,1.52727378
North Carolina,TN Bristol,Pitch SW,49.84136966,72812.86448,1.52727378
Tennessee,TN Bristol,Pitch SW,234.2534242,342218.9829,1.52727378
Virginia,TN Bristol,Pitch SW,105.9385618,154764.8108,1.52727378
West Virginia,TN Bristol,Pitch SW,2.337823859,3415.308468,1.52727378
Iowa,IA Mason City,10 S,81.20692652,118589.8695,1.527849326
Minnesota,IA Mason City,10 S,30.02878146,43852.28485,1.527849326
Delaware,NJ Atlantic City,Pitch SW,24.15102012,35266.72118,1.527936972
Maryland,NJ Atlantic City,Pitch SW,10.53125593,15378.35108,1.527936972
New Jersey,NJ Atlantic City,Pitch SW,213.7933666,312193.4813,1.527936972
Illinois,IL Rockford,Pitch S,235.6425769,343929.5823,1.528689474
Wisconsin,IL Rockford,Pitch S,59.76501149,87229.3781,1.528689474
District of Columbia,MD Baltimore,10 S,69.36014742,101214.0705,1.528988295
Maryland,MD Baltimore,10 S,1032.738638,1507027.957,1.528988295
Iowa,WI La Crosse,Pitch S,17.55028822,25578.69754,1.530879018
Minnesota,WI La Crosse,Pitch S,23.76336665,34633.95931,1.530879018
Wisconsin,WI La Crosse,Pitch S,113.1659672,164933.9321,1.530879018
Montana,MT Cut Bank,10 S,15.45183229,22519.28008,1.53094831
Montana,MT Lewistown,Pitch SE,26.33087411,38372.33781,1.531024223
Montana,MT Helena,Pitch SE,117.8533267,171707.3099,1.531398108
Iowa,IA Mason City,Pitch SW,90.69014844,132106.3066,1.531692572
Minnesota,IA Mason City,Pitch SW,35.79389935,52140.17093,1.531692572
Minnesota,MN Minneapolis/St. Paul,Pitch SE,1041.315279,1516843.62,1.531709746
Wisconsin,MN Minneapolis/St. Paul,Pitch SE,44.77276458,65218.75138,1.531709746
District of Columbia,MD Baltimore,Pitch SW,62.25160853,90647.52068,1.532250218
Maryland,MD Baltimore,Pitch SW,1197.668328,1743981.676,1.532250218
Kentucky,KY Lexington,10 S,445.1578557,648007.7329,1.532741433
Iowa,MN Rochester,Pitch S,5.713502768,8314.949164,1.533126138
Minnesota,MN Rochester,Pitch S,103.2664503,150285.2663,1.533126138
Wisconsin,MN Rochester,Pitch S,2.57009947,3740.305608,1.533126138
Montana,MT Great Falls,Pitch SW,50.57262198,73585.99374,1.533399635
Kentucky,KY Lexington,Pitch SE,450.8124624,655459.5876,1.534564111
Kentucky,KY Lexington,Pitch SW,450.8124624,654818.3313,1.536066892
Kentucky,TN Bristol,Pitch SE,60.93021916,88476.74181,1.536521577
North Carolina,TN Bristol,Pitch SE,49.84136966,72374.6288,1.536521577
Tennessee,TN Bristol,Pitch SE,234.2534242,340159.2842,1.536521577
Virginia,TN Bristol,Pitch SE,105.9385618,153833.3345,1.536521577
West Virginia,TN Bristol,Pitch SE,2.337823859,3394.752897,1.536521577
Connecticut,RI Providence,Pitch SE,57.05040209,82820.23596,1.536941333
Massachusetts,RI Providence,Pitch SE,199.9286102,290236.9496,1.536941333
Rhode Island,RI Providence,Pitch SE,300.6257595,436419.2964,1.536941333
Kansas,MO Kansas City,Flat,306.1379358,444384.2061,1.53706976
Missouri,MO Kansas City,Flat,468.3415984,679836.0643,1.53706976
Alabama,TN Chattanooga,Flat,49.60882309,71983.56434,1.537661076
Georgia,TN Chattanooga,Flat,149.6680839,217171.8956,1.537661076
Tennessee,TN Chattanooga,Flat,338.1777605,490703.852,1.537661076
Nebraska,NE Norfolk,Flat,70.47465762,102248.3638,1.537841766
South Dakota,NE Norfolk,Flat,9.29670164,13488.14685,1.537841766
Montana,MT Cut Bank,Pitch SW,14.67808271,21295.18118,1.537882076
North Dakota,ND Minot,Pitch SE,68.07208844,98680.3834,1.539122868
North Carolina,NC Asheville,Flat,221.9300802,321591.2824,1.539738421
South Carolina,NC Asheville,Flat,6.787907771,9836.124796,1.539738421
Tennessee,NC Asheville,Flat,5.925622162,8586.616236,1.539738421
Kentucky,WV Huntington,Pitch S,151.3026318,219201.3122,1.540062609
Ohio,WV Huntington,Pitch S,95.80672833,138801.0262,1.540062609
West Virginia,WV Huntington,Pitch S,83.0954217,120385.3843,1.540062609
Maine,ME Portland,Pitch SE,443.0600476,641322.6579,1.541420215
New Hampshire,ME Portland,Pitch SE,16.08933679,23289.06948,1.541420215
California,CA Arcata,Pitch S,111.8458359,161845.1699,1.54189614
Oregon,CA Arcata,Pitch S,4.670217239,6757.98161,1.54189614
Iowa,IA Waterloo,Pitch SE,241.5125719,349368.2389,1.542379934
Montana,MT Glasgow,Pitch SE,16.85589827,24373.04775,1.543039723
Indiana,OH Dayton,Pitch S,30.18958834,43644.79312,1.543333546
Ohio,OH Dayton,Pitch S,570.7284933,825096.6105,1.543333546
Nebraska,SD Rapid City,Flat,1.397293433,2015.93436,1.546487005
North Dakota,SD Rapid City,Flat,2.197030621,3169.74904,1.546487005
South Dakota,SD Rapid City,Flat,71.56779775,103253.8901,1.546487005
Wyoming,SD Rapid City,Flat,8.259849336,11916.83414,1.546487005
Oregon,OR North Bend,Pitch S,51.75565974,74620.50695,1.547514397
Illinois,IL Chicago,Pitch S,2356.351969,3397100.615,1.547628775
Indiana,IL Chicago,Pitch S,237.342511,342171.4586,1.547628775
Connecticut,NY NYC (Central Park),Pitch SE,13.64992138,19674.30353,1.547981717
New Jersey,NY NYC (Central Park),Pitch SE,315.0214561,454055.9299,1.547981717
New York,NY NYC (Central Park),Pitch SE,2322.455563,3347469.513,1.547981717
Michigan,OH Toledo,Pitch S,148.9022624,214557.6654,1.548432598
Ohio,OH Toledo,Pitch S,344.2874405,496093.9362,1.548432598
Minnesota,MN Minneapolis/St. Paul,10 S,873.596605,1258423.662,1.548884758
Wisconsin,MN Minneapolis/St. Paul,10 S,40.21427797,57929.02428,1.548884758
Kansas,KS Topeka,Flat,248.3325682,357626.3283,1.549313269
Nebraska,KS Topeka,Flat,5.908352435,8508.680125,1.549313269
Idaho,WA Spokane,Pitch S,132.8808064,191290.4051,1.549901549
Washington,WA Spokane,Pitch S,207.0727222,298094.405,1.549901549
Illinois,IL Moline,Pitch SE,113.1350048,162848.6627,1.550057637
Iowa,IL Moline,Pitch SE,261.7908235,376826.6559,1.550057637
Missouri,IL Moline,Pitch SE,2.564162455,3690.903867,1.550057637
Wisconsin,IL Moline,Pitch SE,4.50787288,6488.717365,1.550057637
New Jersey,NJ Newark,Pitch S,1261.542182,1814597.904,1.551159353
New York,NJ Newark,Pitch S,151.9525143,218567.9701,1.551159353
Connecticut,RI Providence,10 S,45.89455196,65964.30591,1.552341191
Massachusetts,RI Providence,10 S,181.5195677,260898.3372,1.552341191
Rhode Island,RI Providence,10 S,258.3064524,371264.2377,1.552341191
Delaware,PA Philadelphia,Pitch SE,0.743417425,1068.174532,1.552835894
New Jersey,PA Philadelphia,Pitch SE,371.012823,533087.382,1.552835894
Pennsylvania,PA Philadelphia,Pitch SE,1055.654907,1516810.945,1.552835894
New Jersey,PA Allentown,Pitch S,58.2319178,83659.90445,1.553026167
Pennsylvania,PA Allentown,Pitch S,472.2972558,678534.1233,1.553026167
Indiana,KY Covington,Pitch SE,65.38821152,93932.81595,1.553163447
Kentucky,KY Covington,Pitch SE,176.6531609,253769.4252,1.553163447
Ohio,KY Covington,Pitch SE,507.6934226,729322.1778,1.553163447
Minnesota,MN Minneapolis/St. Paul,Pitch SW,1041.315279,1494764.625,1.554334454
Wisconsin,MN Minneapolis/St. Paul,Pitch SW,44.77276458,64269.435,1.554334454
Connecticut,MA Worcester,Pitch SE,15.25523572,21889.88156,1.554928971
Massachusetts,MA Boston,Pitch SE,1157.137149,1660387.005,1.554928971
Massachusetts,MA Worcester,Pitch SE,276.7281817,397079.8769,1.554928971
New Hampshire,MA Boston,Pitch SE,35.74058353,51284.50027,1.554928971
New Hampshire,MA Worcester,Pitch SE,26.53695808,38078.13133,1.554928971
Rhode Island,MA Worcester,Pitch SE,1.516755425,2176.406659,1.554928971
Vermont,MA Worcester,Pitch SE,6.645335762,9535.454935,1.554928971
Minnesota,MN St. Cloud,Pitch SE,267.2984735,383481.7489,1.555202062
Indiana,KY Covington,10 S,56.7941201,81478.14749,1.555239484
Kentucky,KY Covington,10 S,174.4373745,250251.8589,1.555239484
Ohio,KY Covington,10 S,450.7253869,646620.9793,1.555239484
Montana,MT Helena,10 S,124.0659203,177844.8209,1.556489958
Iowa,IA Waterloo,10 S,216.2582598,309969.3044,1.55664313
Maine,ME Portland,10 S,361.9282935,518430.913,1.557638559
New Hampshire,ME Portland,10 S,14.6960706,21050.84746,1.557638559
Connecticut,NY NYC (Central Park),10 S,10.98076443,15726.93422,1.557842503
New Jersey,NY NYC (Central Park),10 S,258.7395488,370573.4595,1.557842503
New York,NY NYC (Central Park),10 S,2060.781854,2951504.958,1.557842503
Maryland,PA Harrisburg,Pitch SE,7.170570783,10269.6784,1.55787256
Pennsylvania,PA Harrisburg,Pitch SE,577.7865953,827504.9083,1.55787256
Connecticut,RI Providence,Pitch SW,57.05040209,81705.45092,1.557911283
Massachusetts,RI Providence,Pitch SW,199.9286102,286330.2738,1.557911283
Rhode Island,RI Providence,Pitch SW,300.6257595,430544.9626,1.557911283
Illinois,IL Moline,10 S,100.1070896,143266.7538,1.559029953
Iowa,IL Moline,10 S,234.4160698,335481.0282,1.559029953
Missouri,IL Moline,10 S,2.288696308,3275.433256,1.559029953
Wisconsin,IL Moline,10 S,4.04890908,5794.535257,1.559029953
Virginia,VA Roanoke,Flat,174.5485311,249773.6333,1.559210143
West Virginia,VA Roanoke,Flat,28.37463992,40603.24577,1.559210143
Indiana,KY Covington,Pitch SW,65.38821152,93551.06663,1.559501366
Kentucky,KY Covington,Pitch SW,176.6531609,252738.0891,1.559501366
Ohio,KY Covington,Pitch SW,507.6934226,726358.1631,1.559501366
Delaware,PA Philadelphia,10 S,0.662172759,947.0453896,1.560039377
New Jersey,PA Philadelphia,10 S,304.7274672,435823.9429,1.560039377
Pennsylvania,PA Philadelphia,10 S,900.9136718,1288494.773,1.560039377
Indiana,IN Fort Wayne,Pitch S,348.7145649,498731.5642,1.560049132
Michigan,IN Fort Wayne,Pitch S,14.71772424,21049.28893,1.560049132
Ohio,IN Fort Wayne,Pitch S,31.16802578,44576.50989,1.560049132
Connecticut,CT Bridgeport,Pitch S,469.0462546,670194.5866,1.56152809
New York,CT Bridgeport,Pitch S,357.7909938,511228.0182,1.56152809
Iowa,IA Waterloo,Pitch SW,241.5125719,345012.6834,1.561851454
Montana,MT Helena,Pitch SW,117.8533267,168325.845,1.562162063
Maine,ME Portland,Pitch SW,443.0600476,632701.4855,1.562423563
New Hampshire,ME Portland,Pitch SW,16.08933679,22975.99917,1.562423563
Connecticut,NY NYC (Central Park),Pitch SW,13.64992138,19489.23436,1.562681303
New Jersey,NY NYC (Central Park),Pitch SW,315.0214561,449784.7874,1.562681303
New York,NY NYC (Central Park),Pitch SW,2322.455563,3315981.059,1.562681303
Nebraska,SD Pierre,Flat,1.971815099,2815.066268,1.56283313
South Dakota,SD Pierre,Flat,29.67262292,42362.18697,1.56283313
Illinois,IL Moline,Pitch SW,113.1350048,161425.0023,1.563728107
Iowa,IL Moline,Pitch SW,261.7908235,373532.3508,1.563728107
Missouri,IL Moline,Pitch SW,2.564162455,3658.637139,1.563728107
Wisconsin,IL Moline,Pitch SW,4.50787288,6431.991509,1.563728107
Delaware,PA Philadelphia,Pitch SW,0.743417425,1060.121027,1.564632445
New Jersey,PA Philadelphia,Pitch SW,371.012823,529068.168,1.564632445
Pennsylvania,PA Philadelphia,Pitch SW,1055.654907,1505374.944,1.564632445
Illinois,MO St. Louis,Flat,229.4365684,327096.4817,1.565026911
Missouri,MO St. Louis,Flat,806.0123306,1149092.315,1.565026911
Montana,MT Lewistown,10 S,27.71889619,39515.09748,1.565121
Wisconsin,WI Madison,Pitch SE,379.1712623,540159.1672,1.566205366
Montana,MT Glasgow,10 S,17.74445058,25274.43158,1.566448798
Maryland,PA Harrisburg,10 S,6.183118756,8802.032002,1.567327266
Pennsylvania,PA Harrisburg,10 S,493.0928089,701946.5183,1.567327266
Iowa,NE Omaha,Flat,76.4473158,108772.8837,1.568110428
Missouri,NE Omaha,Flat,2.621241925,3729.627916,1.568110428
Nebraska,NE Omaha,Flat,415.8189214,591646.9756,1.568110428
Illinois,IL Springfield,Flat,232.9301948,331389.1619,1.568276134
North Dakota,ND Minot,10 S,67.46602955,95970.98873,1.568484486
Ohio,WV Charleston,Pitch S,32.23711374,45841.74385,1.569025731
Virginia,WV Charleston,Pitch S,4.955621787,7046.981513,1.569025731
West Virginia,WV Charleston,Pitch S,339.8769396,483310.9977,1.569025731
Michigan,WI Green Bay,Pitch S,30.60993021,43505.59842,1.569828599
Wisconsin,WI Green Bay,Pitch S,457.6000914,650382.5941,1.569828599
Maine,NH Concord,Pitch SE,2.755507224,3916.331767,1.56984626
New Hampshire,NH Concord,Pitch SE,407.5689956,579267.3635,1.56984626
Vermont,NH Concord,Pitch SE,25.27501659,35922.73303,1.56984626
Maryland,VA Norfolk,Flat,6.556114319,9316.736593,1.570065407
North Carolina,VA Norfolk,Flat,74.66474868,106104.281,1.570065407
Virginia,VA Norfolk,Flat,465.5590787,661594.8249,1.570065407
Minnesota,ND Fargo,Pitch SE,98.64336353,140082.5704,1.571154213
North Dakota,ND Fargo,Pitch SE,126.3286148,179398.1515,1.571154213
South Dakota,ND Fargo,Pitch SE,6.047992349,8588.700586,1.571154213
Minnesota,MN St. Cloud,10 S,224.2462427,318413.0508,1.571337082
Illinois,IL Rockford,Pitch SE,235.6425769,334524.3118,1.571669125
Wisconsin,IL Rockford,Pitch SE,59.76501149,84843.95989,1.571669125
Montana,MT Glasgow,Pitch SW,16.85589827,23927.90862,1.571745422
Illinois,WI Milwaukee,Pitch SE,96.64076242,137146.3565,1.572212039
Wisconsin,WI Milwaukee,Pitch SE,753.6306756,1069504.2,1.572212039
Maryland,PA Harrisburg,Pitch SW,7.170570783,10174.80067,1.572399372
Pennsylvania,PA Harrisburg,Pitch SW,577.7865953,819859.8987,1.572399372
Connecticut,MA Worcester,10 S,12.27216957,17410.15054,1.572728893
Massachusetts,MA Boston,10 S,1050.590183,1490440.067,1.572728893
Massachusetts,MA Worcester,10 S,251.2475822,356437.2381,1.572728893
New Hampshire,MA Boston,10 S,32.64560533,46313.31891,1.572728893
New Hampshire,MA Worcester,10 S,24.23897358,34387.08831,1.572728893
Rhode Island,MA Worcester,10 S,1.303240659,1848.867548,1.572728893
Vermont,MA Worcester,10 S,5.887166536,8351.942582,1.572728893
North Carolina,VA Richmond,Flat,21.93176203,31104.90322,1.573184703
Virginia,VA Richmond,Flat,378.6770107,537061.808,1.573184703
Montana,MT Lewistown,Pitch SW,26.33087411,37325.7588,1.573952695
North Dakota,ND Minot,Pitch SW,68.07208844,96486.93359,1.574111945
Wisconsin,WI Madison,10 S,340.5663841,482623.5727,1.574447894
Georgia,TN Knoxville,Flat,10.11961869,14327.06431,1.575948359
Kentucky,TN Knoxville,Flat,53.82438222,76203.00813,1.575948359
North Carolina,TN Knoxville,Flat,28.86606914,40867.74824,1.575948359
Tennessee,TN Knoxville,Flat,530.8300304,751533.8487,1.575948359
Minnesota,MN St. Cloud,Pitch SW,267.2984735,378348.0606,1.57630412
Wisconsin,WI Eau Claire,Pitch S,169.8509388,240257.3125,1.577343865
Indiana,OH Dayton,Pitch SE,30.18958834,42680.03969,1.578219557
Ohio,OH Dayton,Pitch SE,570.7284933,806858.1284,1.578219557
Wisconsin,WI Madison,Pitch SW,379.1712623,536016.0644,1.578311253
Connecticut,MA Worcester,Pitch SW,15.25523572,21561.92622,1.578579328
Massachusetts,MA Boston,Pitch SW,1157.137149,1635511.001,1.578579328
Massachusetts,MA Worcester,Pitch SW,276.7281817,391130.8056,1.578579328
New Hampshire,MA Boston,Pitch SW,35.74058353,50516.15323,1.578579328
New Hampshire,MA Worcester,Pitch SW,26.53695808,37507.6428,1.578579328
Rhode Island,MA Worcester,Pitch SW,1.516755425,2143.799622,1.578579328
Vermont,MA Worcester,Pitch SW,6.645335762,9392.594256,1.578579328
Illinois,WI Milwaukee,10 S,85.5122204,120835.1217,1.578956058
Wisconsin,WI Milwaukee,10 S,676.9006506,956510.9185,1.578956058
Michigan,MI Muskegon,Pitch S,172.3551945,243304.7665,1.580552056
Illinois,IL Rockford,10 S,208.5074607,294306.4411,1.580727018
Wisconsin,IL Rockford,10 S,53.68010681,75768.99714,1.580727018
Maine,NH Concord,10 S,2.250927459,3176.560909,1.581027253
New Hampshire,NH Concord,10 S,372.2753033,525363.5212,1.581027253
Vermont,NH Concord,10 S,22.39137903,31599.23215,1.581027253
Montana,WY Sheridan,Flat,5.591498895,7890.811013,1.581035588
Wyoming,WY Sheridan,Flat,50.74697821,71614.93225,1.581035588
Kentucky,WV Huntington,10 S,149.4048207,210827.3567,1.581148613
Ohio,WV Huntington,10 S,85.05630125,120024.2072,1.581148613
West Virginia,WV Huntington,10 S,77.70161025,109645.8937,1.581148613
Kentucky,WV Huntington,Pitch SE,151.3026318,213488.7643,1.581271717
Ohio,WV Huntington,Pitch SE,95.80672833,135183.7691,1.581271717
West Virginia,WV Huntington,Pitch SE,83.0954217,117248.0523,1.581271717
Iowa,MN Rochester,Pitch SE,5.713502768,8060.623601,1.581498719
Minnesota,MN Rochester,Pitch SE,103.2664503,145688.5593,1.581498719
Wisconsin,MN Rochester,Pitch SE,2.57009947,3625.902583,1.581498719
Iowa,WI La Crosse,Pitch SE,17.55028822,24756.47248,1.581723381
Minnesota,WI La Crosse,Pitch SE,23.76336665,33520.65363,1.581723381
Wisconsin,WI La Crosse,Pitch SE,113.1659672,159632.1449,1.581723381
Illinois,WI Milwaukee,Pitch SW,96.64076242,136224.1167,1.582855943
Wisconsin,WI Milwaukee,Pitch SW,753.6306756,1062312.326,1.582855943
Illinois,IN Evansville,Flat,101.0213096,142380.4329,1.583061291
Indiana,IN Evansville,Flat,156.2916176,220278.9515,1.583061291
Kentucky,IN Evansville,Flat,226.6631866,319461.3368,1.583061291
Indiana,KY Louisville,Flat,123.7006508,174244.7142,1.583971693
Kentucky,KY Louisville,Flat,512.5437337,721969.01,1.583971693
Kentucky,WV Huntington,Pitch SW,151.3026318,213078.5663,1.584315826
Ohio,WV Huntington,Pitch SW,95.80672833,134924.0266,1.584315826
West Virginia,WV Huntington,Pitch SW,83.0954217,117022.7716,1.584315826
California,CA Arcata,Pitch SW,111.8458359,157492.9219,1.584505765
Oregon,CA Arcata,Pitch SW,4.670217239,6576.249823,1.584505765
Massachusetts,NY Albany,Pitch S,33.15370969,46678.65116,1.584706636
New York,NY Albany,Pitch S,303.2720689,426990.863,1.584706636
Vermont,NY Albany,Pitch S,20.39840137,28719.85882,1.584706636
Maine,NH Concord,Pitch SW,2.755507224,3878.53154,1.585146006
New Hampshire,NH Concord,Pitch SW,407.5689956,573676.3056,1.585146006
